,VIX,DXY,VIX_ret,DXY_ret,rolling_corr,rolling_corr_mean,rolling_corr_std,corr_z_score
2016-07-11,49.733333333333334,96.571,-0.11820330969267134,0.0027932960893852776,-0.0734732686767092,-0.13102605542731505,0.10142425776477054,0.5674459741582321
2016-07-12,38.0,96.441,-0.23592493297587136,-0.0013461598202358926,-0.06226938497177797,-0.13137602627962003,0.10103193491476994,0.6840078967718483
2016-07-13,32.66666666666667,96.216,-0.14035087719298234,-0.002333032631349874,-0.043527988739476525,-0.13162655163871442,0.10073389645831587,0.8745672112037627
2016-07-14,30.933333333333337,96.077,-0.05306122448979589,-0.0014446661677890438,-0.038620893693127024,-0.1318659948821063,0.10043922660126564,0.9283733491811285
2016-07-15,29.46666666666666,96.58,-0.04741379310344851,0.005235384118987829,-0.039255932542493786,-0.13222949447257837,0.09993437844535778,0.9303461268928666
2016-07-18,32.4,96.562,0.09954751131221728,-0.0001863739904742756,-0.041567477147055984,-0.13253121176863666,0.09954310747067203,0.9138124872018983
2016-07-19,31.6,97.063,-0.024691358024691246,0.0051883763799425164,-0.039721402427518815,-0.13283703653278622,0.09913667307397592,0.9392652710443934
2016-07-20,34.66666666666667,97.201,0.09704641350210985,0.001421757003183366,-0.039190338097988976,-0.13317807409534976,0.0986631064694959,0.9526127785812155
2016-07-21,32.13333333333334,97.0,-0.07307692307692304,-0.002067879960082619,-0.03052814821759989,-0.13350517424787126,0.09818253390030798,1.048832434237556
2016-07-22,30.4,97.467,-0.0539419087136932,0.004814432989690642,0.016970387674229023,-0.1336215124842436,0.09798581763232977,1.5368744558884593
2016-07-25,30.933333333333337,97.286,0.017543859649123084,-0.001857038792617005,0.036690253757560715,-0.13364228796509842,0.0979489969863379,1.7389921996487359
2016-07-26,30.133333333333333,97.156,-0.02586206896551735,-0.001336266266471986,0.042581512548309594,-0.13356817216257705,0.09807566831005075,1.796058979216101
2016-07-27,27.06666666666667,97.053,-0.1017699115044246,-0.0010601506854955867,0.039923755742494536,-0.13349185729854057,0.0982035788884224,1.7658787490633883
2016-07-28,22.8,96.739,-0.1576354679802956,-0.003235345635889564,0.045001369492792626,-0.133381709992266,0.0983887134117945,1.8130441317842731
2016-07-29,21.733333333333334,95.53,-0.04678362573099415,-0.01249754494051003,0.05455754910723089,-0.13305508590503204,0.09887618836359946,1.8974501153134171
2016-08-01,27.06666666666667,95.713,0.2453987730061351,0.001915628598345931,0.07075113231871684,-0.13266844456008944,0.0994824421392953,2.044778681588639
2016-08-02,27.999999999999993,95.064,0.03448275862068928,-0.0067806880987953955,0.06613742132377469,-0.1323673641831525,0.09996959868095823,1.9856515193227189
2016-08-03,32.266666666666666,95.563,0.15238095238095273,0.005249095346293142,0.07542574664815917,-0.13201364495583776,0.10054713506254843,2.0631059400643577
2016-08-04,32.4,95.758,0.004132231404958553,0.0020405387022173205,0.06564045461743208,-0.13170582370969228,0.10103379226295214,1.9532700288385476
2016-08-05,29.06666666666667,96.194,-0.10288065843621386,0.004553144384803476,0.055025438001646866,-0.13136395247616364,0.10152006955359026,1.835985645965496
2016-08-08,27.46666666666667,96.401,-0.05504587155963303,0.002151901365989417,0.055212640946294564,-0.13098351922112872,0.10203963712414861,1.824743456710689
2016-08-09,26.53333333333333,96.183,-0.03398058252427194,-0.0022613873300068033,0.05597054887220032,-0.13051495944037125,0.10262658939328632,1.817126627855872
2016-08-10,26.800000000000004,95.65,0.010050251256281673,-0.0055415198111932185,0.051896198743906705,-0.1300048928201681,0.10321316375108584,1.7623826743917743
2016-08-11,28.93333333333333,95.857,0.07960199004975088,0.0021641400940930478,0.05625238536111115,-0.12955828234015662,0.10377535467263574,1.7905086259393312
2016-08-12,28.0,95.722,-0.03225806451612889,-0.001408347851487135,0.05695699290795219,-0.12908005333006412,0.10435677563396542,1.7827021303393555
2016-08-15,28.666666666666668,95.629,0.023809523809523947,-0.0009715634859278621,0.05400520788006498,-0.1286101608812391,0.10491424213071181,1.7406156214118675
2016-08-16,27.6,94.791,-0.037209302325581395,-0.00876303213460361,0.05240023196691082,-0.12792685730105824,0.1055308322620412,1.708762125747317
2016-08-17,37.733333333333334,94.718,0.36714975845410613,-0.0007701153063053301,0.03757862613230969,-0.12727093792947633,0.1060445951699996,1.5545305613880316
2016-08-18,38.13333333333334,94.157,0.010600706713780994,-0.005922844654659198,0.03044002558231013,-0.12666708803468743,0.10650850848064185,1.4750663196598244
2016-08-19,36.0,94.511,-0.05594405594405616,0.0037596779846427175,0.036699527714917496,-0.12608035646523577,0.10700040935336147,1.5213015086940829
2016-08-22,35.333333333333336,94.519,-0.01851851851851849,8.464623165571616e-05,0.03673114557819791,-0.12547500025923716,0.10748910670333961,1.5090472961609929
2016-08-23,29.2,94.539,-0.17358490566037743,0.00021159766819356385,0.034582086634135305,-0.12487185144324663,0.10795993978119375,1.4769732032136447
2016-08-24,28.53333333333334,94.786,-0.022831050228310334,0.0026126783655422425,0.049118167231785144,-0.12421326008595689,0.1085138895562967,1.597320195842931
2016-08-25,30.26666666666667,94.772,0.06074766355140171,-0.0001477011372986725,0.04514480239376974,-0.12352851850955977,0.10903680249879029,1.5469393547669454
2016-08-26,31.6,95.566,0.044052863436123246,0.008378001941501623,0.029672135294036825,-0.12289888933720088,0.10946239075224859,1.3938214174086414
2016-08-29,29.733333333333338,95.58,-0.05907172995780585,0.00014649561559543223,0.027165627966604128,-0.12225630027096654,0.10986700068870695,1.3600255518118418
2016-08-30,27.2,96.054,-0.08520179372197323,0.004959196484620287,0.016123438604809734,-0.12166697641385886,0.11021021267541578,1.2502508766994245
2016-08-31,29.73333333333333,96.022,0.09313725490196068,-0.00033314593874278486,0.018077062056762086,-0.12101114104193783,0.11054892808287484,1.258159672018078
2016-09-01,31.46666666666666,95.653,0.058295964125560484,-0.0038428693424423788,0.010471937819302727,-0.1206271273347321,0.11083768654004475,1.1828022511699556
2016-09-02,31.46666666666667,95.844,2.220446049250313e-16,0.0019968009367190565,-0.02612281590052266,-0.12036427753348304,0.11098343188602026,0.8491489227846742
2016-09-05,22.533333333333335,95.844,-0.2838983050847458,0.0,-0.0026838332348184226,-0.12004670855451448,0.11120587455034536,1.055365787052583
2016-09-06,20.666666666666664,94.823,-0.08284023668639073,-0.010652727348608115,-0.002642736395726898,-0.11969123095601396,0.11143810165018887,1.0503453740419013
2016-09-07,21.333333333333336,94.956,0.032258064516129226,0.001402613290024668,0.002319387334545317,-0.11931999980900614,0.11168882756547771,1.0890918079719318
2016-09-08,20.799999999999997,95.027,-0.025000000000000244,0.0007477147310332999,0.0018836481561913213,-0.11800167475225966,0.11114755056996063,1.0786141691263853
2016-09-09,20.666666666666664,95.336,-0.0064102564102563875,0.0032517074094731147,0.0061458428192993275,-0.11670534185626451,0.11068007197241106,1.109966613557919
2016-09-12,31.866666666666664,95.095,0.5419354838709678,-0.0025279013174456244,-0.03351474602521278,-0.11553822475510912,0.10999562823814565,0.7456976249302536
2016-09-13,31.866666666666664,95.633,0.0,0.00565750039434243,-0.019381546081690064,-0.11432804890472245,0.10936497275730653,0.8681619025657292
2016-09-14,37.466666666666676,95.327,0.1757322175732221,-0.0031997323099766106,-0.03248854274760725,-0.11317934615445187,0.10869359128939968,0.7423694667701534
2016-09-15,39.06666666666666,95.288,0.04270462633451921,-0.00040911808826460394,-0.027831263690090036,-0.11189512015261484,0.10777505928655601,0.7799935998087735
2016-09-16,33.6,96.108,-0.13993174061433433,0.008605490722861209,0.06210188723414542,-0.11035781653731093,0.10748148484033286,1.6045526727477826
2016-09-19,35.46666666666667,95.841,0.05555555555555558,-0.002778124609814081,-0.036010683000441676,-0.10918265969045567,0.1066626525973845,0.6860130974448339
2016-09-20,35.2,96.019,-0.007518796992481147,0.0018572427249299306,-0.021600287645438556,-0.10785156091851902,0.1056454190506686,0.8164222741329985
2016-09-21,38.53333333333334,95.66,0.09469696969696972,-0.0037388433539196075,-0.05681885773698025,-0.1067296935660417,0.10467198116541224,0.4768309080745093
2016-09-22,30.26666666666667,95.448,-0.2145328719723184,-0.0022161823123563185,-0.02376077193286066,-0.10539595709954164,0.10356920348142504,0.7882187216137286
2016-09-23,27.06666666666667,95.477,-0.10572687224669597,0.0003038303578912771,-0.04457376259103989,-0.1042020869095705,0.10251995877257068,0.5816264952935607
2016-09-26,27.066666666666663,95.297,-2.220446049250313e-16,-0.001885270798202776,-0.04471560024452012,-0.10309483271278742,0.10164242875982438,0.5743588891034305
2016-09-27,43.06666666666668,95.435,0.591133004926109,0.001448104347461232,-0.013530874143052884,-0.1019529969256825,0.1010215822674042,0.8752795273843188
2016-09-28,41.2,95.431,-0.04334365325077416,-4.1913344161037536e-05,-0.0041495322358299416,-0.10079110101395986,0.10045212372154858,0.9620659593620794
2016-09-29,40.13333333333333,95.535,-0.02588996763754048,0.0010897926250379442,-0.006166987223423621,-0.09972504938031028,0.10002254685575461,0.9353697251061746
2016-09-30,41.06666666666667,95.463,0.023255813953488413,-0.0007536504945832023,-0.006914260974610981,-0.09861941661250975,0.09949900217511379,0.9216690985151972
2016-10-03,37.733333333333334,95.695,-0.08116883116883122,0.0024302609387929497,-0.002996463454770464,-0.09754520909025982,0.09906160896254655,0.9544438721082813
2016-10-04,36.0,96.169,-0.04593639575971731,0.004953236846230169,-0.01924204229106712,-0.09649850239471071,0.09848597109946725,0.7844412685499885
2016-10-05,32.53333333333333,96.125,-0.09629629629629632,-0.0004575278936039817,-0.027938478326194813,-0.09557236171395485,0.09802608317806324,0.6899580315261997
2016-10-06,25.200000000000003,96.765,-0.22540983606557363,0.006657997399219795,-0.07165854559268052,-0.09464909491356034,0.09714383511296727,0.23666503689240206
2016-10-07,36.0,96.632,0.4285714285714284,-0.0013744639074044773,-0.07626563708278686,-0.09376370126063716,0.0962833587593786,0.1817350828150859
2016-10-10,42.266666666666666,96.929,0.17407407407407405,0.0030735160195380917,-0.06242310373790344,-0.09304135820036467,0.09583009307215806,0.31950563211293476
2016-10-11,39.06666666666667,97.69,-0.07570977917981059,0.00785110751168383,-0.07398479215331143,-0.09224908371342605,0.09515399408712105,0.1919445603449101
2016-10-12,52.533333333333324,97.966,0.3447098976109211,0.0028252635889036704,-0.052232162588884995,-0.09141909781378439,0.09458326520429543,0.414311507857732
2016-10-13,54.13333333333334,97.516,0.030456852791878486,-0.004593430373802998,-0.058144350997266996,-0.0905755933499453,0.09392351080896101,0.3452941875079921
2016-10-14,56.8,98.019,0.04926108374384208,0.005158127896960574,-0.04603084529042333,-0.08974572504860281,0.09338587913060166,0.46811017002949146
2016-10-17,49.86666666666667,97.888,-0.1220657276995305,-0.0013364755812648177,-0.040924648182605855,-0.0888623147606567,0.09278627513940504,0.5166460934661703
2016-10-18,51.06666666666667,97.895,0.02406417112299475,7.151029748264648e-05,-0.042626714371670774,-0.08812244826340525,0.09240636987128534,0.4923441312011973
2016-10-19,44.266666666666666,97.92,-0.13315926892950403,0.0002553756575924826,-0.0465173522252057,-0.08742769534352857,0.09205635806419386,0.44440540532566764
2016-10-20,37.2,98.315,-0.15963855421686735,0.004033905228758128,-0.07790239518541753,-0.0868473228757958,0.09165105286075582,0.09759765339486257
2016-10-21,34.66666666666667,98.695,-0.06810035842293904,0.00386512739663325,-0.1146657582148155,-0.08673474339586566,0.09159916830236764,-0.3049265111965857
2016-10-24,34.400000000000006,98.756,-0.007692307692307665,0.0006180657581438265,-0.12506330670125745,-0.08665498316469955,0.09155683023748469,-0.41950254761913963
2016-10-25,29.2,98.719,-0.15116279069767458,-0.00037466078010450765,-0.11939223869636024,-0.08643562558868848,0.09141122098368736,-0.3605313740810112
2016-10-26,31.46666666666667,98.629,0.07762557077625587,-0.0009116786029030877,-0.14230179419363198,-0.08634455515623728,0.09134379328817527,-0.6126003423227502
2016-10-27,34.400000000000006,98.888,0.09322033898305104,0.002626002494195312,-0.1368144619276938,-0.08627852445202154,0.09130109201197244,-0.5535085765353762
2016-10-28,33.86666666666667,98.348,-0.015503875968992387,-0.005460723242456167,-0.1181900216403555,-0.08619041410813366,0.09125936422408058,-0.3506446467635823
2016-10-31,37.86666666666667,98.445,0.11811023622047245,0.000986293569772645,-0.11298368493085054,-0.08611401000444086,0.09122871379993695,-0.29453089720561476
2016-11-01,40.00000000000001,97.699,0.05633802816901423,-0.007577835339529604,-0.12112956871445242,-0.08636302214067189,0.09123834727226976,-0.38105191088163426
2016-11-02,53.733333333333334,97.398,0.34333333333333305,-0.0030808913090205614,-0.14879316741523146,-0.08707974678074407,0.09101538646284872,-0.6780548106520209
2016-11-03,58.93333333333334,97.157,0.09677419354838723,-0.0024743834575658985,-0.15628436331913237,-0.0877184825212432,0.0909336499596697,-0.7540209903407491
2016-11-04,58.533333333333324,97.065,-0.006787330316742279,-0.0009469209629774378,-0.15796782239301438,-0.08838752794203965,0.09082732902438286,-0.7660722295631495
2016-11-07,60.266666666666666,97.781,0.029612756264236983,0.00737650028331549,-0.15294460210905722,-0.08913071252030277,0.0905850269712866,-0.704463990599484
2016-11-08,49.066666666666656,97.861,-0.18584070796460195,0.0008181548562604668,-0.1752267092837766,-0.08998741833313556,0.09037325308856921,-0.9431915753558556
2016-11-09,57.86666666666666,98.504,0.17934782608695654,0.006570543934764528,-0.13910121373171108,-0.09072844891921104,0.09000512240083135,-0.5374445756217674
2016-11-10,39.46666666666667,98.785,-0.3179723502304146,0.0028526760334603996,-0.15728061767224805,-0.09152383253042932,0.0897023884987483,-0.7330550082591868
2016-11-11,41.86666666666667,99.06,0.060810810810810745,0.002783823454977963,-0.14995207322426538,-0.09223150208323562,0.08945578526488486,-0.6452413443145694
2016-11-14,46.266666666666666,100.11,0.10509554140127375,0.010599636583888516,-0.12115339731123519,-0.09293459036169659,0.0889809208999921,-0.3171332310805642
2016-11-15,46.13333333333333,100.23,-0.0028818443804033977,0.0011986814504045817,-0.12630921900309952,-0.09368304703326491,0.08846168769693784,-0.3688169739832353
2016-11-16,43.06666666666667,100.41,-0.0664739884393063,0.0017958695001496494,-0.12625510900511694,-0.0944395698436071,0.08791799585139001,-0.3618774387815714
2016-11-17,45.86666666666666,100.89,0.06501547987616085,0.0047804003585301125,-0.11992217220287062,-0.09517359536125208,0.08735144512837979,-0.28332189359026316
2016-11-18,38.266666666666666,101.21,-0.1656976744186045,0.003171771235999543,-0.1370388183217093,-0.09595231503695596,0.08684299482535343,-0.4731124642509256
2016-11-21,32.53333333333333,101.05,-0.14982578397212543,-0.0015808714553897651,-0.12671503410700122,-0.09650694453040462,0.08659000605701136,-0.3488634653369514
2016-11-22,31.866666666666664,101.04,-0.020491803278688603,-9.896091044026001e-05,-0.11683055243936967,-0.0969409202988409,0.08641585937627777,-0.23016182774881627
2016-11-23,28.133333333333336,101.7,-0.11715481171548103,0.0065320665083135054,-0.1305121012769433,-0.09737956998132972,0.08630408734645624,-0.38390454397145113
2016-11-24,31.733333333333338,101.7,0.12796208530805697,0.0,-0.1290951234260771,-0.09777402250173695,0.08622061196451185,-0.3632669753867187
2016-11-25,32.13333333333334,101.49,0.012605042016806678,-0.0020648967551623043,-0.12807555153025754,-0.09797107533603798,0.08623294281214972,-0.34910644601100194
2016-11-28,30.26666666666667,101.33,-0.05809128630705407,-0.0015765100009852429,-0.13334278636431168,-0.0982503485825776,0.08623308472459373,-0.4069486542643151
2016-11-29,35.2,100.93,0.16299559471365632,-0.003947498272969474,-0.19389950501916392,-0.09877038680696394,0.0864137131930606,-1.1008567355469139
2016-11-30,36.13333333333333,101.5,0.02651515151515138,0.005647478450411025,-0.1908872242555796,-0.09924101806062342,0.08659168673549275,-1.0583718789876817
2016-12-01,39.06666666666667,101.04,0.08118081180811809,-0.004532019704433399,-0.19635417490034193,-0.09975217909389697,0.08678380062871525,-1.1131339617140603
2016-12-02,42.666666666666664,100.77,0.09215017064846398,-0.0026722090261284137,-0.19990598916420738,-0.10038098042486027,0.08693360146592372,-1.1448393608581715
2016-12-05,43.733333333333334,100.09,0.025000000000000133,-0.006748040091296925,-0.16339940073589002,-0.10053113718337549,0.08700991102118619,-0.7225414072335579
2016-12-06,30.666666666666664,100.49,-0.2987804878048781,0.003996403237086499,-0.18426073185792988,-0.10067781654195812,0.08712014889137636,-0.9593982147595396
2016-12-07,31.2,100.23,0.01739130434782621,-0.002587322121604063,-0.16869460132785397,-0.10069567704022217,0.08713368247754699,-0.7803976872566366
2016-12-08,32.53333333333333,101.1,0.042735042735042805,0.008680035917389972,-0.1550972347588621,-0.10069979426654296,0.08713623854659151,-0.6242803384636919
2016-12-09,32.53333333333333,101.59,0.0,0.004846686449060389,-0.1295918950630041,-0.10055367735427127,0.0870564418739307,-0.33355622035166577
2016-12-12,32.0,101.03,-0.016393442622950727,-0.005512353578108087,-0.11851654668840306,-0.10035333873966068,0.08695633003013332,-0.20887735191271536
2016-12-13,38.53333333333334,101.07,0.20416666666666683,0.00039592200336535655,-0.11908537910810377,-0.10010774651009301,0.08681500538323411,-0.21859853045261413
2016-12-14,35.2,101.76,-0.08650519031141879,0.0068269516176908684,-0.12320069689800209,-0.09989660564931116,0.08669331453162786,-0.26881070789131056
2016-12-15,44.0,103.02,0.25,0.012382075471698117,-0.069217340313889,-0.09936685279634255,0.08647011525821839,0.34866973858448796
2016-12-16,43.86666666666666,102.95,-0.003030303030303161,-0.0006794797126771224,-0.07142750764249199,-0.09883837969067737,0.0862310185037708,0.317877169072133
2016-12-19,41.6,103.14,-0.05167173252279622,0.0018455560951917693,-0.07418773540061437,-0.0983141175844892,0.08597629930864004,0.2806166627068385
2016-12-20,41.86666666666666,103.29,0.0064102564102561654,0.0014543339150669965,-0.08602100277312734,-0.09775154980861542,0.08558867618552252,0.1370572318475972
2016-12-21,39.733333333333334,103.02,-0.05095541401273873,-0.0026139994191113347,-0.08076390953596764,-0.0971679660106473,0.08519871126930702,0.19253878644745706
2016-12-22,38.13333333333334,103.09,-0.04026845637583876,0.0006794797126772334,-0.08006013437004642,-0.09675924583915915,0.08503192438682255,0.19638637593506714
2016-12-23,40.4,103.01,0.05944055944055915,-0.0007760209525656814,-0.08209041935264158,-0.09645531184609514,0.08494654902994224,0.16910507439672653
2016-12-26,41.46666666666666,102.97,0.026402640264026278,-0.00038831181438703233,-0.0800187521209116,-0.0960979665452477,0.08482496290426675,0.18955757684778554
2016-12-27,40.66666666666667,103.02,-0.019292604501607524,0.00048557832378359755,-0.07383182871364691,-0.0957440937812838,0.08473067620566764,0.25861076588659615
2016-12-28,42.53333333333334,103.3,0.04590163934426239,0.0027179188507087115,-0.07787079739681328,-0.0954331181927892,0.08465154486552733,0.20746604003358035
2016-12-29,48.266666666666666,102.68,0.13479623824451403,-0.006001936108421924,-0.06388487976782281,-0.09504769956486718,0.08457285166606429,0.36847308779525006
2016-12-30,52.8,102.21,0.09392265193370153,-0.004577327619789795,-0.05157470023254931,-0.09461935587805828,0.084518361510252,0.5092935413837584
2017-01-02,53.733333333333334,102.78,0.017676767676767735,0.005576753742295271,-0.06183331061415479,-0.094152890684849,0.0843729391107992,0.38305623119578525
2017-01-03,53.86666666666666,103.21,0.002481389578163684,0.004183693325549687,-0.044784660486026674,-0.09372819697260228,0.08435092523136821,0.5802371029402129
2017-01-04,47.06666666666666,102.7,-0.12623762376237624,-0.00494138164906488,-0.04240974011044729,-0.09323556533401936,0.08428640495985076,0.6030133240085704
2017-01-05,37.06666666666666,101.52,-0.21246458923512745,-0.011489776046738176,0.04623330536970721,-0.09239076687408414,0.08461383770304501,1.6383144413127437
2017-01-06,38.4,102.22,0.03597122302158273,0.006895193065405758,0.045951738787934196,-0.09149257793896069,0.084876897948143,1.619337181842683
2017-01-09,32.8,101.93,-0.14583333333333337,-0.002837018196047647,0.05375254148124599,-0.09058065841316118,0.08519867721344015,1.694077943637821
2017-01-10,36.4,102.01,0.10975609756097571,0.0007848523496516435,0.05414952553615863,-0.08949682927178089,0.08529601737032351,1.6840921679177658
2017-01-11,35.86666666666667,101.78,-0.0146520146520146,-0.002254680913636009,0.05436470732660441,-0.08844578892351164,0.08543081969826839,1.6716507784252326
2017-01-12,38.0,101.35,0.059479553903345694,-0.004224798585183764,0.06445940254895866,-0.08738750800372921,0.08566720048562329,1.7725209845998282
2017-01-13,38.4,101.18,0.010526315789473717,-0.0016773556980758109,0.07269846952184052,-0.08637891463665172,0.08605048984912703,1.8486516978276801
2017-01-16,31.066666666666663,101.18,-0.19097222222222232,0.0,0.07365468128124988,-0.08536802744119197,0.08642892302661512,1.8399246820820854
2017-01-17,34.266666666666666,100.33,0.10300429184549365,-0.008400869737102301,0.04430914636898403,-0.08469842849688357,0.0867780289520516,1.4866386852039422
2017-01-18,34.13333333333333,100.93,-0.0038910505836575737,0.005980265125087314,0.04421156872030459,-0.0841323215304886,0.0871524971312384,1.4726358334578389
2017-01-19,35.86666666666666,101.15,0.05078124999999978,0.002179728524720037,0.04104397287328225,-0.08352351110779065,0.08748962324253184,1.423797238625165
2017-01-20,35.6,100.74,-0.0074349442379180175,-0.004053386060306585,0.03922890795825397,-0.08272890315917238,0.08769213417520066,1.3907497207647617
2017-01-23,26.0,100.16,-0.2696629213483146,-0.005757395274965216,0.08252561537807326,-0.08166858160399589,0.08806915416482192,1.8643780394981289
2017-01-24,24.8,100.35,-0.0461538461538461,0.0018969648562299213,0.0950689165107323,-0.08048671623170343,0.08843528912550214,1.9851309864922537
2017-01-25,17.733333333333334,100.03,-0.28494623655913975,-0.0031888390632784924,0.1636985847153805,-0.07900079686127147,0.08937858994254529,2.7154084857756766
2017-01-26,12.933333333333334,100.38,-0.2706766917293233,0.0034989503149054357,0.14623117059977153,-0.07755024051672732,0.0900560785910999,2.484911786272413
2017-01-27,14.666666666666666,100.53,0.134020618556701,0.0014943215780036656,0.14883237441944475,-0.07608318854227065,0.09072093066958764,2.4792025533873163
2017-01-30,15.466666666666665,100.43,0.05454545454545445,-0.0009947279419078026,0.13962632853662843,-0.07454011972965166,0.09107052315808967,2.3516549684743517
2017-01-31,26.4,99.512,0.7068965517241381,-0.009140695011450872,-0.04166238133205833,-0.07378687588708573,0.09055081075808763,0.35476760821998676
2017-02-01,30.666666666666668,99.641,0.16161616161616177,0.0012963260712275382,-0.0644378673975915,-0.07311813149114292,0.0899911447531367,0.09645686936601468
2017-02-02,25.200000000000003,99.79,-0.17826086956521736,0.0014953683724572286,-0.05163776329349331,-0.07230972743610606,0.08925959655824448,0.23159374386286513
2017-02-03,25.466666666666665,99.868,0.01058201058201047,0.0007816414470387389,-0.05532642257124349,-0.07144077608611135,0.08834655095461952,0.1823993505207151
2017-02-06,18.8,99.907,-0.26178010471204183,0.0003905154804342281,-0.08582172899060567,-0.07068545163954632,0.08739786371534711,-0.17318818455743804
2017-02-07,20.266666666666666,100.26,0.07801418439716312,0.0035332859559391583,-0.0783114618898806,-0.06992126246150741,0.0864774412688037,-0.09702182795040569
2017-02-08,30.8,100.28,0.5197368421052633,0.00019948134849379073,-0.06698524799938892,-0.06912486719464078,0.08556833260637907,0.025004801777478578
2017-02-09,34.0,100.65,0.10389610389610393,0.003689668927004508,-0.06530785662979566,-0.06832377969774127,0.08464674864353956,0.03562952052235492
2017-02-10,28.666666666666668,100.8,-0.1568627450980392,0.0014903129657226621,-0.058760397481182926,-0.06751536931183319,0.08375317772371371,0.10453301078952851
2017-02-13,27.06666666666667,100.96,-0.05581395348837204,0.0015873015873015817,-0.06700309964156856,-0.06671007188861708,0.08276894318956267,-0.0035403104311766977
2017-02-14,25.866666666666667,101.25,-0.044334975369458185,0.002872424722662581,-0.07025024500930083,-0.06591158429075478,0.08175005102614843,-0.053072269241254584
2017-02-15,21.733333333333334,101.18,-0.15979381443298968,-0.0006913580246913353,-0.04993239840892563,-0.06507464942481123,0.08082080219057561,0.18735586143008254
2017-02-16,27.333333333333332,100.44,0.25766871165644156,-0.007313698359359688,-0.08751167109668109,-0.06439861021254138,0.07990904566412894,-0.2892421088507021
2017-02-17,24.4,100.95,-0.10731707317073169,0.005077658303464849,-0.09940064075534905,-0.0639601702270804,0.07940914848320468,-0.4463021100870314
2017-02-20,29.2,100.95,0.19672131147540983,0.0,-0.1006197669938119,-0.06344625538040714,0.07874577617990215,-0.4720699117687069
2017-02-21,30.53333333333334,101.37,0.04566210045662111,0.004160475482912318,-0.0852758030704016,-0.06291029277024034,0.07813091005066874,-0.28625687689618595
2017-02-22,32.8,101.22,0.07423580786026163,-0.0014797277300977463,-0.09012374112108379,-0.0624217589633528,0.07757010319425015,-0.3571218938353093
2017-02-23,35.2,101.05,0.07317073170731736,-0.001679509978265159,-0.08617385615533224,-0.06191750183950292,0.07699664412648503,-0.3150313184556794
2017-02-24,33.333333333333336,101.09,-0.053030303030303094,0.0003958436417614841,-0.0821251592824208,-0.06134637495224574,0.07630501392039671,-0.27231217534213414
2017-02-27,32.666666666666664,101.13,-0.02000000000000013,0.0003956870115737754,-0.08148567853166108,-0.06130596908725456,0.07629158847062471,-0.2645076586939399
2017-02-28,36.13333333333333,101.12,0.106122448979592,-9.888262632251621e-05,-0.05692412909567868,-0.06122623916837067,0.0762856034226431,0.05639478328377545
2017-03-01,37.86666666666667,101.78,0.047970479704797064,0.006526898734177111,-0.05126984603998946,-0.06101291138044949,0.07623777659685328,0.1277983930720007
2017-03-02,36.13333333333334,102.2,-0.04577464788732377,0.004126547455295837,-0.06357627516890281,-0.06082282160035376,0.07617113497741071,-0.036148254445277916
2017-03-03,30.666666666666668,101.54,-0.15129151291512932,-0.0064579256360077775,-0.036233419770742493,-0.060341416190141925,0.07594040047847263,0.31745943223243206
2017-03-06,18.0,101.64,-0.4130434782608696,0.0009848335631277294,-0.0467308008655855,-0.06050886211733516,0.07586333943564835,0.1816168567617169
2017-03-07,27.866666666666664,101.81,0.548148148148148,0.0016725698543880174,-0.02744924994472421,-0.060579496595327166,0.07582407310760844,0.4369357288889636
2017-03-08,29.46666666666666,102.07,0.05741626794258359,0.0025537766427659037,-0.011526017873833987,-0.0605646779651122,0.0758333296602431,0.6466636808773486
2017-03-09,32.0,101.85,0.08597285067873317,-0.00215538356030176,-0.08511167567844173,-0.06072427642880044,0.07584253702904378,-0.32155305195423745
2017-03-10,33.06666666666666,101.25,0.033333333333333215,-0.00589101620029453,-0.08668897722554296,-0.06108644295148228,0.0757473140871404,-0.33799923578289903
2017-03-13,30.53333333333333,101.31,-0.07661290322580638,0.0005925925925927,-0.08548797379731028,-0.061413937130304484,0.07567337056427471,-0.31813088920835136
2017-03-14,14.8,101.7,-0.5152838427947597,0.0038495706248149464,-0.12561745535774768,-0.06189707095758238,0.07569315590698963,-0.84182491318586
2017-03-15,25.599999999999998,100.74,0.7297297297297296,-0.009439528023598931,-0.23396932048776997,-0.06280378924718777,0.07638003365464478,-2.2409721893356793
2017-03-16,20.800000000000004,100.36,-0.18749999999999978,-0.0037720865594599307,-0.21776578818016457,-0.06333930626199284,0.07699153415366529,-2.005759251529605
2017-03-17,16.4,100.3,-0.2115384615384618,-0.0005978477481067834,-0.21507783850511988,-0.06391573352539992,0.0775817433972321,-1.9484236672246915
2017-03-20,20.000000000000004,100.41,0.21951219512195164,0.0010967098703889011,-0.20750939073508076,-0.06456851444360263,0.07809549015450931,-1.8303345815318448
2017-03-21,22.8,99.813,0.1399999999999999,-0.005945622945921714,-0.21597083720401994,-0.06519479936152991,0.07867447397109133,-1.9164543495758506
2017-03-22,33.2,99.677,0.45614035087719307,-0.0013625479646939276,-0.21812296579689855,-0.06581351105904629,0.07926177117197757,-1.9216004447765884
2017-03-23,40.0,99.76,0.20481927710843362,0.0008326895873671525,-0.20517621371600506,-0.06644645475876244,0.07973574243871023,-1.7398691567195073
2017-03-24,47.46666666666667,99.627,0.18666666666666676,-0.0013331996792302903,-0.20352225279140812,-0.06702711342243897,0.0801995565659031,-1.7019438163203033
