,us2y10y,VIX,emRet,rr,fxVol
2019-11-12,-0.26750000000000007,12.69,-496.82,0.73,6.02
2019-11-13,-0.2724,12.68,-498.26,0.75,6.05
2019-11-14,-0.25,13.0,-492.6,0.82,6.1
2019-11-15,-0.22720000000000007,13.05,-491.86,0.925,6.13
2019-11-18,-0.2206999999999999,12.05,-494.96,0.95,6.06
2019-11-19,-0.21729999999999983,12.46,-496.53,0.945,5.93
2019-11-20,-0.1864999999999999,12.86,-498.92,0.95,5.88
2019-11-21,-0.1691999999999998,12.78,-496.5,1.05,5.97
2019-11-22,-0.16769999999999996,13.13,-493.0,1.1,5.9
2019-11-25,-0.14290000000000003,12.34,-494.88,1.1,5.86
2019-11-26,-0.14170000000000016,11.87,-497.23,1.0,5.74
2019-11-27,-0.15949999999999998,11.54,-494.57,0.92,5.65
2019-11-28,-0.13950000000000018,11.75,-497.0,0.8275,5.52
2019-11-29,-0.13950000000000018,11.75,-495.81,0.81,5.48
2019-12-02,-0.16389999999999993,12.62,-490.93,0.67,5.57
2019-12-03,-0.21889999999999987,14.91,-491.02,0.7625,5.55
2019-12-04,-0.17769999999999997,15.96,-489.7,0.985,5.77
2019-12-05,-0.20189999999999997,14.8,-489.32,1.01,5.72
2019-12-06,-0.21799999999999997,14.52,-492.34,1.0575,5.75
2019-12-09,-0.22140000000000004,13.62,-495.23,1.115,5.75
2019-12-10,-0.20599999999999996,15.86,-496.25,1.1225,5.78
2019-12-11,-0.18989999999999996,15.68,-495.5,1.185,5.82
2019-12-12,-0.17810000000000015,14.99,-499.63,1.2075,5.84
2019-12-13,-0.2340000000000002,13.94,-505.54,1.1075,5.97
2019-12-16,-0.2189000000000001,12.63,-513.2,1.0,5.58
2019-12-17,-0.24499999999999988,12.14,-513.7,0.95,5.49
2019-12-18,-0.25770000000000004,12.29,-520.63,0.91,5.7
2019-12-19,-0.2882,12.58,-523.74,0.9,5.64
2019-12-20,-0.2936000000000001,12.5,-522.77,0.9025,5.47
2019-12-23,-0.28770000000000007,12.51,-523.34,0.9,5.39
2019-12-24,-0.2770999999999999,12.61,-525.23,0.88,5.34
2019-12-25,-0.27859999999999996,12.67,-524.02,0.8575,5.35
2019-12-26,-0.27859999999999996,12.67,-524.05,0.8575,5.35
2019-12-27,-0.2634000000000001,12.65,-525.5,0.88,5.38
2019-12-30,-0.29400000000000004,13.43,-529.42,0.915,5.43
2019-12-31,-0.3135000000000001,14.82,-529.33,0.965,5.57
2020-01-01,-0.34840000000000004,13.78,-527.56,1.075,5.71
2020-01-02,-0.34840000000000004,13.78,-527.55,1.115,5.71
2020-01-03,-0.30810000000000004,12.47,-533.9,1.055,5.78
2020-01-06,-0.26350000000000007,14.02,-531.95,1.2925,5.47
2020-01-07,-0.26449999999999996,13.85,-526.6,1.15,5.72
2020-01-08,-0.2773000000000001,13.79,-528.17,1.045,5.48
2020-01-09,-0.2931999999999999,13.45,-526.08,1.015,5.39
2020-01-10,-0.276,12.54,-534.62,0.96,5.27
2020-01-13,-0.24940000000000007,12.56,-536.63,0.9125,5.12
2020-01-14,-0.26160000000000005,12.32,-541.54,0.775,5.13
2020-01-15,-0.2408999999999999,12.39,-541.48,0.7375,5.05
2020-01-16,-0.22939999999999983,12.42,-538.7,0.77,5.06
2020-01-17,-0.2416999999999998,12.32,-539.95,0.7,4.98
2020-01-20,-0.2623,12.1,-542.92,0.65,4.96
2020-01-21,-0.2623,12.1,-542.38,0.6825,4.92
2020-01-22,-0.2439,12.85,-533.47,0.975,4.97
2020-01-23,-0.2407999999999999,12.91,-536.58,0.97,4.88
2020-01-24,-0.21879999999999988,12.98,-531.28,1.2225,4.97
2020-01-27,-0.18920000000000003,14.56,-529.96,1.215,4.92
2020-01-28,-0.16710000000000003,18.23,-522.19,1.4,5.16
2020-01-29,-0.19369999999999998,16.28,-521.6,1.34,5.14
2020-01-30,-0.17110000000000003,16.39,-519.61,1.21,5.01
2020-01-31,-0.17279999999999984,15.49,-507.91,1.445,5.12
2020-02-03,-0.1936,18.84,-502.96,1.5175,5.42
2020-02-04,-0.1741999999999999,17.97,-501.99,1.48,5.37
2020-02-05,-0.19009999999999994,16.05,-513.84,1.235,5.19
2020-02-06,-0.2077,15.15,-515.73,1.1825,4.9
2020-02-07,-0.19700000000000006,14.96,-521.88,1.075,4.9
2020-02-10,-0.1822999999999999,15.47,-516.81,1.165,5.0
2020-02-11,-0.1765000000000001,15.04,-514.65,1.1625,5.01
2020-02-12,-0.17720000000000002,15.18,-520.56,1.075,4.94
2020-02-13,-0.1896,13.74,-525.44,1.025,4.87
2020-02-14,-0.1735,14.15,-523.74,1.125,5.18
2020-02-17,-0.15690000000000004,13.68,-523.87,1.1325,5.16
2020-02-18,-0.15690000000000004,13.68,-524.7,1.07,4.97
2020-02-19,-0.14939999999999998,14.83,-518.87,1.035,5.08
2020-02-20,-0.1442000000000001,14.38,-522.69,0.52,5.15
2020-02-21,-0.1260000000000001,15.56,-518.72,0.415,5.37
2020-02-24,-0.11699999999999999,17.08,-513.59,0.6825,5.38
2020-02-25,-0.12290000000000001,25.03,-499.9,1.24,5.71
2020-02-26,-0.12729999999999997,27.85,-500.51,1.3175,5.59
2020-02-27,-0.1723999999999999,27.56,-494.26,1.375,5.98
2020-02-28,-0.19919999999999982,39.16,-488.32,1.6025,6.27
2020-03-02,-0.23560000000000003,40.11,-476.44,2.395,6.27
2020-03-03,-0.2603,33.42,-481.94,2.64,7.23
2020-03-04,-0.29989999999999994,36.82,-487.07,2.6675,6.75
2020-03-05,-0.35960000000000003,31.99,-491.9,2.2475,6.75
2020-03-06,-0.3147,39.62,-492.65,2.77,6.45
2020-03-09,-0.2561,41.94,-479.73,4.0975,8.35
2020-03-10,-0.15969999999999995,54.46,-449.33,7.62,10.18
2020-03-11,-0.26880000000000004,47.3,-457.22,7.38,8.99
2020-03-12,-0.3500000000000001,53.9,-448.78,7.88,9.72
2020-03-13,-0.32320000000000004,75.47,-418.7,8.63,13.5
2020-03-16,-0.47000000000000003,57.83,-422.54,8.215,10.94
2020-03-17,-0.35829999999999995,82.69,-395.09,9.325,12.61
2020-03-18,-0.5859000000000001,75.91,-392.01,9.12,12.42
2020-03-19,-0.6578,76.45,-373.58,8.8675,12.69
2020-03-20,-0.6897000000000001,72.0,-363.63,6.6575,16.36
2020-03-23,-0.532,66.04,-381.11,6.1325,14.17
2020-03-24,-0.474,61.59,-359.79,5.52,14.81
2020-03-25,-0.4751,61.67,-380.45,4.405,12.18
2020-03-26,-0.5373999999999999,63.95,-397.02,4.055,10.66
2020-03-27,-0.552,61.0,-404.11,5.2,11.51
2020-03-30,-0.43279999999999996,65.54,-399.97,5.23,11.06
2020-03-31,-0.4983000000000001,57.08,-395.18,4.8425,11.35
2020-04-01,-0.424,53.54,-403.06,4.3025,10.39
2020-04-02,-0.37710000000000005,57.06,-393.03,4.265,10.31
2020-04-03,-0.37149999999999994,50.91,-398.41,3.9625,10.29
2020-04-06,-0.3659,46.8,-395.18,3.615,10.63
2020-04-07,-0.40759999999999996,45.24,-405.69,3.3425,10.22
2020-04-08,-0.45210000000000006,46.7,-417.27,3.275,9.58
2020-04-09,-0.5202,43.35,-415.24,3.4175,9.46
2020-04-10,-0.49369999999999997,41.67,-421.86,3.285,9.06
2020-04-13,-0.49369999999999997,41.67,-422.16,3.31,9.06
2020-04-14,-0.5261,41.17,-419.79,3.565,8.76
2020-04-15,-0.533,37.76,-426.04,3.21,8.58
2020-04-16,-0.4347000000000001,40.84,-422.23,2.8075,8.56
2020-04-17,-0.42010000000000003,40.11,-420.68,2.6025,8.91
2020-04-20,-0.4398000000000001,38.15,-428.52,2.495,9.03
2020-04-21,-0.40369999999999995,43.83,-427.58,2.36,8.84
2020-04-22,-0.3657,45.41,-417.59,2.38,9.2
2020-04-23,-0.4057,41.98,-422.61,2.225,9.11
2020-04-24,-0.3824000000000001,41.38,-424.14,1.99,9.23
2020-04-27,-0.37629999999999997,35.93,-418.24,1.97,9.22
2020-04-28,-0.4382,33.29,-425.82,1.87,8.77
2020-04-29,-0.4017,33.57,-429.33,1.785,8.72
2020-04-30,-0.4255,31.23,-437.44,1.59,8.23
2020-05-01,-0.4437,34.15,-439.97,1.37,7.83
2020-05-04,-0.4218,37.19,-436.08,1.54,8.1
2020-05-05,-0.4514,35.97,-422.39,1.7025,8.42
2020-05-06,-0.4737,33.61,-426.09,1.565,8.3
2020-05-07,-0.5246,34.12,-427.5,1.3975,8.42
2020-05-08,-0.5021,31.44,-426.68,1.2875,8.43
2020-05-11,-0.5263,27.98,-433.8,1.145,8.43
2020-05-12,-0.5352,27.57,-435.82,1.07,8.43
2020-05-13,-0.5062,33.04,-432.68,1.1075,8.02
2020-05-14,-0.4935999999999999,35.28,-432.64,1.2075,7.92
2020-05-15,-0.4748,32.61,-428.74,1.245,8.06
2020-05-18,-0.49770000000000003,31.89,-428.96,1.2175,8.01
2020-05-19,-0.5485,29.3,-434.41,1.15,8.07
2020-05-20,-0.523,30.53,-440.46,1.1025,7.84
2020-05-21,-0.5168,27.99,-443.46,1.1525,7.74
2020-05-22,-0.5067,29.53,-442.75,1.21,7.54
2020-05-25,-0.49150000000000005,28.16,-431.04,1.2775,7.65
2020-05-26,-0.49150000000000005,28.16,-434.12,1.275,7.46
2020-05-27,-0.5248,28.01,-441.43,1.175,7.19
2020-05-28,-0.502,27.62,-441.8,1.085,6.86
2020-05-29,-0.5198999999999999,28.59,-440.88,1.075,6.93
2020-06-01,-0.49229999999999996,27.51,-443.35,1.3225,7.16
2020-06-02,-0.5027,28.23,-453.57,1.2375,6.98
2020-06-03,-0.5229,26.84,-461.29,0.975,6.9
2020-06-04,-0.5558000000000001,25.66,-471.12,0.8375,7.0
2020-06-05,-0.6294,25.81,-471.63,0.8675,6.98
2020-06-08,-0.6889000000000001,24.52,-478.26,0.815,6.98
2020-06-09,-0.6491,25.81,-480.57,1.055,6.98
2020-06-10,-0.6229,27.57,-481.6,1.515,7.32
2020-06-11,-0.5596,27.57,-483.03,1.83,7.66
2020-06-12,-0.47230000000000005,40.79,-474.07,1.825,7.72
2020-06-15,-0.5104,36.09,-470.96,1.7275,8.18
2020-06-16,-0.5325,34.4,-461.13,1.6775,8.38
2020-06-17,-0.5536000000000001,33.67,-472.4,1.425,7.97
2020-06-18,-0.5428,33.47,-474.7,1.36,8.03
2020-06-19,-0.5151,32.94,-475.2,1.425,8.04
2020-06-22,-0.5082,35.12,-478.18,1.315,7.94
2020-06-23,-0.5168,31.77,-477.87,1.215,7.83
2020-06-24,-0.5261,31.37,-484.83,1.175,7.95
2020-06-25,-0.49140000000000006,33.84,-483.09,1.07,7.89
2020-06-26,-0.4999,32.22,-480.07,0.96,8.1
2020-06-29,-0.47519999999999996,34.73,-477.44,0.8975,7.75
2020-06-30,-0.4749,31.78,-475.3,0.825,7.74
2020-07-01,-0.5076,30.43,-475.94,0.6425,7.59
2020-07-02,-0.5155,28.62,-478.91,0.655,7.39
2020-07-03,-0.5166999999999999,27.68,-490.25,0.61,7.35
2020-07-06,-0.5166999999999999,27.68,-494.88,0.57,7.01
2020-07-07,-0.5193,27.94,-508.13,0.57,6.91
2020-07-08,-0.48300000000000004,29.43,-504.6,0.5725,6.97
2020-07-09,-0.5057,28.08,-513.11,0.5775,6.92
2020-07-10,-0.46270000000000006,29.26,-517.88,0.625,6.91
2020-07-13,-0.4918,27.29,-512.93,0.7425,6.97
2020-07-14,-0.4674999999999999,32.19,-514.04,0.715,6.81
2020-07-15,-0.46629999999999994,29.52,-508.39,0.6875,6.94
2020-07-16,-0.4749,27.76,-511.86,0.6725,6.92
2020-07-17,-0.4718,28.0,-502.2,0.6475,6.78
2020-07-20,-0.48150000000000004,25.68,-506.65,0.685,6.78
2020-07-21,-0.46299999999999997,24.46,-511.19,0.605,6.69
2020-07-22,-0.45930000000000004,24.84,-521.46,0.6525,6.58
2020-07-23,-0.44789999999999996,24.32,-517.58,0.74,6.78
2020-07-24,-0.42610000000000003,26.08,-517.69,0.805,6.8
2020-07-27,-0.4415,25.84,-509.49,1.295,7.1
2020-07-28,-0.4637,24.74,-515.59,1.705,7.72
2020-07-29,-0.44029999999999997,25.44,-519.88,1.5075,7.8
2020-07-30,-0.44320000000000004,24.1,-522.12,1.4625,7.75
2020-07-31,-0.42900000000000005,24.76,-519.96,1.2275,7.65
2020-08-03,-0.4228,24.46,-518.47,1.2025,8.08
2020-08-04,-0.445,24.28,-518.0,1.2175,7.78
2020-08-05,-0.3996,23.76,-523.63,1.1425,8.25
2020-08-06,-0.4306,22.99,-530.13,1.275,8.36
2020-08-07,-0.42110000000000003,22.65,-531.88,1.235,8.57
2020-08-10,-0.43499999999999994,22.21,-523.62,1.025,8.51
2020-08-11,-0.4445,22.13,-522.24,0.965,8.02
2020-08-12,-0.4925999999999999,24.03,-524.57,0.865,7.89
2020-08-13,-0.5138,22.28,-525.94,0.835,7.99
2020-08-14,-0.5579000000000001,22.13,-527.1,0.845,8.1
2020-08-17,-0.5644,22.05,-525.66,0.885,8.1
2020-08-18,-0.5371,21.35,-528.94,0.9275,8.14
2020-08-19,-0.5256,21.51,-531.37,1.11,8.35
2020-08-20,-0.541,22.54,-528.72,1.045,8.63
2020-08-21,-0.5098,22.72,-519.66,0.985,8.49
2020-08-24,-0.485,22.54,-525.11,1.02,8.43
2020-08-25,-0.5029,22.37,-533.0,0.945,8.3
2020-08-26,-0.5342,22.03,-536.15,0.91,8.24
2020-08-27,-0.538,23.27,-538.4,0.925,8.05
2020-08-28,-0.5939,24.47,-537.48,0.945,8.02
2020-08-31,-0.5941,22.96,-539.6,1.3375,8.19
2020-09-01,-0.5739,26.41,-529.93,1.255,8.23
2020-09-02,-0.538,26.12,-538.84,1.075,8.38
2020-09-03,-0.5148,26.57,-538.31,0.985,8.15
2020-09-04,-0.5077,33.6,-533.55,1.07,8.21
2020-09-07,-0.5751999999999999,30.75,-529.05,1.1,8.21
2020-09-08,-0.5751999999999999,30.75,-526.74,1.07,8.36
2020-09-09,-0.5379999999999999,31.46,-523.37,1.18,8.71
2020-09-10,-0.5532999999999999,28.81,-522.54,1.1275,8.73
2020-09-11,-0.5383,29.71,-522.38,1.065,8.64
2020-09-14,-0.5388,26.87,-525.5,1.07,8.88
2020-09-15,-0.5353,25.85,-531.52,1.105,8.79
2020-09-16,-0.5398999999999999,25.59,-535.54,1.22,8.79
2020-09-17,-0.5599,26.04,-537.73,1.27,8.74
2020-09-18,-0.5537,26.46,-532.98,1.205,8.68
2020-09-21,-0.5546,25.83,-533.82,1.23,8.6
2020-09-22,-0.5287,27.78,-525.07,1.2725,8.58
2020-09-23,-0.5357,26.86,-521.62,1.05,8.89
2020-09-24,-0.5337000000000001,28.58,-519.14,0.9775,8.77
2020-09-25,-0.5331,28.51,-509.54,0.98,8.91
2020-09-28,-0.5255,26.38,-510.22,0.95,8.65
2020-09-29,-0.5278,26.19,-515.54,0.925,8.58
2020-09-30,-0.5265,26.27,-515.04,0.88,8.4
2020-10-01,-0.557,26.37,-521.43,0.84,8.27
2020-10-02,-0.5504,26.7,-522.8,0.7975,8.21
2020-10-05,-0.5716,27.63,-521.48,1.3425,8.31
2020-10-06,-0.637,27.96,-526.15,1.2625,8.18
2020-10-07,-0.5886,29.48,-531.49,1.245,8.11
2020-10-08,-0.6361000000000001,28.06,-534.12,1.19,8.16
2020-10-09,-0.6344000000000001,26.36,-538.74,1.1275,8.06
2020-10-12,-0.6208,25.0,-541.2,1.14,7.75
2020-10-13,-0.6208,25.07,-548.27,1.155,7.7
2020-10-14,-0.5882,26.07,-547.91,1.195,7.62
2020-10-15,-0.5866,26.4,-547.53,1.205,7.57
2020-10-16,-0.5932,26.97,-540.29,1.2,7.72
2020-10-19,-0.6025,27.41,-542.01,1.18,7.53
2020-10-20,-0.6239,29.18,-543.56,1.2,7.44
2020-10-21,-0.6426,29.35,-546.78,1.145,7.67
2020-10-22,-0.6754,28.65,-548.69,1.29,7.87
2020-10-23,-0.7029,28.11,-548.04,1.21,7.86
2020-10-26,-0.6875,27.55,-548.03,1.175,7.74
2020-10-27,-0.6516000000000001,32.46,-545.23,1.175,7.72
2020-10-28,-0.6223,33.35,-546.85,1.25,7.87
2020-10-29,-0.6244000000000001,40.28,-540.48,1.5175,8.3
2020-10-30,-0.6763999999999999,37.59,-540.19,1.4175,8.38
2020-11-02,-0.7212000000000001,38.02,-532.17,1.4275,8.12
2020-11-03,-0.6889000000000001,37.13,-537.62,1.43,8.14
2020-11-04,-0.733,35.55,-540.6,1.4075,8.12
2020-11-05,-0.6182000000000001,29.57,-547.54,1.14,7.64
2020-11-06,-0.6182000000000001,27.58,-562.52,1.1775,7.37
2020-11-09,-0.6658,24.86,-567.41,1.12,7.58
2020-11-10,-0.7529,25.75,-575.14,0.8425,7.53
2020-11-11,-0.7788,24.8,-569.15,0.9525,7.24
2020-11-12,-0.7946,23.45,-568.64,0.8825,7.24
2020-11-13,-0.7046999999999999,25.35,-570.22,0.9825,7.14
2020-11-16,-0.7173,23.1,-573.23,1.0325,7.16
2020-11-17,-0.729,22.45,-580.32,0.9775,7.0
2020-11-18,-0.6878,22.71,-579.55,1.0525,6.94
2020-11-19,-0.6969,23.84,-582.51,1.0325,6.97
2020-11-20,-0.6681,23.11,-579.09,0.9625,7.02
2020-11-23,-0.667,23.7,-583.35,0.8875,6.91
2020-11-24,-0.6943,22.66,-588.8,0.7225,6.77
2020-11-25,-0.7197,21.64,-591.44,0.6775,6.81
2020-11-26,-0.7233,21.25,-587.76,0.6375,6.87
2020-11-27,-0.7233,21.25,-593.21,0.6325,6.94
2020-11-30,-0.6849000000000001,20.84,-593.76,0.6425,6.85
2020-12-01,-0.6904,20.57,-581.39,0.595,7.05
2020-12-02,-0.7598,20.77,-590.54,0.615,6.99
2020-12-03,-0.7776000000000001,21.17,-592.83,0.565,7.26
2020-12-04,-0.7577,21.28,-598.03,0.74,7.41
2020-12-07,-0.8151999999999999,20.79,-603.62,0.785,7.44
2020-12-08,-0.7819999999999999,21.3,-604.77,0.76,7.66
2020-12-09,-0.7671000000000001,20.68,-605.18,0.75,7.62
2020-12-10,-0.7873000000000001,22.27,-605.97,0.69,7.41
2020-12-11,-0.7694,22.52,-605.58,0.67,7.52
2020-12-14,-0.7814,23.31,-606.87,0.735,7.78
2020-12-15,-0.7781,24.72,-603.4,0.79,7.58
2020-12-16,-0.795,22.89,-603.29,0.79,7.52
2020-12-17,-0.8013,22.5,-609.86,0.79,7.54
2020-12-18,-0.8119,21.93,-614.47,0.81,7.63
2020-12-21,-0.8252,21.57,-612.27,0.825,7.62
2020-12-22,-0.8136,25.16,-606.8,0.8275,7.98
2020-12-23,-0.8035,24.23,-602.8,0.7725,7.65
2020-12-24,-0.8261,23.31,-607.37,0.745,7.32
2020-12-25,-0.8042,21.53,-605.19,0.72,7.01
2020-12-28,-0.8042,21.53,-606.0,0.715,7.01
2020-12-29,-0.8042,21.7,-604.62,0.72,7.08
2020-12-30,-0.8114,23.08,-612.29,0.72,7.11
2020-12-31,-0.802,22.77,-623.05,0.795,7.29
2021-01-01,-0.7921,22.75,-624.13,0.805,7.17
2021-01-04,-0.7921,22.75,-624.37,0.8,7.17
2021-01-05,-0.8,26.97,-630.52,0.82,7.08
2021-01-06,-0.8338,25.34,-638.03,0.83,7.12
2021-01-07,-0.8986000000000001,25.07,-635.79,0.765,7.0
2021-01-08,-0.9425999999999999,22.37,-639.18,0.555,6.94
2021-01-11,-0.9823999999999999,21.56,-654.29,0.465,6.9
2021-01-12,-1.0010999999999999,24.08,-652.39,0.42,7.09
2021-01-13,-0.9842,23.33,-654.31,0.5,6.94
2021-01-14,-0.9401999999999999,22.21,-659.39,0.55,6.88
2021-01-15,-0.9902,23.25,-662.63,0.47,6.82
2021-01-18,-0.9504999999999999,24.34,-656.48,0.455,6.81
2021-01-19,-0.9504999999999999,24.34,-656.94,0.56,6.96
2021-01-20,-0.9576,23.24,-667.73,0.51,6.76
2021-01-21,-0.9532,21.58,-677.24,0.495,6.6
2021-01-22,-0.9868999999999999,21.32,-679.71,0.49,6.72
2021-01-25,-0.9645999999999999,21.91,-673.33,0.465,6.72
2021-01-26,-0.9146000000000001,23.19,-681.72,0.46,6.57
2021-01-27,-0.9136,23.02,-671.36,0.44,6.59
2021-01-28,-0.897,37.21,-662.98,0.3,6.58
2021-01-29,-0.9277,30.21,-652.91,0.27,6.81
2021-02-01,-0.9561999999999999,33.09,-643.26,0.24,6.69
2021-02-02,-0.9719,30.24,-658.57,0.3,6.75
2021-02-03,-0.9831000000000001,25.56,-668.3,0.29,6.74
2021-02-04,-1.0203,22.91,-673.84,0.28,6.66
2021-02-05,-1.028,21.77,-671.42,0.205,6.55
2021-02-08,-1.0622,20.87,-675.17,0.195,6.56
2021-02-09,-1.0594000000000001,21.24,-677.32,0.29,6.28
2021-02-10,-1.0417,21.63,-681.85,0.42,6.31
2021-02-11,-1.0154,21.99,-688.53,0.325,6.31
2021-02-12,-1.0541,21.25,-690.94,0.31,6.37
2021-02-15,-1.0992,19.97,-691.42,0.245,6.34
2021-02-16,-1.0992,19.97,-695.72,0.15,6.31
2021-02-17,-1.1951,21.46,-697.87,-0.005,6.41
2021-02-18,-1.1674,21.5,-699.23,0.095,6.64
2021-02-19,-1.1907,22.49,-689.64,0.185,6.5
2021-02-22,-1.2316,22.05,-692.03,0.255,6.46
2021-02-23,-1.2544,23.45,-676.39,0.46,6.59
2021-02-24,-1.2308,23.11,-676.66,0.405,6.72
2021-02-25,-1.2526,21.34,-666.31,0.25,6.85
2021-02-26,-1.3479,28.89,-669.73,0.2275,7.0
2021-03-01,-1.2779,27.95,-648.18,0.2325,7.52
2021-03-02,-1.2979,23.35,-659.43,0.2075,7.24
2021-03-03,-1.2703,24.1,-658.1,0.2275,6.93
2021-03-04,-1.3400999999999998,26.67,-667.0,0.2,6.75
2021-03-05,-1.4193,28.57,-651.72,0.1075,7.03
2021-03-08,-1.4292,24.66,-648.54,0.11,7.21
2021-03-09,-1.4281,25.47,-633.45,0.0775,7.2
2021-03-10,-1.3656,24.03,-638.23,0.1725,7.14
2021-03-11,-1.365,22.56,-641.71,0.2225,7.08
2021-03-12,-1.3981,21.91,-657.59,0.2425,6.91
2021-03-15,-1.4777,20.69,-653.07,0.17,7.01
2021-03-16,-1.4545,20.03,-649.22,0.1125,7.05
2021-03-17,-1.4688999999999999,19.79,-653.5,0.12,7.01
2021-03-18,-1.5097,19.23,-650.68,0.0925,6.88
2021-03-19,-1.5551,21.58,-652.88,0.125,6.96
2021-03-22,-1.5718,20.95,-647.8,0.15,6.95
2021-03-23,-1.5474,18.88,-647.54,0.145,6.82
2021-03-24,-1.4754,20.3,-641.56,0.38,6.89
2021-03-25,-1.4619,21.2,-629.36,0.4025,6.97
2021-03-26,-1.4965,19.81,-624.58,0.3425,6.93
2021-03-29,-1.5372999999999999,18.86,-633.83,0.1475,6.86
2021-03-30,-1.5674,20.74,-635.11,0.1475,6.83
2021-03-31,-1.5564,19.61,-639.88,0.0825,6.79
2021-04-01,-1.5800999999999998,19.4,-638.4,0.0725,6.72
2021-04-02,-1.5113999999999999,17.33,-647.57,0.11,6.56
2021-04-05,-1.5354,17.33,-649.02,0.12,6.56
2021-04-06,-1.5339,17.91,-649.3,0.165,6.51
2021-04-07,-1.4993999999999998,18.12,-653.27,0.32,6.63
2021-04-08,-1.5211999999999999,17.16,-649.37,0.395,6.75
2021-04-09,-1.4704,16.95,-651.65,0.435,6.6
2021-04-12,-1.5037,16.69,-645.35,0.395,6.5
2021-04-13,-1.4989,16.91,-641.47,0.4025,6.29
2021-04-14,-1.4556,16.65,-642.27,0.4,6.26
2021-04-15,-1.4713,16.99,-648.47,0.465,6.23
2021-04-16,-1.4169,16.57,-650.75,0.41,6.24
2021-04-19,-1.4186,16.25,-654.47,0.405,6.2
2021-04-20,-1.4475,17.29,-654.4,0.48,6.27
2021-04-21,-1.4097,18.68,-653.97,0.49,6.32
2021-04-22,-1.4083,17.5,-648.77,0.495,6.42
2021-04-23,-1.3908,18.71,-651.09,0.5025,6.32
2021-04-26,-1.4002000000000001,17.33,-656.74,0.5325,6.27
2021-04-27,-1.399,17.64,-660.45,0.49,6.16
2021-04-28,-1.4418,17.56,-661.12,0.33,6.13
2021-04-29,-1.4453,17.28,-662.63,0.19,6.19
2021-04-30,-1.4721000000000002,17.61,-662.47,0.055,6.18
2021-05-03,-1.4674999999999998,18.61,-654.29,0.05,6.16
2021-05-04,-1.4390999999999998,18.31,-650.1,0.035,6.28
2021-05-05,-1.4339,19.48,-648.22,0.1,6.26
2021-05-06,-1.4154,19.15,-647.31,0.14,6.3
2021-05-07,-1.4169,18.39,-651.13,0.15,6.39
2021-05-10,-1.4323,16.69,-654.91,0.245,6.46
2021-05-11,-1.4492,19.66,-653.89,0.275,6.43
2021-05-12,-1.4628999999999999,21.84,-645.69,0.36,6.58
2021-05-13,-1.5287,27.59,-638.98,0.215,6.61
2021-05-14,-1.5045,23.13,-628.1,0.215,6.66
2021-05-17,-1.4814,18.81,-635.28,0.22,6.47
2021-05-18,-1.4957,19.72,-637.23,0.245,6.34
2021-05-19,-1.4878,21.34,-647.82,0.245,6.37
2021-05-20,-1.5158,22.18,-645.08,0.33,6.44
2021-05-21,-1.4799,20.67,-645.98,0.305,6.46
2021-05-24,-1.4683,20.15,-646.36,0.285,6.35
2021-05-25,-1.4519,18.4,-644.86,0.27,6.32
2021-05-26,-1.4176,18.84,-654.06,0.27,6.34
2021-05-27,-1.4272,17.36,-657.22,0.27,6.3
2021-05-28,-1.4616,16.74,-658.57,0.12,6.29
2021-05-31,-1.4536,16.76,-661.79,0.11,6.3
2021-06-01,-1.4536,16.76,-669.46,0.1125,6.24
2021-06-02,-1.4596,17.9,-676.69,0.125,6.21
2021-06-03,-1.4428999999999998,17.48,-675.57,0.105,6.2
2021-06-04,-1.4705,18.04,-673.24,0.0425,6.26
2021-06-07,-1.4085999999999999,16.42,-672.34,0.0725,6.24
2021-06-08,-1.414,16.42,-671.89,0.0725,5.96
2021-06-09,-1.3822999999999999,17.07,-670.43,0.07,5.82
2021-06-10,-1.3359999999999999,17.89,-668.29,0.12,5.86
2021-06-11,-1.2889,16.1,-671.28,0.1025,5.82
2021-06-14,-1.3049,15.65,-672.89,0.0975,5.63
2021-06-15,-1.337,16.39,-673.49,0.1075,5.65
2021-06-16,-1.3292,17.02,-671.12,0.0425,5.67
2021-06-17,-1.3701999999999999,18.15,-667.14,-0.0625,5.74
2021-06-18,-1.2947,17.75,-663.86,-0.0475,6.05
2021-06-21,-1.184,20.7,-663.13,0.0275,6.05
2021-06-22,-1.2343,17.89,-657.96,0.3475,6.09
2021-06-23,-1.2351,16.66,-656.2,0.155,5.98
2021-06-24,-1.223,16.32,-662.95,0.0875,6.02
2021-06-25,-1.2238,15.97,-666.52,0.0975,5.93
2021-06-28,-1.258,15.62,-672.5,0.0725,5.89
2021-06-29,-1.2222,15.76,-673.35,0.075,5.78
2021-06-30,-1.2193,16.02,-671.68,0.085,5.81
2021-07-01,-1.2194,15.83,-670.62,0.0225,5.94
2021-07-02,-1.2051,15.48,-667.55,-0.05,6.06
2021-07-05,-1.1902,15.07,-661.39,0.005,6.09
2021-07-06,-1.1902,15.07,-661.12,0.025,5.83
2021-07-07,-1.1302,16.44,-657.44,0.0825,5.82
2021-07-08,-1.1022,16.2,-655.03,0.25,6.01
2021-07-09,-1.0984,19.0,-643.18,0.525,6.31
2021-07-12,-1.1469,16.18,-644.2,0.345,6.05
2021-07-13,-1.1378,16.17,-648.45,0.3225,5.85
2021-07-14,-1.1638000000000002,17.12,-654.71,0.2775,5.88
2021-07-15,-1.1229,16.33,-654.2,0.2675,5.92
