,us2y10y,VIX,emRet,rr,fxVol
2018-04-16,-0.4701000000000004,17.41,-528.82,0.7,6.98
2018-04-17,-0.44940000000000024,16.56,-525.73,0.74,6.92
2018-04-18,-0.4344999999999999,15.25,-526.3,0.745,6.86
2018-04-19,-0.4434999999999998,15.6,-531.65,0.7525,6.82
2018-04-20,-0.48229999999999995,15.96,-535.26,0.7675,6.77
2018-04-23,-0.5028999999999999,16.88,-528.1,0.75,6.92
2018-04-24,-0.49880000000000013,16.34,-523.59,0.6975,7.13
2018-04-25,-0.5248999999999997,18.02,-521.81,0.595,7.11
2018-04-26,-0.5381,17.84,-515.51,0.62,7.29
2018-04-27,-0.4992000000000001,16.24,-517.36,0.62,7.29
2018-04-30,-0.47299999999999986,15.41,-522.78,0.6175,7.05
2018-05-01,-0.4652000000000003,15.93,-526.5,0.62,6.95
2018-05-02,-0.46019999999999994,15.49,-525.64,0.595,6.95
2018-05-03,-0.47809999999999997,15.97,-520.73,0.5125,7.31
2018-05-04,-0.46960000000000024,15.9,-514.62,0.6625,7.25
2018-05-07,-0.45279999999999987,14.77,-513.91,0.72,7.21
2018-05-08,-0.4527000000000001,14.75,-515.47,0.7025,7.21
2018-05-09,-0.4666000000000001,14.71,-516.94,0.75,7.21
2018-05-10,-0.4742000000000002,13.42,-517.46,0.595,7.43
2018-05-11,-0.4320000000000004,13.23,-523.25,0.565,7.2
2018-05-14,-0.4346000000000001,12.65,-526.84,0.5475,7.02
2018-05-15,-0.4549000000000003,12.93,-528.86,0.54,6.88
2018-05-16,-0.4977999999999998,14.63,-520.44,0.4225,7.15
2018-05-17,-0.5112999999999999,13.42,-522.64,0.4325,7.14
2018-05-18,-0.5465,13.43,-517.74,0.4175,7.14
2018-05-21,-0.5091999999999999,13.42,-514.95,0.39,7.14
2018-05-22,-0.4940000000000002,13.08,-514.43,0.42,7.14
2018-05-23,-0.4916999999999998,13.22,-516.98,0.485,7.08
2018-05-24,-0.46530000000000005,12.58,-512.95,0.91,7.42
2018-05-25,-0.46889999999999965,12.53,-513.96,1.02,7.1
2018-05-28,-0.4554999999999998,13.22,-514.86,0.995,7.21
2018-05-29,-0.4554999999999998,13.22,-515.03,0.97,7.21
2018-05-30,-0.4619,17.02,-510.24,1.16,7.21
2018-05-31,-0.4434999999999998,14.94,-504.16,1.22,7.21
2018-06-01,-0.4312,15.43,-507.85,1.14,7.35
2018-06-04,-0.4306000000000001,13.46,-512.22,0.86,7.22
2018-06-05,-0.42630000000000035,12.74,-519.77,0.805,7.13
2018-06-06,-0.4359000000000002,12.4,-518.77,0.81,7.25
2018-06-07,-0.4556,11.64,-521.4,0.79,7.35
2018-06-08,-0.43279999999999985,12.13,-521.41,0.8475,7.47
2018-06-11,-0.4483999999999999,12.18,-514.97,1.125,7.59
2018-06-12,-0.4314,12.35,-516.83,1.0425,7.47
2018-06-13,-0.4220999999999999,12.34,-517.38,0.8975,7.47
2018-06-14,-0.39880000000000004,12.94,-515.25,0.72,7.37
2018-06-15,-0.37159999999999993,12.12,-510.83,0.76,7.47
2018-06-18,-0.3734000000000002,11.98,-505.45,0.7475,7.4
2018-06-19,-0.36770000000000014,12.31,-501.96,0.865,7.52
2018-06-20,-0.35150000000000015,13.35,-492.51,1.31,7.73
2018-06-21,-0.3729999999999998,12.79,-496.33,1.115,7.54
2018-06-22,-0.3597999999999999,14.64,-490.43,1.2125,7.61
2018-06-25,-0.3536999999999999,13.77,-493.98,1.14,7.41
2018-06-26,-0.34739999999999993,17.33,-486.95,1.3025,7.41
2018-06-27,-0.3436999999999997,15.92,-485.56,1.245,7.41
2018-06-28,-0.3216000000000001,17.91,-478.53,1.1675,7.59
2018-06-29,-0.3264,16.85,-476.34,1.145,7.52
2018-07-02,-0.3319000000000001,16.09,-486.75,0.975,7.34
2018-07-03,-0.3226,15.6,-482.16,0.97,7.53
2018-07-04,-0.3067000000000002,16.14,-481.48,0.92,7.47
2018-07-05,-0.3067000000000002,16.14,-480.9,0.93,7.47
2018-07-06,-0.2784,14.97,-480.69,0.97,7.24
2018-07-09,-0.2851999999999997,13.37,-483.31,0.91,7.24
2018-07-10,-0.29739999999999966,12.69,-490.97,0.76,6.88
2018-07-11,-0.2797999999999998,12.64,-491.37,0.5275,7.06
2018-07-12,-0.2715000000000001,13.63,-486.23,0.56,7.03
2018-07-13,-0.25950000000000006,12.58,-488.9,0.46,7.09
2018-07-16,-0.24910000000000032,12.18,-491.39,0.4575,7.08
2018-07-17,-0.26160000000000005,12.83,-488.99,0.4525,7.0
2018-07-18,-0.2445999999999997,12.06,-489.32,0.4375,7.11
2018-07-19,-0.2599,12.1,-488.49,0.4475,7.11
2018-07-20,-0.24730000000000008,12.87,-484.86,0.59,7.38
2018-07-23,-0.2999999999999998,12.86,-489.16,0.95,7.24
2018-07-24,-0.32540000000000013,12.62,-488.97,1.1525,7.28
2018-07-25,-0.31549999999999967,12.41,-493.96,1.11,7.26
2018-07-26,-0.30520000000000014,12.29,-497.92,1.0725,7.19
2018-07-27,-0.2948999999999997,12.14,-498.14,1.1325,7.1
2018-07-30,-0.28480000000000016,13.03,-499.61,1.1475,7.1
2018-07-31,-0.31149999999999967,14.26,-498.64,1.2425,7.1
2018-08-01,-0.2904,12.83,-497.44,0.8025,6.97
2018-08-02,-0.3288000000000002,13.15,-497.22,0.7275,6.98
2018-08-03,-0.3224999999999998,12.19,-488.42,0.895,7.13
2018-08-06,-0.30559999999999965,11.64,-491.23,0.8375,7.17
2018-08-07,-0.2942999999999998,11.27,-490.16,0.845,7.4
2018-08-08,-0.3032999999999997,10.93,-494.21,0.825,7.25
2018-08-09,-0.2923,10.85,-494.2,0.905,7.37
2018-08-10,-0.2806000000000002,11.27,-493.77,0.94,7.37
2018-08-13,-0.26900000000000013,13.16,-486.39,1.2725,7.94
2018-08-14,-0.2662,14.78,-477.67,1.505,7.98
2018-08-15,-0.26149999999999984,13.31,-477.36,1.2175,8.11
2018-08-16,-0.25409999999999977,14.64,-468.64,1.27,8.18
2018-08-17,-0.24949999999999983,13.45,-467.81,1.215,8.18
2018-08-20,-0.25459999999999994,12.64,-468.45,1.265,7.72
2018-08-21,-0.23389999999999977,12.49,-473.45,1.21,7.67
2018-08-22,-0.23439999999999994,12.86,-478.37,1.19,7.57
2018-08-23,-0.2277,12.25,-481.29,1.1675,7.57
2018-08-24,-0.20989999999999975,12.41,-480.2,1.025,7.76
2018-08-27,-0.1896,11.99,-481.12,0.9525,7.68
2018-08-28,-0.20469999999999988,12.16,-489.81,0.9475,7.68
2018-08-29,-0.21499999999999986,12.5,-490.52,0.85,7.68
2018-08-30,-0.2084999999999999,12.25,-490.51,0.79,7.42
2018-08-31,-0.20579999999999998,13.53,-484.83,0.9325,7.55
2018-09-03,-0.23349999999999982,12.86,-483.99,1.025,7.61
2018-09-04,-0.23349999999999982,12.86,-480.0,1.015,7.68
2018-09-05,-0.24519999999999964,13.16,-476.83,1.005,7.77
2018-09-06,-0.2528999999999999,13.91,-468.43,1.0,7.86
2018-09-07,-0.24009999999999998,14.65,-466.98,1.03,7.74
2018-09-10,-0.23629999999999995,14.88,-469.17,1.1375,7.87
2018-09-11,-0.22060000000000013,14.16,-463.81,1.09,7.81
2018-09-12,-0.23170000000000002,13.22,-460.22,1.035,7.93
2018-09-13,-0.21450000000000014,13.14,-460.9,0.83,7.77
2018-09-14,-0.21350000000000025,12.37,-466.95,0.7825,7.65
2018-09-17,-0.21819999999999995,12.07,-471.95,0.7575,7.56
2018-09-18,-0.2088000000000001,13.68,-466.44,0.715,7.58
2018-09-19,-0.2563,12.79,-468.02,0.635,7.49
2018-09-20,-0.27190000000000003,11.75,-473.31,0.61,7.49
2018-09-21,-0.2592000000000003,11.8,-476.01,0.5725,7.57
2018-09-24,-0.26290000000000013,11.68,-482.68,0.545,7.72
2018-09-25,-0.27200000000000024,12.2,-478.54,0.595,7.75
2018-09-26,-0.25729999999999986,12.42,-478.29,0.57,7.69
2018-09-27,-0.23320000000000007,12.89,-480.28,0.5525,7.5
2018-09-28,-0.22489999999999988,12.41,-482.86,0.5675,7.6
2018-10-01,-0.24239999999999995,12.12,-481.42,0.5075,7.58
2018-10-02,-0.26469999999999994,12.0,-480.73,0.4425,7.55
2018-10-03,-0.25229999999999997,12.05,-474.72,0.545,7.67
2018-10-04,-0.3092999999999999,11.61,-475.56,0.56,7.62
2018-10-05,-0.31899999999999995,14.22,-464.23,0.675,7.72
2018-10-08,-0.34780000000000033,14.82,-459.83,0.685,7.65
2018-10-09,-0.34780000000000033,15.69,-457.45,0.82,7.83
2018-10-10,-0.32120000000000015,15.95,-456.76,0.8625,7.87
2018-10-11,-0.3208000000000002,22.96,-452.95,0.965,7.65
2018-10-12,-0.3014000000000001,24.98,-438.78,1.125,7.74
2018-10-15,-0.30850000000000044,21.31,-450.49,1.1075,7.61
2018-10-16,-0.30069999999999997,21.3,-446.62,1.1325,7.64
2018-10-17,-0.29780000000000006,17.62,-452.6,0.9675,7.46
2018-10-18,-0.3165,17.4,-452.17,0.86,7.57
2018-10-19,-0.3045,20.06,-446.29,0.8175,7.59
2018-10-22,-0.2883,19.89,-446.55,0.83,7.51
2018-10-23,-0.2896000000000001,19.64,-451.78,0.81,7.56
2018-10-24,-0.2886000000000002,20.71,-441.53,0.9025,7.86
2018-10-25,-0.27300000000000013,25.23,-438.1,0.9325,7.89
2018-10-26,-0.27,24.22,-436.27,1.0875,7.83
2018-10-29,-0.2692999999999999,24.16,-431.96,1.2825,7.9
2018-10-30,-0.2685000000000004,24.7,-429.77,1.2225,7.99
2018-10-31,-0.27200000000000024,23.35,-430.47,1.16,7.97
2018-11-01,-0.2766000000000002,21.23,-439.5,1.03,7.98
2018-11-02,-0.28580000000000005,19.34,-446.66,0.9975,7.93
2018-11-05,-0.3087,19.51,-458.28,0.945,7.64
2018-11-06,-0.2932999999999999,19.96,-456.3,0.91,7.83
2018-11-07,-0.29969999999999963,19.91,-456.28,0.8425,7.87
2018-11-08,-0.27879999999999994,16.36,-458.9,0.8175,7.72
2018-11-09,-0.2723,16.72,-456.9,0.75,7.65
2018-11-12,-0.25780000000000003,17.36,-448.92,0.63,7.71
2018-11-13,-0.25780000000000003,20.45,-444.43,0.655,8.02
2018-11-14,-0.24860000000000015,20.02,-444.26,0.705,8.1
2018-11-15,-0.25870000000000015,21.25,-445.25,0.77,8.25
2018-11-16,-0.2564000000000002,19.98,-451.11,0.935,8.53
2018-11-19,-0.26300000000000034,18.14,-453.62,1.05,8.3
2018-11-20,-0.2735000000000003,20.1,-454.54,0.975,8.3
2018-11-21,-0.2591000000000001,22.48,-447.31,0.9825,8.33
2018-11-22,-0.24880000000000013,20.8,-448.46,0.9525,8.21
2018-11-23,-0.24880000000000013,20.8,-448.92,0.9175,8.16
2018-11-26,-0.22960000000000003,21.52,-445.79,0.9075,8.34
2018-11-27,-0.22330000000000005,18.9,-449.22,0.865,8.12
2018-11-28,-0.22429999999999994,19.02,-450.87,0.82,8.08
2018-11-29,-0.25039999999999996,18.49,-456.2,0.74,8.11
2018-11-30,-0.22119999999999962,18.79,-459.14,0.7825,8.2
2018-12-03,-0.20139999999999958,18.07,-457.61,0.7875,8.31
2018-12-04,-0.14860000000000007,16.44,-467.82,0.715,8.02
2018-12-05,-0.1189,20.74,-466.62,0.765,8.09
2018-12-06,-0.1189,20.74,-460.96,0.7425,8.13
2018-12-07,-0.1355000000000004,21.19,-450.39,0.9525,8.54
2018-12-10,-0.1341000000000001,23.23,-451.52,0.9325,8.49
2018-12-11,-0.12829999999999986,22.64,-442.98,0.9375,8.59
2018-12-12,-0.1149,21.76,-443.91,0.95,8.4
2018-12-13,-0.1373000000000002,21.46,-450.43,0.89,8.41
2018-12-14,-0.1511,20.65,-453.49,0.79,7.97
2018-12-17,-0.15649999999999986,21.63,-447.23,0.8325,7.99
2018-12-18,-0.1654,24.52,-445.37,0.96,7.98
2018-12-19,-0.17359999999999998,25.58,-443.16,1.18,8.05
2018-12-20,-0.10899999999999999,25.58,-445.34,1.1425,8.15
2018-12-21,-0.13590000000000035,28.38,-441.78,1.455,8.23
2018-12-24,-0.1513,30.11,-440.68,1.665,8.37
2018-12-25,-0.17900000000000027,36.07,-438.62,1.75,8.58
2018-12-26,-0.17900000000000027,36.07,-437.43,1.75,8.6
2018-12-27,-0.19289999999999985,30.41,-437.52,1.7925,8.67
2018-12-28,-0.20409999999999995,29.96,-439.27,1.9575,8.72
2018-12-31,-0.20210000000000017,28.34,-444.03,1.94,8.73
2019-01-01,-0.19640000000000013,25.42,-445.49,1.91,8.66
2019-01-02,-0.19640000000000013,25.42,-445.61,1.9175,8.69
2019-01-03,-0.15280000000000005,23.22,-440.89,1.71,9.222907
2019-01-04,-0.17490000000000006,25.45,-438.04,2.05,8.952615
2019-01-07,-0.17399999999999993,21.38,-445.14,1.8475,8.953389
2019-01-08,-0.1554000000000002,21.4,-451.14,1.53,8.17
2019-01-09,-0.14250000000000007,20.47,-450.07,1.33,8.1
2019-01-10,-0.1570999999999998,19.98,-458.8,1.465,8.33
2019-01-11,-0.1666000000000003,19.5,-460.77,1.505,8.11
2019-01-14,-0.15989999999999993,18.19,-461.9,1.48,8.15
2019-01-15,-0.16769999999999996,19.07,-458.02,1.4625,7.98
2019-01-16,-0.17649999999999988,18.6,-463.74,1.355,8.07
2019-01-17,-0.18089999999999984,19.04,-465.72,1.33,7.9
2019-01-18,-0.1867000000000001,18.06,-465.54,1.22,7.77
2019-01-21,-0.17029999999999967,17.8,-469.7,1.1125,7.8
2019-01-22,-0.17029999999999967,17.8,-469.91,1.1625,7.51
2019-01-23,-0.15229999999999988,20.8,-466.31,1.15,7.66
2019-01-24,-0.15799999999999992,19.52,-466.74,1.085,7.62
2019-01-25,-0.15149999999999997,18.89,-470.4,1.0525,7.53
2019-01-28,-0.1522000000000001,17.42,-476.37,1.0375,7.49
2019-01-29,-0.1543000000000001,18.87,-474.4,1.0275,7.48
2019-01-30,-0.1372,19.13,-475.18,1.0625,7.41
2019-01-31,-0.1694,17.66,-478.36,1.04,7.4
2019-02-01,-0.1717000000000004,16.57,-484.49,1.105,7.43
2019-02-04,-0.18230000000000013,16.14,-484.64,0.9025,7.37
2019-02-05,-0.18710000000000004,15.73,-483.64,0.865,7.27
2019-02-06,-0.17609999999999992,15.57,-485.42,0.855,7.28
2019-02-07,-0.17029999999999967,15.38,-483.85,0.875,7.63
2019-02-08,-0.1777000000000002,16.37,-480.87,0.9075,7.63
2019-02-11,-0.16890000000000027,15.72,-478.13,0.96,7.67
2019-02-12,-0.16820000000000013,15.97,-477.92,0.885,7.57
2019-02-13,-0.18179999999999996,15.43,-481.05,0.8425,7.51
2019-02-14,-0.1716000000000002,15.65,-480.92,0.82,7.44
2019-02-15,-0.1600999999999999,16.22,-479.71,0.88,7.52
2019-02-18,-0.14849999999999985,14.91,-475.78,0.945,7.56
2019-02-19,-0.14849999999999985,14.91,-478.59,0.925,7.47
2019-02-20,-0.14670000000000005,14.88,-478.7,0.8775,7.37
2019-02-21,-0.14719999999999978,14.02,-484.41,0.895,7.46
2019-02-22,-0.16279999999999983,14.46,-485.21,0.9125,7.3
2019-02-25,-0.15850000000000009,13.51,-489.04,0.8325,7.21
2019-02-26,-0.15680000000000005,14.85,-493.21,0.8075,6.89
2019-02-27,-0.15379999999999994,15.17,-492.0,0.885,6.75
2019-02-28,-0.1844999999999999,14.7,-490.32,0.96,6.73
2019-03-01,-0.20089999999999986,14.78,-485.58,0.905,6.73
2019-03-04,-0.2004999999999999,13.57,-485.88,0.835,6.67
2019-03-05,-0.18179999999999996,14.63,-486.84,0.8175,6.89
2019-03-06,-0.1722999999999999,14.74,-487.57,0.735,6.77
2019-03-07,-0.17730000000000024,15.74,-487.96,0.7875,6.87
2019-03-08,-0.16590000000000016,16.59,-482.38,0.835,6.96
2019-03-11,-0.16749999999999998,16.05,-476.18,1.06,6.93
2019-03-12,-0.1640999999999999,14.33,-481.3,1.0475,6.84
2019-03-13,-0.15090000000000003,13.77,-486.1,1.055,6.79
2019-03-14,-0.1565000000000003,13.41,-485.65,0.915,6.8
2019-03-15,-0.16959999999999997,13.5,-484.65,0.86,6.72
2019-03-18,-0.14929999999999977,12.88,-488.86,0.8,6.44
2019-03-19,-0.15119999999999978,13.1,-494.4,0.785,6.41
2019-03-20,-0.14369999999999994,13.56,-495.2,0.82,6.22
2019-03-21,-0.13019999999999987,13.91,-494.07,0.975,6.29
2019-03-22,-0.12850000000000028,13.63,-494.65,1.145,7.08
2019-03-25,-0.12239999999999984,16.48,-490.01,1.4,7.02
2019-03-26,-0.15669999999999984,16.33,-484.53,1.2925,7.0
2019-03-27,-0.15680000000000005,14.68,-485.79,1.1575,6.81
2019-03-28,-0.16649999999999965,15.15,-482.94,1.185,7.01
2019-03-29,-0.15870000000000006,14.43,-483.68,1.3325,7.23
2019-04-01,-0.14500000000000002,13.71,-489.66,1.305,6.93
2019-04-02,-0.16830000000000034,13.4,-495.21,1.1575,6.83
2019-04-03,-0.17169999999999996,13.36,-495.7,1.085,6.81
2019-04-04,-0.1892999999999998,13.74,-499.79,1.03,6.89
2019-04-05,-0.17819999999999991,13.58,-500.23,1.0,6.52
2019-04-08,-0.1560999999999999,12.82,-502.27,0.985,6.45
2019-04-09,-0.1604000000000001,13.18,-503.83,1.0325,6.2
2019-04-10,-0.15090000000000003,14.28,-506.12,1.05,6.18
2019-04-11,-0.14369999999999994,13.3,-507.44,1.025,6.18
2019-04-12,-0.1429999999999998,13.02,-503.5,0.9375,5.49
2019-04-15,-0.1737000000000002,12.01,-504.28,0.805,5.53
2019-04-16,-0.16270000000000007,12.32,-502.99,0.845,5.62
2019-04-17,-0.17799999999999994,12.18,-506.4,0.85,5.52
2019-04-18,-0.19379999999999997,12.6,-507.76,0.815,5.52
2019-04-19,-0.17940000000000023,12.09,-505.97,0.815,5.48
2019-04-22,-0.17940000000000023,12.09,-505.97,0.835,5.44
2019-04-23,-0.20189999999999975,12.42,-504.36,0.8425,5.5
2019-04-24,-0.20109999999999983,12.28,-504.73,0.86,5.48
2019-04-25,-0.20029999999999992,13.14,-502.33,0.925,5.73
2019-04-26,-0.2006000000000001,13.25,-498.74,1.065,6.2
2019-04-29,-0.2161000000000004,12.73,-499.37,1.08,5.91
2019-04-30,-0.2330000000000001,13.11,-501.64,1.0625,5.84
2019-05-01,-0.23570000000000002,13.12,-499.97,1.15,5.95
2019-05-02,-0.1955,14.8,-500.56,1.1325,5.98
2019-05-03,-0.19659999999999966,14.42,-499.91,1.035,5.77
2019-05-06,-0.19199999999999973,12.87,-501.74,1.11,5.84
2019-05-07,-0.17879999999999985,15.44,-492.44,1.3425,6.07
2019-05-08,-0.1721999999999997,19.32,-489.93,1.405,6.06
2019-05-09,-0.18689999999999962,19.4,-487.15,1.54,6.2
2019-05-10,-0.1842999999999999,19.1,-476.72,1.9025,6.42
2019-05-13,-0.20110000000000028,16.04,-479.07,1.8575,6.05
2019-05-14,-0.21309999999999985,20.55,-471.25,2.1225,6.23
2019-05-15,-0.2139000000000002,18.06,-470.33,1.9025,6.14
2019-05-16,-0.2136,16.44,-471.03,1.8825,6.32
2019-05-17,-0.20219999999999994,15.29,-468.82,1.6225,6.15
2019-05-20,-0.19279999999999964,15.96,-462.05,1.515,6.2
2019-05-21,-0.19490000000000007,16.31,-460.99,1.525,6.1
2019-05-22,-0.1726000000000001,14.95,-463.32,1.3775,6.08
2019-05-23,-0.1593,14.75,-462.94,1.3925,5.93
2019-05-24,-0.17249999999999988,16.92,-457.11,1.6425,6.15
2019-05-27,-0.1560999999999999,15.85,-458.03,1.6025,6.14
2019-05-28,-0.1560999999999999,15.85,-459.33,1.6125,6.08
2019-05-29,-0.14139999999999997,17.5,-458.93,1.4875,6.0
2019-05-30,-0.15149999999999997,17.9,-457.7,1.58,6.09
2019-05-31,-0.15239999999999965,17.3,-462.15,1.5425,5.94
2019-06-03,-0.20250000000000012,18.71,-463.69,1.825,6.13
2019-06-04,-0.23930000000000007,18.86,-468.6,1.895,6.16
2019-06-05,-0.24619999999999997,16.97,-467.33,1.7975,6.3
2019-06-06,-0.2778999999999998,16.09,-467.15,1.6425,6.43
2019-06-07,-0.2386999999999999,15.93,-466.31,1.5375,6.32
2019-06-10,-0.23150000000000026,16.3,-468.47,1.3875,6.18
2019-06-11,-0.24480000000000013,15.94,-475.32,1.3375,6.12
2019-06-12,-0.21340000000000003,15.99,-480.2,1.3275,6.03
2019-06-13,-0.24189999999999978,15.91,-477.64,1.3575,6.03
2019-06-14,-0.2587999999999999,15.82,-475.83,1.32,5.97
2019-06-17,-0.2399,15.28,-472.62,1.3325,5.9
2019-06-18,-0.2254999999999998,15.35,-470.76,1.3275,5.92
2019-06-19,-0.19519999999999982,15.15,-476.86,1.3225,5.93
2019-06-20,-0.2881999999999998,14.33,-483.61,1.2925,5.94
2019-06-21,-0.2508999999999999,14.75,-490.98,1.2825,6.04
2019-06-24,-0.2861999999999998,15.4,-490.73,1.2275,6.06
2019-06-25,-0.28190000000000004,15.26,-491.13,1.1925,6.16
2019-06-26,-0.2532000000000001,16.28,-487.79,1.2075,6.17
2019-06-27,-0.27790000000000026,16.21,-489.12,1.1575,6.18
2019-06-28,-0.2690999999999999,15.82,-492.61,1.1325,6.22
2019-07-01,-0.2502000000000002,15.08,-492.63,1.14,6.21
2019-07-02,-0.23680000000000012,14.06,-497.01,1.0475,5.9
2019-07-03,-0.2126999999999999,12.93,-497.29,1.03,5.94
2019-07-04,-0.19019999999999992,12.57,-495.5,1.06,5.98
2019-07-05,-0.19019999999999992,12.57,-498.06,1.0575,6.0
2019-07-08,-0.17449999999999988,13.28,-495.88,0.9975,6.05
2019-07-09,-0.15760000000000018,13.96,-489.69,0.975,5.55
2019-07-10,-0.1581999999999999,14.09,-487.98,0.975,5.58
2019-07-11,-0.23360000000000003,13.03,-491.03,0.9375,5.62
2019-07-12,-0.2752999999999999,12.93,-494.05,0.9975,5.7
2019-07-15,-0.27480000000000016,12.39,-492.11,0.9675,5.7
2019-07-16,-0.2596999999999998,12.68,-495.4,0.945,5.7
2019-07-17,-0.2527999999999997,12.86,-496.68,0.96,5.78
2019-07-18,-0.2340000000000002,13.97,-494.44,1.025,5.81
2019-07-19,-0.2683,13.53,-492.98,1.1775,6.03
2019-07-22,-0.2369000000000001,14.45,-495.76,1.1925,6.17
2019-07-23,-0.2341000000000002,13.53,-494.07,1.12,6.05
2019-07-24,-0.24380000000000002,12.61,-494.87,1.0475,6.1
2019-07-25,-0.2249000000000001,12.07,-494.85,1.0725,6.21
2019-07-26,-0.21710000000000007,12.74,-494.58,1.01,6.3
2019-07-29,-0.21839999999999993,12.16,-491.95,0.94,6.29
2019-07-30,-0.20709999999999984,12.83,-490.6,0.98,6.47
2019-07-31,-0.21209999999999973,13.94,-489.43,1.055,6.46
2019-08-01,-0.1423000000000001,16.12,-486.6,0.985,6.5
2019-08-02,-0.15949999999999998,17.87,-480.82,1.4,6.86
2019-08-05,-0.13339999999999996,17.61,-471.08,1.7025,7.26
2019-08-06,-0.1342000000000001,24.59,-456.66,1.975,7.77
2019-08-07,-0.11929999999999996,20.17,-456.54,1.73,7.41
2019-08-08,-0.12729999999999997,19.49,-456.54,1.91,7.83
2019-08-09,-0.09840000000000004,16.91,-462.07,1.755,7.63
2019-08-12,-0.09809999999999985,17.97,-460.62,1.825,7.79
2019-08-13,-0.061699999999999866,21.09,-457.56,1.885,8.11
2019-08-14,-0.03689999999999993,17.52,-455.04,1.5525,8.05
2019-08-15,-0.0020999999999999908,22.1,-453.0,1.88,7.89
2019-08-16,-0.031199999999999894,21.18,-452.59,1.8975,8.01
2019-08-19,-0.07750000000000012,18.47,-455.89,1.6725,8.03
2019-08-20,-0.061000000000000165,16.88,-459.43,1.57,7.81
2019-08-21,-0.04320000000000013,17.5,-460.57,1.6175,7.65
2019-08-22,-0.016000000000000014,15.8,-462.0,1.59,7.62
2019-08-23,-0.0009999999999998899,16.68,-458.53,1.58,7.61
2019-08-26,-0.0019000000000000128,19.87,-457.6,1.935,7.57
2019-08-27,0.0040000000000000036,19.32,-451.63,1.9,7.79
2019-08-28,0.05119999999999991,20.31,-453.42,1.775,7.59
2019-08-29,0.02059999999999995,19.35,-453.83,1.73,7.76
2019-08-30,0.025500000000000078,17.88,-456.16,1.6625,7.77
2019-09-02,0.007900000000000018,18.98,-462.88,1.695,7.82
2019-09-03,0.007900000000000018,18.98,-462.62,1.6675,8.07
2019-09-04,-0.005300000000000082,19.66,-457.69,1.7175,8.18
2019-09-05,-0.03380000000000005,17.33,-465.9,1.54,7.52
2019-09-06,-0.03259999999999996,16.27,-471.76,1.535,7.03
2019-09-09,-0.020000000000000018,15.0,-474.14,1.5875,6.98
2019-09-10,-0.050999999999999934,15.27,-475.4,1.51,6.8
2019-09-11,-0.055600000000000094,15.2,-474.26,1.43,6.78
2019-09-12,-0.06430000000000002,14.61,-478.55,1.4225,6.78
2019-09-13,-0.05230000000000001,14.22,-481.14,1.38,6.72
2019-09-16,-0.09589999999999987,13.74,-483.17,1.35,6.9
2019-09-17,-0.08739999999999992,14.67,-483.45,1.45,6.84
2019-09-18,-0.07649999999999979,14.44,-479.67,1.4325,6.96
2019-09-19,-0.03400000000000003,13.95,-480.87,1.43,7.03
2019-09-20,-0.04620000000000002,14.05,-478.72,1.505,6.97
2019-09-23,-0.03849999999999998,15.32,-480.93,1.525,6.88
2019-09-24,-0.045499999999999874,14.91,-478.11,1.605,7.07
2019-09-25,-0.020000000000000018,17.05,-476.29,1.62,6.88
2019-09-26,-0.057700000000000085,15.96,-473.64,1.625,7.04
2019-09-27,-0.036599999999999966,16.07,-475.47,1.55,7.17
2019-09-30,-0.04859999999999998,17.22,-471.95,1.505,7.12
2019-10-01,-0.04290000000000016,16.24,-471.71,1.5,7.0
2019-10-02,-0.08939999999999992,18.56,-470.53,1.485,7.07
2019-10-03,-0.12119999999999997,20.56,-466.19,1.525,7.18
2019-10-04,-0.14400000000000013,19.12,-467.65,1.49,7.18
2019-10-07,-0.12539999999999996,17.04,-469.78,1.36,6.92
2019-10-08,-0.09630000000000005,17.86,-468.64,1.325,6.83
2019-10-09,-0.10949999999999993,20.28,-468.55,1.28,6.83
2019-10-10,-0.1178999999999999,18.64,-468.16,1.25,6.77
2019-10-11,-0.12569999999999992,17.57,-469.86,1.15,6.76
2019-10-14,-0.13760000000000017,15.58,-476.96,1.12,6.86
2019-10-15,-0.13760000000000017,14.57,-479.75,1.12,6.62
2019-10-16,-0.1529999999999998,13.54,-480.6,1.105,6.6
2019-10-17,-0.15600000000000014,13.68,-482.89,1.085,6.67
2019-10-18,-0.15189999999999992,13.79,-484.97,1.035,6.49
2019-10-21,-0.17999999999999994,14.25,-483.03,1.045,6.47
2019-10-22,-0.1782999999999999,14.0,-485.16,1.05,6.25
2019-10-23,-0.1662999999999999,14.46,-487.8,0.975,6.2
2019-10-24,-0.18249999999999988,14.01,-486.37,0.985,6.23
2019-10-25,-0.1882999999999999,13.71,-489.41,0.96,6.24
2019-10-28,-0.17670000000000008,12.65,-488.68,0.92,6.14
2019-10-29,-0.19850000000000012,13.11,-492.04,0.825,6.08
2019-10-30,-0.19700000000000006,13.2,-492.4,0.785,6.1
2019-10-31,-0.17390000000000017,12.33,-491.37,0.73,6.12
2019-11-01,-0.16710000000000003,13.22,-491.61,0.995,6.21
2019-11-04,-0.15829999999999989,12.3,-495.02,0.965,6.26
2019-11-05,-0.19479999999999986,12.83,-502.28,0.93,6.14
2019-11-06,-0.2339,13.1,-505.43,0.7,6.1
2019-11-07,-0.2197,12.62,-504.33,0.7,6.06
2019-11-08,-0.2501,12.73,-506.58,0.675,6.0
2019-11-11,-0.26750000000000007,12.07,-502.47,0.67,6.17
