,EUR,JPY,GBP,CHF,AUD,CAD,NZD,SEK,INR,IDR,ZAR,CNH,KRW
2012-01-02,1.2939,77.0,1.5497,0.9385,1.0215,1.0193,0.7781,6.8897,53.2875,9124.0,8.0827,6.3445,1156.0
2012-01-03,1.2989,76.81,1.5578,0.938,1.0299,1.0134,0.7854,6.8698,53.225,9180.0,8.0637,6.3163,1150.7
2012-01-04,1.3041,76.69,1.5645,0.9341,1.0352,1.0138,0.7882,6.8273,53.0675,9180.0,8.0724,6.3112,1148.35
2012-01-05,1.2934,76.77,1.5611,0.9424,1.033,1.0123,0.7865,6.8406,52.6362,9193.0,8.1512,6.308,1151.95
2012-01-06,1.2777,77.18,1.5503,0.9543,1.0236,1.0195,0.78,6.9304,52.805,9180.0,8.1794,6.3078,1162.5
2012-01-09,1.274,76.88,1.5428,0.954,1.02,1.0291,0.7828,6.9256,52.5888,9190.0,8.1719,6.3118,1161.95
2012-01-10,1.2766,76.85,1.5459,0.9498,1.0288,1.0208,0.7924,6.9023,52.295,9180.0,8.1441,6.3115,1157.0
2012-01-11,1.2753,76.93,1.5464,0.9508,1.0302,1.0157,0.7946,6.9088,51.65,9213.0,8.1082,6.3153,1158.35
2012-01-12,1.2708,76.96,1.5292,0.954,1.0296,1.0189,0.7947,6.9443,51.805,9199.0,8.1028,6.3168,1159.0
2012-01-13,1.2861,76.69,1.5393,0.9419,1.0351,1.0175,0.7933,6.914,51.335,9095.0,8.0417,6.3045,1148.5
2012-01-16,1.2659,76.82,1.5312,0.9542,1.0293,1.0215,0.7927,7.0059,51.515,9185.0,8.1541,6.3098,1153.0
2012-01-17,1.2761,76.6,1.537,0.9486,1.042,1.0128,0.8001,6.9193,50.9775,9235.0,8.0038,6.2975,1143.8
2012-01-18,1.2798,76.71,1.5368,0.9456,1.0399,1.0145,0.8034,6.8886,50.6338,9115.0,8.0031,6.2885,1140.85
2012-01-19,1.2848,76.75,1.5425,0.9406,1.0379,1.011,0.8014,6.8517,50.43,9060.0,7.9946,6.2988,1137.8
2012-01-20,1.2969,77.21,1.549,0.9319,1.0422,1.013,0.8023,6.7608,50.3737,8968.0,7.9388,6.2992,1134.75
2012-01-23,1.29,77.04,1.5541,0.9366,1.0495,1.0128,0.8076,6.7999,50.24,8945.0,7.9412,6.3035,1128.75
2012-01-24,1.3035,77.01,1.5561,0.9261,1.0505,1.0082,0.8107,6.7365,49.9425,8940.0,7.963,6.301,1128.95
2012-01-25,1.3029,77.93,1.5608,0.9289,1.0527,1.0106,0.8114,6.7547,50.0275,9028.0,7.919,6.299,1126.1
2012-01-26,1.3106,77.56,1.5662,0.9214,1.064,1.0015,0.821,6.7435,50.0275,8955.0,7.9052,6.294,1122.5
2012-01-27,1.3088,77.07,1.5683,0.9218,1.0614,1.0039,0.8212,6.798,49.555,8985.0,7.8306,6.292,1124.65
2012-01-30,1.3157,76.69,1.5676,0.9166,1.0562,1.0054,0.8188,6.7773,49.485,9012.0,7.8361,6.3038,1128.0
2012-01-31,1.3163,76.3,1.5733,0.9157,1.0627,1.0006,0.8229,6.7497,49.5488,9010.0,7.8257,6.3053,1124.4
2012-02-01,1.305,76.19,1.5727,0.9229,1.0597,1.0038,0.8233,6.817,49.53,9038.0,7.825,6.3015,1127.85
2012-02-02,1.3184,76.13,1.5837,0.9151,1.0734,0.9972,0.8343,6.7093,49.02,8973.0,7.6552,6.2915,1117.6
2012-02-03,1.3147,76.19,1.583,0.9165,1.0695,0.9992,0.8316,6.7324,48.8875,8983.0,7.6529,6.2965,1117.9
2012-02-06,1.3093,76.6,1.5778,0.922,1.0736,0.9955,0.832,6.7116,48.72,8988.0,7.5823,6.2998,1121.2
2012-02-07,1.3147,76.64,1.5813,0.9176,1.0809,0.9959,0.8361,6.7088,48.8675,8993.0,7.5383,6.2925,1118.15
2012-02-08,1.3269,77.07,1.5912,0.9133,1.0828,0.9944,0.8378,6.6626,49.0875,8990.0,7.5401,6.2885,1115.43
2012-02-09,1.3284,77.23,1.5834,0.9113,1.0808,0.9955,0.8357,6.6498,49.335,8963.0,7.566,6.2925,1117.05
2012-02-10,1.3255,77.68,1.5789,0.9129,1.0694,0.9977,0.8286,6.6629,49.68,8988.0,7.6807,6.298,1124.9
2012-02-13,1.3253,77.7,1.5787,0.9124,1.0745,0.9996,0.8352,6.6481,49.185,9011.0,7.6711,6.2984,1120.3
2012-02-14,1.3152,77.98,1.572,0.9187,1.0685,1.0012,0.8301,6.6798,49.295,9053.0,7.7319,6.302,1124.7
2012-02-15,1.3164,78.47,1.5716,0.9174,1.0737,0.9955,0.8379,6.6674,49.285,9034.0,7.6922,6.2993,1122.5
2012-02-16,1.3022,78.65,1.5688,0.9268,1.0688,1.0016,0.8279,6.7398,49.285,9085.0,7.7909,6.3025,1131.9
2012-02-17,1.3142,79.07,1.5808,0.9189,1.0764,0.9959,0.8365,6.7117,49.225,9045.0,7.7602,6.2985,1125.2
2012-02-20,1.3195,79.44,1.586,0.9158,1.0759,0.9935,0.8396,6.6973,49.225,9038.0,7.6976,6.2968,1124.7
2012-02-21,1.3253,79.8,1.5859,0.9109,1.0724,0.9938,0.8383,6.6496,49.1562,9043.0,7.6625,6.3005,1123.7
2012-02-22,1.3259,80.04,1.5804,0.9107,1.068,0.9959,0.8352,6.6289,49.19,9053.0,7.7131,6.296,1124.75
2012-02-23,1.3273,80.12,1.5688,0.908,1.0663,0.9988,0.8305,6.6582,49.2425,9078.0,7.6986,6.301,1127.5
2012-02-24,1.3375,80.57,1.573,0.902,1.0712,0.9982,0.8366,6.6179,49.116,9128.0,7.6397,6.2968,1128.65
2012-02-27,1.3459,81.11,1.5867,0.8952,1.0671,1.0012,0.8343,6.5557,49.035,9118.0,7.6251,6.2997,1129.6
2012-02-28,1.3444,80.64,1.5862,0.8965,1.0777,0.9955,0.8405,6.5758,49.09,9110.0,7.5373,6.3008,1125.0
2012-02-29,1.3461,80.49,1.5927,0.8954,1.0813,0.9932,0.8425,6.5544,48.965,9083.0,7.4715,6.2945,1116.6
2012-03-01,1.3317,81.07,1.5916,0.9052,1.0742,0.9889,0.8345,6.6201,49.2087,9109.0,7.494,6.2983,1119.9
2012-03-02,1.3267,81.71,1.592,0.9091,1.0761,0.9877,0.8345,6.6515,49.4938,9111.0,7.4988,6.2945,1116.65
2012-03-05,1.3183,81.18,1.5798,0.9146,1.0706,0.9918,0.8268,6.6886,49.83,9138.0,7.5565,6.303,1118.7
2012-03-06,1.3194,81.27,1.5839,0.914,1.0618,0.9962,0.8156,6.7147,50.0575,9181.0,7.6022,6.3095,1123.15
2012-03-07,1.3136,80.77,1.5728,0.9178,1.0563,0.9995,0.8175,6.7873,50.495,9175.0,7.6231,6.3105,1124.95
2012-03-08,1.3178,81.33,1.577,0.9151,1.0615,0.9956,0.8214,6.7687,50.495,9141.0,7.5674,6.3085,1118.9
2012-03-09,1.3217,81.78,1.5798,0.9121,1.0631,0.9907,0.8242,6.7221,49.985,9128.0,7.5273,6.3035,1120.4
2012-03-12,1.311,82.23,1.5681,0.9196,1.0536,0.9906,0.8178,6.8024,49.97,9170.0,7.5687,6.3173,1123.3
2012-03-13,1.3164,82.38,1.5647,0.916,1.0538,0.9907,0.8215,6.7808,49.8187,9168.0,7.5339,6.323,1121.68
2012-03-14,1.3047,83.23,1.568,0.9268,1.0519,0.9912,0.8173,6.7967,49.9287,9173.0,7.5599,6.3343,1126.9
2012-03-15,1.3053,83.73,1.5663,0.9285,1.0487,0.9925,0.812,6.8501,50.1912,9185.0,7.668,6.3315,1126.75
2012-03-16,1.3078,83.54,1.5724,0.9231,1.0526,0.9933,0.8198,6.7897,50.225,9183.0,7.6199,6.3235,1126.4
2012-03-19,1.316,83.14,1.5846,0.9166,1.0602,0.9917,0.8257,6.7541,50.133,9166.0,7.5734,6.3198,1122.45
2012-03-20,1.3224,83.49,1.5857,0.9123,1.0533,0.9891,0.8209,6.7357,50.305,9173.0,7.5892,6.326,1126.8
2012-03-21,1.3252,83.65,1.5881,0.9102,1.0504,0.9884,0.8199,6.728,50.6175,9188.0,7.601,6.3253,1128.5
2012-03-22,1.3223,83.27,1.5879,0.9117,1.039,0.9932,0.808,6.7251,50.9425,9180.0,7.6727,6.3193,1130.4
2012-03-23,1.3238,82.78,1.5863,0.9106,1.0408,0.9997,0.8126,6.7524,50.9425,9189.0,7.6878,6.3115,1134.15
2012-03-26,1.3239,82.72,1.5844,0.9104,1.044,0.999,0.8158,6.7532,51.33,9208.0,7.6948,6.3168,1141.3
2012-03-27,1.3343,82.76,1.5971,0.9042,1.053,0.9908,0.824,6.6746,50.8425,9186.0,7.5825,6.3145,1134.3
2012-03-28,1.3358,82.8,1.5943,0.9027,1.0441,0.9952,0.8208,6.6311,50.7875,9193.0,7.6078,6.3143,1134.75
2012-03-29,1.334,82.42,1.5927,0.9037,1.0384,0.9982,0.8181,6.63,51.1225,9192.0,7.6702,6.3158,1136.05
2012-03-30,1.3353,82.17,1.601,0.9023,1.0403,0.9973,0.821,6.6279,51.085,9182.0,7.6762,6.31,1132.5
2012-04-02,1.3364,82.91,1.603,0.9013,1.0412,0.9967,0.8209,6.5955,51.085,9175.0,7.6292,6.3108,1126.0
2012-04-03,1.3339,82.07,1.602,0.9024,1.0394,0.9907,0.8232,6.5923,50.56,9148.0,7.64,6.3088,1122.25
2012-04-04,1.319,82.7,1.5885,0.9127,1.027,0.9926,0.8155,6.6698,51.095,9165.0,7.7646,6.312,1129.3
2012-04-05,1.3144,82.25,1.5904,0.9154,1.0306,0.9959,0.8174,6.6962,51.095,9155.0,7.7929,6.3133,1128.0
2012-04-06,1.3063,82.41,1.5848,0.9201,1.0309,0.9926,0.8173,6.7546,51.095,9168.0,7.837,6.312,1131.7
2012-04-09,1.3076,81.32,1.5874,0.9188,1.0285,0.9967,0.8179,6.7751,51.3125,9178.0,7.9006,6.313,1138.25
2012-04-10,1.3084,81.18,1.5866,0.9186,1.0293,0.998,0.819,6.7811,51.285,9181.0,7.8817,6.313,1141.45
2012-04-11,1.3104,80.6,1.5891,0.917,1.0278,1.0039,0.816,6.8002,51.529,9179.0,8.0391,6.3103,1144.2
2012-04-12,1.3112,81.0,1.5926,0.9169,1.0372,1.0013,0.8199,6.7958,51.4675,9178.0,7.9656,6.3065,1141.0
2012-04-13,1.3168,80.94,1.5936,0.9124,1.0393,0.9952,0.8292,6.7593,51.3975,9145.0,7.9265,6.2985,1134.2
2012-04-16,1.3017,80.56,1.5829,0.9238,1.0336,1.0007,0.82,6.826,51.655,9184.0,7.9832,6.3118,1138.3
2012-04-17,1.3143,80.58,1.5923,0.9144,1.0336,0.9988,0.8173,6.7634,51.5475,9173.0,7.9281,6.2978,1138.0
2012-04-18,1.3113,81.32,1.5919,0.9167,1.0392,0.9886,0.8213,6.748,51.57,9180.0,7.8065,6.3035,1137.1
2012-04-19,1.3141,81.48,1.6056,0.9145,1.0374,0.9893,0.8176,6.7287,51.809,9182.0,7.8094,6.3053,1137.15
2012-04-20,1.3152,81.62,1.606,0.9139,1.0336,0.9947,0.8135,6.7211,52.0675,9178.0,7.8215,6.3075,1139.1
2012-04-23,1.3146,81.05,1.6084,0.9142,1.0314,0.9957,0.8127,6.7352,52.3975,9188.0,7.8413,6.3075,1141.0
2012-04-24,1.3171,81.17,1.6142,0.9127,1.0288,0.9902,0.8136,6.7378,52.6275,9192.0,7.8216,6.3088,1140.9
2012-04-25,1.3208,81.3,1.615,0.9098,1.0324,0.9864,0.8114,6.7265,52.615,9203.0,7.7664,6.307,1139.45
2012-04-26,1.3257,81.11,1.6201,0.9063,1.0386,0.9811,0.8175,6.6974,52.505,9185.0,7.7417,6.3045,1134.7
2012-04-27,1.3185,80.75,1.6187,0.9113,1.0388,0.9847,0.8138,6.7386,52.6375,9190.0,7.8033,6.309,1134.6
2012-04-30,1.3238,80.15,1.6284,0.9076,1.0442,0.9813,0.8208,6.7241,52.5612,9181.0,7.7385,6.3012,1129.0
2012-05-01,1.3265,79.73,1.6217,0.9056,1.0315,0.9875,0.8132,6.7094,52.5612,9187.0,7.7549,6.3005,1131.4
2012-05-02,1.3176,80.34,1.6201,0.9121,1.0328,0.9868,0.8135,6.7493,52.9275,9191.0,7.7414,6.3028,1128.65
2012-05-03,1.3158,80.27,1.6182,0.913,1.0298,0.9848,0.8055,6.7392,53.2375,9196.0,7.7199,6.303,1128.35
2012-05-04,1.3134,80.18,1.6172,0.9148,1.0253,0.989,0.7982,6.7756,53.85,9258.0,7.7273,6.3055,1132.2
2012-05-07,1.3015,79.85,1.6135,0.923,1.0165,0.9971,0.7936,6.8496,53.2475,9228.0,7.8362,6.3095,1137.55
2012-05-08,1.3026,79.93,1.6151,0.9222,1.0155,0.9957,0.7912,6.8307,53.04,9220.0,7.8459,6.3083,1136.15
2012-05-09,1.2993,79.81,1.6149,0.9245,1.0084,1.0005,0.7869,6.8523,53.47,9235.0,7.9262,6.311,1140.7
2012-05-10,1.296,79.74,1.6115,0.9268,1.0112,1.0005,0.7879,6.8813,53.2975,9248.0,7.9908,6.312,1141.0
2012-05-11,1.2926,79.82,1.6105,0.9293,1.0025,1.0046,0.7816,6.9666,53.625,9258.0,8.0968,6.3155,1148.5
2012-05-14,1.2885,80.16,1.6072,0.9323,0.9992,1.003,0.7794,6.9957,53.72,9263.0,8.1659,6.319,1150.95
2012-05-15,1.2866,79.92,1.6093,0.9336,1.0014,0.9997,0.7782,7.0191,53.72,9283.0,8.1499,6.3188,1151.8
2012-05-16,1.2714,80.37,1.5959,0.9446,0.9898,1.0116,0.7647,7.1842,54.33,9278.0,8.3316,6.3258,1170.05
2012-05-17,1.2724,80.33,1.5897,0.944,0.9934,1.0125,0.7657,7.161,54.46,9241.0,8.2861,6.3235,1163.8
2012-05-18,1.2673,79.29,1.5775,0.9477,0.9835,1.0199,0.7562,7.2109,54.7675,9363.0,8.4001,6.3287,1171.8
2012-05-21,1.2776,79.32,1.5828,0.9402,0.9853,1.0187,0.7581,7.1439,54.635,9313.0,8.2748,6.3258,1168.5
2012-05-22,1.28,79.56,1.5835,0.9384,0.9927,1.0159,0.7654,7.0994,54.985,9328.0,8.2476,6.321,1162.55
2012-05-23,1.2662,79.52,1.5735,0.9485,0.9756,1.0218,0.7493,7.1627,55.9425,9378.0,8.3913,6.3307,1173.1
2012-05-24,1.2538,79.41,1.5646,0.9579,0.9732,1.027,0.7496,7.174,56.28,9346.0,8.4088,6.3405,1183.9
2012-05-25,1.2583,79.63,1.5676,0.9557,0.9789,1.0251,0.7568,7.161,55.385,9478.0,8.3332,6.3467,1179.85
2012-05-28,1.2588,79.4,1.57,0.9556,0.9865,1.0242,0.7623,7.1488,55.355,9455.0,8.3079,6.342,1175.9
2012-05-29,1.2571,79.48,1.5704,0.9564,0.989,1.0216,0.7641,7.136,55.5275,9547.0,8.3051,6.341,1172.6
2012-05-30,1.2453,79.35,1.5576,0.9645,0.9776,1.026,0.7597,7.2165,56.1575,9625.0,8.3683,6.3525,1178.5
2012-05-31,1.2404,78.81,1.5477,0.9683,0.9729,1.0278,0.7555,7.2401,56.415,9445.0,8.533,6.3685,1179.95
2012-06-01,1.2349,78.5,1.5351,0.9726,0.968,1.0367,0.7511,7.2852,55.8475,9404.0,8.5126,6.3679,1177.95
2012-06-04,1.2417,78.0,1.5368,0.9671,0.9669,1.0419,0.7537,7.2472,55.5525,9488.0,8.5814,6.3685,1181.5
2012-06-05,1.2448,78.23,1.534,0.9648,0.9758,1.0387,0.7565,7.2079,55.82,9478.0,8.495,6.3663,1180.35
2012-06-06,1.2516,79.15,1.5478,0.9596,0.9871,1.0315,0.7639,7.1871,55.5075,9475.0,8.3893,6.3635,1173.3
2012-06-07,1.2548,79.29,1.5451,0.9572,0.9938,1.0281,0.7701,7.1808,55.04,9448.0,8.3318,6.36,1171.4
2012-06-08,1.2489,79.25,1.5443,0.9617,0.9843,1.0333,0.7636,7.1927,55.5175,9470.0,8.4603,6.3714,1174.75
2012-06-11,1.2608,79.56,1.5546,0.9527,0.9975,1.0225,0.7761,7.0629,55.3512,9445.0,8.2874,6.3685,1166.5
2012-06-12,1.2497,79.57,1.5506,0.961,0.9897,1.0302,0.7719,7.0868,55.995,9463.0,8.4212,6.371,1169.9
2012-06-13,1.2528,79.57,1.557,0.9588,0.9974,1.0258,0.7798,7.0573,55.72,9468.0,8.3715,6.3703,1166.3
2012-06-14,1.2578,79.34,1.5494,0.9548,0.995,1.0274,0.7768,7.0258,55.7475,9464.0,8.4053,6.368,1165.95
2012-06-15,1.262,79.0,1.5505,0.9517,1.0024,1.0236,0.7842,7.0016,55.7275,9435.0,8.3764,6.367,1164.27
2012-06-18,1.2682,79.26,1.567,0.947,1.0099,1.0221,0.7923,6.9695,55.7075,9437.0,8.2822,6.3638,1159.1
2012-06-19,1.2595,78.9,1.5673,0.9535,1.0131,1.0232,0.7924,7.0179,56.0075,9463.0,8.2976,6.3627,1155.4
2012-06-20,1.2671,78.84,1.5723,0.9478,1.018,1.0196,0.795,6.9826,56.055,9480.0,8.2345,6.3615,1151.65
2012-06-21,1.2649,79.62,1.5673,0.9496,1.0151,1.0222,0.7978,6.9848,56.535,9477.0,8.2598,6.366,1153.3
2012-06-22,1.2537,80.36,1.5611,0.9581,1.0016,1.0291,0.7849,7.0211,57.275,9482.0,8.3955,6.3735,1159.5
2012-06-25,1.2495,80.06,1.5551,0.9612,1.0009,1.0278,0.7869,7.0532,56.6675,9493.0,8.4479,6.3733,1163.25
2012-06-26,1.2516,79.52,1.5613,0.9596,1.0048,1.0266,0.7918,7.0495,57.025,9494.0,8.4626,6.3672,1158.15
2012-06-27,1.2499,79.64,1.5624,0.9609,1.006,1.0252,0.7896,7.0725,57.1775,9473.0,8.4342,6.365,1156.9
2012-06-28,1.2459,79.42,1.5564,0.9639,1.0082,1.0252,0.7927,7.0689,56.975,9495.0,8.4049,6.361,1155.5
2012-06-29,1.2571,79.61,1.5635,0.9557,1.0165,1.026,0.7976,6.9746,56.29,9429.0,8.3225,6.3605,1147.2
2012-07-02,1.2636,79.64,1.5659,0.9505,1.0238,1.0183,0.8018,6.9341,55.7562,9399.0,8.1872,6.354,1144.5
2012-07-03,1.258,79.8,1.5687,0.955,1.0264,1.0151,0.8037,6.9422,54.745,9390.0,8.1237,6.3518,1137.9
2012-07-04,1.2581,79.78,1.5653,0.9548,1.0266,1.0138,0.803,6.9267,54.805,9353.0,8.1246,6.3475,1138.35
2012-07-05,1.2523,79.66,1.5587,0.9593,1.0265,1.0132,0.8028,6.9151,54.9938,9381.0,8.1621,6.3535,1135.2
2012-07-06,1.2384,79.88,1.5525,0.9699,1.0272,1.0144,0.8026,6.9673,55.425,9403.0,8.1577,6.3655,1138.7
2012-07-09,1.2289,79.68,1.5481,0.9774,1.0168,1.0205,0.7936,7.0288,56.04,9433.0,8.2677,6.3708,1142.7
2012-07-10,1.2292,79.25,1.5506,0.9771,1.0192,1.0203,0.7947,6.9985,55.6925,9443.0,8.2374,6.367,1143.1
2012-07-11,1.2268,79.31,1.5543,0.979,1.0234,1.0204,0.7963,6.975,55.4175,9456.0,8.178,6.3645,1141.8
2012-07-12,1.2211,79.28,1.546,0.9835,1.0148,1.0221,0.7891,7.0239,55.755,9475.0,8.3414,6.3723,1153.6
2012-07-13,1.2201,79.29,1.5438,0.9843,1.0169,1.0171,0.7924,7.0266,55.4475,9486.0,8.3299,6.3785,1151.4
2012-07-16,1.2227,79.04,1.5548,0.9823,1.0225,1.0145,0.796,7.0555,55.0588,9470.0,8.2577,6.377,1146.9
2012-07-17,1.2289,79.03,1.5639,0.9774,1.0291,1.0143,0.799,7.021,55.1125,9471.0,8.2098,6.374,1143.4
2012-07-18,1.2282,79.05,1.5642,0.9782,1.0306,1.013,0.7952,6.9702,55.24,9472.0,8.1904,6.3713,1142.1
2012-07-19,1.2295,78.6,1.5677,0.9768,1.0406,1.0094,0.8021,6.9333,55.3375,9478.0,8.1361,6.37,1138.5
2012-07-20,1.2266,78.6,1.5692,0.9791,1.0418,1.0078,0.8027,6.9333,55.1125,9470.0,8.1883,6.371,1140.0
2012-07-23,1.2092,78.02,1.5554,0.9932,1.0298,1.0165,0.7915,6.9821,55.855,9497.0,8.4021,6.387,1146.95
2012-07-24,1.2105,78.14,1.5499,0.9922,1.028,1.0194,0.7904,6.952,56.05,9501.0,8.468,6.3872,1147.9
2012-07-25,1.2092,78.21,1.5522,0.9935,1.0246,1.0195,0.7844,6.976,56.3075,9493.0,8.5015,6.3923,1150.0
2012-07-26,1.2147,78.16,1.5496,0.9887,1.0341,1.0143,0.7926,6.9471,55.8825,9493.0,8.4103,6.3863,1146.1
2012-07-27,1.2276,78.26,1.5679,0.9783,1.0421,1.0101,0.8024,6.8663,55.475,9483.0,8.2374,6.3825,1139.2
2012-07-30,1.2284,78.27,1.571,0.9778,1.0473,1.0041,0.809,6.8306,55.44,9483.0,8.1845,6.3845,1137.25
2012-07-31,1.2263,78.28,1.5695,0.9795,1.0506,1.0014,0.8089,6.8097,55.6775,9489.0,8.218,6.3773,1129.5
2012-08-01,1.2318,78.18,1.5679,0.9752,1.0526,1.001,0.8132,6.761,55.505,9468.0,8.2322,6.3769,1127.0
2012-08-02,1.2262,78.47,1.5537,0.9809,1.0487,1.0048,0.8097,6.769,55.765,9463.0,8.3191,6.3763,1131.1
2012-08-03,1.2207,78.26,1.5526,0.984,1.0508,1.0046,0.8148,6.795,56.01,9476.0,8.3279,6.382,1133.6
2012-08-06,1.2362,78.35,1.56,0.9719,1.0547,1.0014,0.8167,6.7496,55.5825,9450.0,8.1694,6.3775,1128.4
2012-08-07,1.2424,78.36,1.5619,0.9673,1.0599,0.9987,0.8218,6.6922,55.3075,9470.0,8.1531,6.3725,1126.91
2012-08-08,1.2372,78.36,1.5582,0.9712,1.0559,0.9972,0.8144,6.7409,55.1588,9467.0,8.1816,6.3718,1128.4
2012-08-09,1.2351,78.53,1.5658,0.9726,1.058,0.9943,0.813,6.705,55.1625,9471.0,8.1105,6.3618,1126.65
2012-08-10,1.2269,78.46,1.5582,0.9789,1.0514,0.9936,0.8094,6.7089,55.405,9482.0,8.1635,6.3644,1129.9
2012-08-13,1.228,78.24,1.5661,0.9781,1.054,0.9917,0.8104,6.6803,55.4512,9487.0,8.1289,6.3648,1130.6
2012-08-14,1.2377,78.57,1.5707,0.9704,1.0535,0.9919,0.811,6.6573,55.62,9503.0,8.1129,6.3645,1127.8
2012-08-15,1.2322,78.94,1.5666,0.9747,1.0457,0.9934,0.8041,6.7061,55.62,9518.0,8.2147,6.3688,1134.3
2012-08-16,1.2267,79.23,1.5646,0.9791,1.0479,0.9899,0.8061,6.7081,55.935,9497.0,8.2721,6.3718,1133.9
2012-08-17,1.2346,79.38,1.5708,0.973,1.0444,0.9876,0.8084,6.7244,55.66,9500.0,8.2671,6.3635,1136.0
2012-08-20,1.2354,79.51,1.5708,0.9722,1.0456,0.9887,0.8091,6.6718,55.66,9499.0,8.3214,6.363,1134.9
2012-08-21,1.2402,79.4,1.5748,0.9684,1.0511,0.9865,0.8136,6.6484,55.5325,9505.0,8.2686,6.3596,1129.8
2012-08-22,1.246,79.3,1.579,0.964,1.0453,0.9906,0.8093,6.6691,55.415,9500.0,8.2987,6.356,1134.9
2012-08-23,1.2556,78.6,1.589,0.9566,1.0514,0.9893,0.8172,6.6396,55.1912,9490.0,8.2477,6.3555,1129.41
2012-08-24,1.2535,78.69,1.5845,0.9581,1.0393,0.9943,0.8101,6.6063,55.405,9518.0,8.3788,6.3588,1135.0
2012-08-27,1.2516,78.66,1.5817,0.9595,1.0395,0.9906,0.8111,6.6007,55.5875,9523.0,8.4086,6.362,1135.3
2012-08-28,1.2506,78.58,1.5784,0.9604,1.0377,0.9902,0.8083,6.572,55.755,9543.0,8.4137,6.3625,1136.0
2012-08-29,1.2541,78.49,1.5815,0.9578,1.0358,0.9896,0.8023,6.6481,55.74,9564.0,8.4284,6.3575,1134.4
2012-08-30,1.255,78.65,1.5837,0.9567,1.0336,0.9905,0.8018,6.6624,55.63,9573.0,8.421,6.355,1133.3
2012-08-31,1.2513,78.47,1.5784,0.9597,1.0307,0.9919,0.8002,6.6737,55.68,9561.0,8.457,6.3535,1134.0
2012-09-03,1.2571,78.35,1.5856,0.9553,1.0257,0.9859,0.7992,6.6755,55.4613,9577.0,8.4174,6.347,1131.6
2012-09-04,1.2615,78.41,1.5902,0.9521,1.0269,0.985,0.7983,6.6815,55.5825,9613.0,8.3627,6.3475,1132.7
2012-09-05,1.2528,78.38,1.5857,0.959,1.0178,0.9887,0.7924,6.7554,55.9087,9586.0,8.4356,6.352,1136.4
2012-09-06,1.2615,78.42,1.5907,0.9559,1.0239,0.9893,0.7969,6.7499,55.88,9591.0,8.3697,6.347,1133.8
2012-09-07,1.2671,78.93,1.5968,0.9553,1.0342,0.9811,0.8048,6.7235,55.4737,9588.0,8.2536,6.3423,1129.4
2012-09-10,1.2788,78.28,1.6008,0.9461,1.0352,0.9782,0.8107,6.6256,55.34,9578.0,8.1938,6.342,1129.2
2012-09-11,1.2801,78.21,1.6019,0.943,1.0358,0.974,0.8117,6.6364,55.43,9589.0,8.2058,6.339,1125.7
2012-09-12,1.2865,77.84,1.6093,0.9384,1.0471,0.9733,0.82,6.6097,55.27,9578.0,8.2036,6.332,1127.1
2012-09-13,1.291,77.66,1.6112,0.9381,1.0435,0.9765,0.8201,6.606,55.46,9592.0,8.3922,6.334,1128.8
2012-09-14,1.3024,77.66,1.6189,0.9339,1.0579,0.9654,0.8343,6.5862,54.7162,9521.0,8.2543,6.3205,1117.6
2012-09-17,1.3107,78.35,1.6217,0.9294,1.0538,0.9714,0.8302,6.585,54.0412,9463.0,8.2551,6.3225,1117.3
2012-09-18,1.3079,78.73,1.6232,0.9256,1.0428,0.9755,0.8261,6.5926,54.0675,9500.0,8.257,6.327,1118.4
2012-09-19,1.3065,79.05,1.6265,0.9275,1.0457,0.9735,0.8282,6.5524,54.0675,9540.0,8.1917,6.3205,1115.7
2012-09-20,1.2965,78.21,1.6179,0.9321,1.0386,0.979,0.8231,6.5556,54.37,9571.0,8.3465,6.3169,1121.9
2012-09-21,1.2973,78.21,1.6238,0.9339,1.0477,0.9747,0.8308,6.5371,53.5475,9556.0,8.2702,6.3146,1119.6
2012-09-24,1.2954,78.08,1.6239,0.9342,1.042,0.9789,0.8241,6.5712,53.29,9580.0,8.2768,6.3125,1119.9
2012-09-25,1.2901,77.77,1.6251,0.9372,1.0427,0.9789,0.8249,6.5875,53.4225,9585.0,8.2074,6.3114,1119.2
2012-09-26,1.2876,77.7,1.6168,0.9393,1.0355,0.9816,0.82,6.5923,53.4875,9604.0,8.2285,6.3095,1120.9
2012-09-27,1.2886,77.7,1.6198,0.9384,1.0403,0.9829,0.8262,6.5919,53.25,9588.0,8.1818,6.3117,1116.5
2012-09-28,1.2932,77.57,1.624,0.9356,1.0454,0.9791,0.834,6.5219,52.67,9580.0,8.2215,6.3015,1112.0
2012-10-01,1.2868,77.92,1.6144,0.9396,1.0367,0.9826,0.8297,6.5707,52.6312,9587.0,8.2834,6.3045,1113.25
2012-10-02,1.2897,78.06,1.6145,0.9381,1.0305,0.9823,0.8296,6.6034,52.6312,9593.0,8.3582,6.304,1113.9
2012-10-03,1.2912,78.2,1.6105,0.9376,1.0218,0.9865,0.821,6.6417,52.385,9600.0,8.4232,6.3061,1115.15
2012-10-04,1.2948,78.61,1.6111,0.9369,1.0224,0.986,0.8213,6.6584,51.7825,9592.0,8.4638,6.305,1112.6
2012-10-05,1.3006,78.4,1.6182,0.9314,1.0249,0.9803,0.8242,6.6119,51.7125,9589.0,8.6074,6.3006,1110.6
