,EUR,JPY,GBP,CHF,AUD,CAD,NZD,SEK,ZAR,CNH
2014-09-26,1.2684,109.29,1.625,0.9514,0.8765,1.1154,0.7866,7.2676,11.2285,6.1445
2014-09-29,1.2686,109.45,1.623,0.9515,0.8733,1.1154,0.7766,7.2525,11.2853,6.1755
2014-09-30,1.2593,109.71,1.618,0.958,0.872,1.1176,0.7749,7.2649,11.2693,6.1765
2014-10-01,1.2596,109.85,1.619,0.9588,0.8697,1.1214,0.7792,7.2142,11.2804,6.1772
2014-10-02,1.2637,108.58,1.6147,0.956,0.8777,1.1119,0.7877,7.1913,11.2233,6.1667
2014-10-03,1.2516,109.76,1.5973,0.9675,0.8675,1.1244,0.7764,7.2782,11.3444,6.1674
2014-10-06,1.2552,109.4,1.5984,0.9654,0.8729,1.1218,0.7778,7.2377,11.2596,6.1533
2014-10-07,1.2594,108.67,1.6064,0.9616,0.8782,1.1174,0.7815,7.1995,11.2499,6.1512
2014-10-08,1.2662,108.33,1.6077,0.958,0.8787,1.1169,0.7807,7.2125,11.1958,6.1438
2014-10-09,1.2761,107.62,1.6214,0.9489,0.8882,1.1095,0.7955,7.1437,10.9875,6.1357
2014-10-10,1.2628,107.66,1.6076,0.9571,0.8686,1.1199,0.7815,7.2345,11.12,6.1413
2014-10-13,1.2687,107.37,1.6098,0.9525,0.8756,1.1202,0.7877,7.1802,11.0389,6.1368
2014-10-14,1.2653,106.87,1.595,0.9546,0.8739,1.1247,0.7862,7.2433,11.0883,6.1414
2014-10-15,1.2643,107.22,1.5919,0.9552,0.8723,1.1367,0.783,7.2805,11.0941,6.1388
2014-10-16,1.2743,105.68,1.5985,0.9463,0.8715,1.1336,0.7917,7.2228,11.1646,6.1517
2014-10-17,1.2761,106.88,1.6093,0.9463,0.8744,1.1277,0.7922,7.1787,11.0805,6.1413
2014-10-20,1.277,106.98,1.6122,0.9446,0.8762,1.1263,0.7943,7.2087,11.0472,6.1341
2014-10-21,1.2756,106.89,1.6147,0.9462,0.8798,1.1257,0.7983,7.2119,10.9943,6.1279
2014-10-22,1.2691,106.99,1.6052,0.9505,0.8788,1.1237,0.7971,7.2644,11.0225,6.1222
2014-10-23,1.2666,107.46,1.6007,0.9525,0.8782,1.1246,0.7851,7.2554,10.9557,6.1257
2014-10-24,1.2671,108.16,1.609,0.9519,0.8793,1.1231,0.7854,7.252,10.9303,6.124
2014-10-27,1.2668,107.85,1.6102,0.9518,0.8797,1.1241,0.7868,7.2907,10.9869,6.1224
2014-10-28,1.2698,108.07,1.6122,0.9499,0.8836,1.1218,0.7899,7.3748,10.9322,6.1175
2014-10-29,1.274,108.09,1.6124,0.9465,0.8882,1.116,0.7942,7.3253,10.8658,6.1134
2014-10-30,1.2588,109.02,1.6008,0.9577,0.8794,1.1194,0.7807,7.3679,10.9314,6.1213
2014-10-31,1.2525,112.32,1.5995,0.9626,0.8798,1.1266,0.7789,7.3934,11.0395,6.128
2014-11-03,1.2501,113.28,1.6004,0.9644,0.8736,1.1276,0.7768,7.3952,11.0158,6.1271
2014-11-04,1.2524,113.32,1.6001,0.9625,0.8741,1.1381,0.7768,7.3913,11.0469,6.1217
2014-11-05,1.2488,114.47,1.5888,0.9644,0.8634,1.1439,0.7745,7.3721,11.1415,6.12
2014-11-06,1.2513,114.6,1.5947,0.9634,0.8614,1.1401,0.7739,7.3622,11.1272,6.1203
2014-11-07,1.2455,114.6,1.5869,0.9662,0.8637,1.1329,0.7754,7.4054,11.2705,6.1359
2014-11-10,1.2507,114.03,1.5909,0.9618,0.8678,1.1304,0.7811,7.3655,11.1665,6.1219
2014-11-11,1.2409,115.99,1.5847,0.9689,0.8614,1.1393,0.7746,7.3937,11.2923,6.1324
2014-11-12,1.2465,115.26,1.5882,0.9649,0.8718,1.1317,0.7867,7.3995,11.2238,6.1329
2014-11-13,1.2466,115.53,1.5764,0.9641,0.8757,1.1307,0.7923,7.4081,11.1895,6.1305
2014-11-14,1.2525,116.29,1.5669,0.9591,0.875,1.1287,0.7908,7.3859,11.0835,6.1303
2014-11-17,1.2496,116.25,1.5636,0.9615,0.8729,1.1312,0.7915,7.3903,11.1036,6.1267
2014-11-18,1.251,116.73,1.5658,0.9603,0.8706,1.1285,0.7954,7.3788,11.0747,6.1199
2014-11-19,1.2543,117.53,1.5693,0.9576,0.8646,1.1334,0.787,7.383,11.0186,6.1256
2014-11-20,1.2528,118.28,1.5669,0.9588,0.8615,1.1344,0.7853,7.3914,11.0274,6.1258
2014-11-21,1.2391,117.79,1.5656,0.9697,0.867,1.1233,0.7884,7.466,10.9458,6.1341
2014-11-24,1.2406,118.25,1.5653,0.9693,0.8646,1.1242,0.7876,7.4576,10.9881,6.1575
2014-11-25,1.2438,118.18,1.5676,0.9667,0.8549,1.1298,0.7799,7.4465,11.0252,6.152
2014-11-26,1.246,117.76,1.5729,0.9652,0.8502,1.1282,0.7819,7.4333,11.0045,6.1558
2014-11-27,1.2473,117.51,1.5749,0.9637,0.8564,1.1283,0.7877,7.4326,10.9641,6.1482
2014-11-28,1.2452,118.63,1.5645,0.9653,0.8506,1.1416,0.7841,7.451,11.0629,6.1604
2014-12-01,1.2465,118.48,1.5716,0.9647,0.8487,1.141,0.7853,7.4244,11.0495,6.1583
2014-12-02,1.2436,118.84,1.5702,0.9682,0.846,1.1353,0.7836,7.4519,11.0258,6.1532
2014-12-03,1.2334,119.37,1.5669,0.9752,0.8425,1.1381,0.7778,7.5152,11.1925,6.1488
2014-12-04,1.2315,119.93,1.5694,0.9773,0.8374,1.1364,0.7748,7.5432,11.1785,6.1553
2014-12-05,1.2283,121.46,1.558,0.9788,0.8316,1.1435,0.7711,7.5573,11.3519,6.1597
2014-12-08,1.2249,121.21,1.5589,0.9817,0.8298,1.1444,0.7646,7.5934,11.4575,6.1767
2014-12-09,1.2355,119.93,1.5641,0.9732,0.8291,1.148,0.7673,7.5262,11.4924,6.1971
2014-12-10,1.2376,119.34,1.5653,0.9713,0.8326,1.1463,0.7706,7.5332,11.495,6.1864
2014-12-11,1.2453,118.7,1.5661,0.9648,0.8282,1.148,0.781,7.5056,11.4961,6.1954
2014-12-12,1.2462,118.75,1.5716,0.9638,0.8247,1.1581,0.7777,7.5455,11.5916,6.1954
2014-12-15,1.2419,118.65,1.5663,0.9672,0.8244,1.1582,0.7748,7.5449,11.5808,6.1955
2014-12-16,1.2492,116.81,1.5708,0.9613,0.8248,1.1641,0.7778,7.5979,11.6129,6.1911
2014-12-17,1.245,117.19,1.5707,0.9646,0.8173,1.1659,0.7728,7.644,11.7283,6.1997
2014-12-18,1.232,118.62,1.5643,0.9771,0.8176,1.1586,0.774,7.6371,11.5417,6.224
2014-12-19,1.2229,119.5,1.5626,0.9843,0.813,1.16,0.776,7.7341,11.5827,6.2238
2014-12-22,1.2261,119.82,1.5623,0.9814,0.8153,1.1588,0.776,7.7501,11.5813,6.2188
2014-12-23,1.2233,120.06,1.557,0.9833,0.8134,1.1618,0.7753,7.7747,11.578,6.2276
2014-12-24,1.2196,120.44,1.5548,0.9859,0.8115,1.1604,0.7734,7.7878,11.6559,6.2228
2014-12-25,1.2242,120.12,1.5561,0.9834,0.8124,1.1626,0.7739,7.7807,11.6472,6.2069
2014-12-26,1.2183,120.31,1.5558,0.9875,0.8121,1.1627,0.776,7.8545,11.5973,6.2179
2014-12-29,1.2191,120.44,1.5553,0.9867,0.8153,1.1628,0.7787,7.8751,11.6121,6.2337
2014-12-30,1.2157,119.75,1.5525,0.9896,0.8165,1.1633,0.782,7.7958,11.6363,6.2189
2014-12-31,1.2153,119.44,1.5587,0.9894,0.8198,1.1589,0.7837,7.714,11.5704,6.2234
2015-01-01,1.2104,119.78,1.5583,0.9943,0.8171,1.1622,0.781,7.8048,11.5512,6.2168
2015-01-02,1.2002,120.5,1.5328,1.0017,0.8089,1.1785,0.77,7.9319,11.6832,6.2285
2015-01-05,1.1921,120.36,1.5267,1.0081,0.8066,1.1801,0.7659,7.9546,11.7258,6.2264
2015-01-06,1.1898,118.97,1.5187,1.0098,0.813,1.1778,0.774,7.9323,11.7737,6.2177
2015-01-07,1.185,119.16,1.5139,1.0134,0.8069,1.1825,0.7749,7.9435,11.7077,6.2138
2015-01-08,1.1769,119.84,1.5056,1.0204,0.81,1.181,0.7787,7.9971,11.6403,6.2191
2015-01-09,1.1842,118.5,1.516,1.0143,0.8204,1.1867,0.7836,8.058,11.4947,6.2054
2015-01-12,1.1795,119.18,1.512,1.0181,0.8167,1.1877,0.7771,8.0782,11.5,6.2019
2015-01-13,1.1802,118.45,1.5117,1.0175,0.8141,1.1984,0.7745,7.9935,11.5056,6.1994
2015-01-14,1.1759,116.99,1.5178,1.0213,0.8142,1.1967,0.7733,8.0642,11.5365,6.1982
2015-01-15,1.1687,116.78,1.5201,0.8881,0.8183,1.197,0.7763,8.117,11.5289,6.1988
2015-01-16,1.1567,117.51,1.515,0.8587,0.8223,1.1984,0.779,8.0905,11.55,6.2359
2015-01-19,1.1601,117.29,1.5145,0.8649,0.8202,1.1965,0.7786,8.0931,11.6283,6.224
2015-01-20,1.1606,118.38,1.5149,0.8747,0.821,1.1975,0.7736,8.1269,11.6014,6.2181
2015-01-21,1.1572,117.7,1.5113,0.8639,0.8206,1.2084,0.7658,8.1412,11.5826,6.2163
2015-01-22,1.1627,117.7,1.518,0.8575,0.8112,1.2328,0.7567,8.1218,11.5195,6.2126
2015-01-23,1.1204,117.77,1.4989,0.8801,0.7912,1.242,0.745,8.3353,11.4047,6.2519
2015-01-26,1.1229,118.18,1.5009,0.8894,0.7919,1.2456,0.745,8.3248,11.4832,6.2597
2015-01-27,1.1281,118.02,1.5073,0.8985,0.7949,1.249,0.7437,8.2627,11.5703,6.2477
2015-01-28,1.1362,117.72,1.5208,0.8999,0.7958,1.2447,0.7467,8.1648,11.5465,6.2507
2015-01-29,1.1307,117.87,1.5143,0.9212,0.7801,1.2541,0.7285,8.2465,11.6159,6.2635
2015-01-30,1.1291,117.49,1.506,0.9202,0.7762,1.2732,0.7261,8.2859,11.6476,6.2835
2015-02-02,1.134,117.54,1.5014,0.9311,0.7798,1.2717,0.7263,8.257,11.5925,6.2718
2015-02-03,1.1351,117.48,1.5056,0.9253,0.7679,1.2548,0.7216,8.2925,11.4572,6.2707
2015-02-04,1.1443,117.41,1.5191,0.9259,0.7795,1.2464,0.7385,8.2261,11.4179,6.258
2015-02-05,1.1433,117.42,1.5244,0.9289,0.7816,1.2516,0.7392,8.2565,11.3928,6.2477
2015-02-06,1.1316,119.12,1.5243,0.9268,0.7796,1.2527,0.7363,8.3968,11.5039,6.2484
2015-02-09,1.1319,118.56,1.5218,0.9251,0.7809,1.2507,0.7419,8.3916,11.5429,6.2494
2015-02-10,1.1282,118.97,1.5226,0.9265,0.7768,1.249,0.7396,8.373,11.6299,6.2514
2015-02-11,1.1308,119.84,1.5291,0.9263,0.7732,1.2635,0.7395,8.3585,11.8134,6.2482
2015-02-12,1.1337,119.79,1.5323,0.9299,0.7693,1.2558,0.7375,8.4689,11.7929,6.2476
2015-02-13,1.1394,118.75,1.5395,0.9322,0.7762,1.2448,0.7457,8.4235,11.666,6.2419
2015-02-16,1.1416,118.62,1.5374,0.9302,0.7778,1.2461,0.7514,8.3944,11.6221,6.2679
2015-02-17,1.1406,118.84,1.539,0.931,0.7814,1.2378,0.7537,8.3612,11.6143,6.2804
2015-02-18,1.1388,119.29,1.5424,0.9389,0.7799,1.2425,0.752,8.3774,11.7147,6.2826
2015-02-19,1.1398,118.89,1.5441,0.9464,0.7769,1.2482,0.7517,8.4026,11.5823,6.2748
2015-02-20,1.1381,119.03,1.5399,0.9382,0.7842,1.2531,0.7526,8.3848,11.6426,6.2787
2015-02-23,1.1299,119.13,1.5337,0.9509,0.7788,1.2596,0.7504,8.4659,11.7318,6.2786
2015-02-24,1.1306,119.5,1.545,0.9496,0.7756,1.2646,0.7452,8.4106,11.6331,6.2775
2015-02-25,1.1348,118.81,1.5508,0.9493,0.7884,1.2438,0.7551,8.3408,11.458,6.2715
2015-02-26,1.136,118.74,1.5522,0.9457,0.7902,1.2418,0.7603,8.2757,11.4072,6.2659
2015-02-27,1.1196,119.63,1.5438,0.9543,0.7808,1.2515,0.7564,8.3373,11.6585,6.2872
2015-03-02,1.1216,119.83,1.5414,0.9564,0.7786,1.2491,0.753,8.3471,11.7116,6.2835
2015-03-03,1.1172,119.84,1.5372,0.9612,0.7807,1.2526,0.7533,8.3147,11.7759,6.2853
2015-03-04,1.1124,119.64,1.5334,0.9628,0.7834,1.2515,0.7587,8.2999,11.7946,6.2824
2015-03-05,1.1053,120.17,1.5254,0.9686,0.781,1.2414,0.7522,8.3398,11.8079,6.2759
2015-03-06,1.0844,120.83,1.5037,0.986,0.7716,1.2624,0.7362,8.4633,12.0438,6.2849
2015-03-09,1.088,120.89,1.5111,0.9843,0.7725,1.2592,0.7379,8.4655,12.0345,6.277
2015-03-10,1.0759,121.66,1.5078,0.9931,0.7634,1.2651,0.728,8.5406,12.2308,6.2768
2015-03-11,1.0574,121.54,1.5056,1.0059,0.7605,1.2693,0.7235,8.6185,12.3554,6.2797
2015-03-12,1.0619,121.06,1.5005,1.0018,0.7687,1.2666,0.7413,8.5492,12.1776,6.2739
2015-03-13,1.0496,121.4,1.4744,1.0056,0.7637,1.2783,0.7334,8.7136,12.4792,6.2856
2015-03-16,1.0532,121.28,1.4783,1.0041,0.7643,1.2761,0.7363,8.6926,12.4313,6.276
2015-03-17,1.0615,121.25,1.4771,1.0023,0.7655,1.2767,0.7371,8.6371,12.3636,6.2471
2015-03-18,1.0624,121.15,1.4677,1.0021,0.7619,1.2793,0.7322,8.6479,12.3672,6.2372
2015-03-19,1.0694,120.61,1.49,0.9924,0.7689,1.2664,0.7424,8.6662,12.171,6.213
2015-03-20,1.0821,120.04,1.4949,0.9752,0.7775,1.2552,0.7566,8.6231,12.0189,6.2035
2015-03-23,1.0866,119.85,1.4914,0.9728,0.7801,1.2573,0.7595,8.5571,12.0427,6.2094
2015-03-24,1.0997,119.32,1.4924,0.957,0.7902,1.2475,0.7668,8.4656,11.8429,6.2085
2015-03-25,1.0972,119.62,1.4876,0.9572,0.7877,1.2502,0.7659,8.4837,11.7934,6.2144
2015-03-26,1.1009,118.72,1.4923,0.9526,0.7863,1.2433,0.7641,8.4669,11.9226,6.2117
2015-03-27,1.0889,119.13,1.4879,0.9618,0.7752,1.2609,0.7568,8.587,12.0438,6.2118
2015-03-30,1.0831,119.78,1.4801,0.9647,0.7669,1.2642,0.7524,8.5994,12.0995,6.2102
2015-03-31,1.0739,119.91,1.4799,0.9728,0.7613,1.2746,0.7479,8.6457,12.2217,6.2049
2015-04-01,1.0757,120.1,1.4774,0.9687,0.76,1.2684,0.7424,8.6251,12.0732,6.2064
2015-04-02,1.0818,119.63,1.4784,0.961,0.7548,1.2632,0.7463,8.6362,12.02,6.2047
2015-04-03,1.0969,118.97,1.492,0.9517,0.7633,1.2484,0.7611,8.5524,11.7997,6.1959
2015-04-06,1.0987,119.1,1.4941,0.9513,0.7629,1.2479,0.7594,8.5455,11.779,6.1963
2015-04-07,1.0858,119.9,1.4887,0.9616,0.7682,1.2476,0.754,8.6328,11.7989,6.1992
2015-04-08,1.0872,119.71,1.4942,0.9606,0.7722,1.2423,0.7592,8.6219,11.7897,6.2056
2015-04-09,1.0763,119.97,1.4823,0.9705,0.7734,1.2526,0.7599,8.6843,11.8221,6.2142
2015-04-10,1.0604,120.22,1.4632,0.9791,0.7682,1.2566,0.7536,8.8244,11.9962,6.2179
2015-04-13,1.0526,120.68,1.4598,0.9861,0.7571,1.2644,0.7431,8.877,12.1684,6.2287
2015-04-14,1.0573,119.65,1.4649,0.9772,0.7576,1.2576,0.7448,8.8225,12.1072,6.2153
2015-04-15,1.0585,119.47,1.4738,0.976,0.7595,1.2526,0.7501,8.8018,12.1383,6.2071
2015-04-16,1.0713,118.99,1.4908,0.9639,0.7783,1.2273,0.7643,8.656,12.0325,6.1933
2015-04-17,1.0806,118.9,1.4962,0.9521,0.7782,1.2246,0.7678,8.6348,12.0675,6.1947
2015-04-20,1.0726,119.07,1.4917,0.9596,0.7779,1.2231,0.7687,8.6762,12.0625,6.1988
2015-04-21,1.0682,119.44,1.4879,0.9591,0.7725,1.224,0.7687,8.6929,12.1304,6.1997
2015-04-22,1.0768,119.43,1.5037,0.9546,0.7793,1.2238,0.7722,8.6377,12.087,6.1908
2015-04-23,1.074,119.94,1.5007,0.965,0.7723,1.2239,0.7557,8.7407,12.2663,6.196
2015-04-24,1.0873,118.99,1.5188,0.9539,0.7824,1.2174,0.7602,8.6287,12.1222,6.1967
2015-04-27,1.0846,119.31,1.5133,0.9554,0.7818,1.2155,0.7607,8.6266,12.1016,6.2168
2015-04-28,1.0942,118.87,1.5289,0.9558,0.7942,1.2059,0.7691,8.5758,11.9068,6.2054
2015-04-29,1.0995,119.32,1.5369,0.9549,0.7985,1.206,0.7686,8.4082,11.8758,6.2024
2015-04-30,1.1192,118.95,1.5425,0.9359,0.7917,1.2042,0.7618,8.2799,11.8339,6.2057
2015-05-01,1.1199,120.15,1.5148,0.9324,0.7851,1.2159,0.7534,8.4,12.0658,6.2128
2015-05-04,1.1135,120.22,1.5106,0.9354,0.7829,1.2124,0.753,8.3819,12.0387,6.2133
2015-05-05,1.1127,120.41,1.5132,0.9336,0.7871,1.2095,0.7504,8.3796,12.0313,6.2088
2015-05-06,1.123,119.79,1.5224,0.924,0.7988,1.2028,0.7494,8.2934,12.0483,6.2069
2015-05-07,1.1344,119.09,1.5218,0.9086,0.796,1.207,0.7474,8.1964,12.0512,6.2115
2015-05-08,1.1199,119.76,1.5455,0.9303,0.7932,1.2071,0.7489,8.2576,11.9183,6.2092
2015-05-11,1.1154,119.87,1.5483,0.9318,0.7899,1.2127,0.7384,8.2931,11.997,6.2118
2015-05-12,1.1253,119.95,1.5672,0.9235,0.7976,1.2037,0.7383,8.2869,12.1193,6.2096
2015-05-13,1.1225,119.76,1.5683,0.9281,0.8039,1.1979,0.744,8.2962,11.9833,6.2042
2015-05-14,1.1434,119.22,1.5797,0.9085,0.8097,1.1948,0.7498,8.2074,11.862,6.2002
2015-05-15,1.1451,119.25,1.5727,0.9162,0.8034,1.2014,0.7474,8.1912,11.7974,6.2028
2015-05-18,1.1417,119.68,1.5684,0.9173,0.8004,1.2053,0.7419,8.2168,11.8386,6.2039
2015-05-19,1.1215,120.06,1.552,0.9302,0.7972,1.2174,0.7413,8.3042,11.8366,6.2059
2015-05-20,1.1093,121.0,1.5521,0.9401,0.7891,1.2235,0.7326,8.3863,11.957,6.2073
2015-05-21,1.1165,120.99,1.5687,0.9321,0.7894,1.2198,0.7321,8.2922,11.7732,6.1989
2015-05-22,1.1013,121.54,1.549,0.9435,0.7823,1.2279,0.7309,8.3935,11.8919,6.2007
2015-05-25,1.0975,121.49,1.549,0.9432,0.7837,1.2284,0.7312,8.3987,11.9452,6.2019
2015-05-26,1.0907,122.61,1.5413,0.9485,0.7802,1.2369,0.7295,8.4282,11.9741,6.2056
2015-05-27,1.088,123.58,1.5383,0.9495,0.7716,1.245,0.723,8.5278,12.1098,6.2061
2015-05-28,1.0929,124.07,1.5292,0.9464,0.7654,1.2489,0.722,8.4743,12.0883,6.2048
2015-05-29,1.0986,124.15,1.5291,0.9403,0.7645,1.2454,0.7107,8.5188,12.1525,6.2023
2015-06-01,1.0923,124.06,1.5207,0.9453,0.7631,1.2484,0.7118,8.5618,12.2785,6.2049
2015-06-02,1.1019,124.79,1.5238,0.9404,0.7683,1.2523,0.7109,8.5207,12.3022,6.2029
2015-06-03,1.1121,124.46,1.5284,0.9364,0.7765,1.2452,0.7136,8.4573,12.2824,6.2006
2015-06-04,1.1358,124.07,1.5431,0.9296,0.7754,1.2442,0.7149,8.2451,12.369,6.2048
2015-06-05,1.1114,125.63,1.527,0.9397,0.7623,1.2444,0.7047,8.3806,12.5792,6.2118
2015-06-08,1.1131,125.33,1.5237,0.9401,0.7633,1.2445,0.707,8.4272,12.5961,6.2153
2015-06-09,1.1266,124.06,1.5291,0.9275,0.7686,1.2382,0.7141,8.3182,12.4903,6.2129
2015-06-10,1.1295,123.18,1.5463,0.9288,0.7739,1.2252,0.7189,8.305,12.3552,6.21
2015-06-11,1.1267,123.65,1.5467,0.9341,0.7731,1.2305,0.7008,8.2199,12.4279,6.2109
2015-06-12,1.1266,123.39,1.5561,0.9288,0.7731,1.2322,0.6984,8.1798,12.3793,6.216
2015-06-15,1.1217,123.6,1.5498,0.9332,0.7731,1.2354,0.6977,8.1861,12.4264,6.2135
2015-06-16,1.1251,123.54,1.5583,0.9317,0.7737,1.2341,0.6975,8.1793,12.4431,6.2108
2015-06-17,1.1253,123.91,1.5742,0.929,0.7674,1.2314,0.6928,8.1893,12.426,6.2089
2015-06-18,1.1397,122.7,1.5903,0.9167,0.7819,1.2166,0.6937,8.0648,12.1852,6.2046
2015-06-19,1.1352,122.71,1.5883,0.9175,0.7772,1.2267,0.691,8.1163,12.1636,6.2064
2015-06-22,1.1343,123.23,1.5819,0.9206,0.7759,1.2239,0.6877,8.1383,12.1519,6.2045
2015-06-23,1.122,123.69,1.5778,0.9326,0.7713,1.2343,0.6842,8.21,12.1579,6.2022
2015-06-24,1.1202,123.92,1.5755,0.9319,0.7741,1.2302,0.6883,8.2222,12.144,6.2036
2015-06-25,1.1198,123.66,1.5711,0.9398,0.7739,1.2386,0.6906,8.2273,12.105,6.2048
2015-06-26,1.1167,123.85,1.5746,0.9333,0.7655,1.2321,0.6856,8.3025,12.2014,6.2057
2015-06-29,1.1124,122.85,1.5693,0.9338,0.7661,1.2358,0.6834,8.314,12.2427,6.2092
2015-06-30,1.1185,122.41,1.5718,0.9295,0.7678,1.2381,0.6754,8.2402,12.237,6.2061
2015-07-01,1.111,122.92,1.5659,0.9418,0.7703,1.2519,0.6778,8.3159,12.1729,6.2043
2015-07-02,1.1071,123.48,1.5595,0.9491,0.7603,1.2623,0.6679,8.4422,12.3484,6.203
2015-07-03,1.1114,122.79,1.557,0.9404,0.7523,1.2574,0.6691,8.4538,12.3166,6.2062
2015-07-06,1.1032,122.78,1.5558,0.9456,0.7489,1.263,0.6687,8.5024,12.4068,6.2154
2015-07-07,1.0986,122.51,1.546,0.948,0.7435,1.2708,0.6642,8.4924,12.4626,6.2204
2015-07-08,1.1011,121.55,1.5363,0.9475,0.7419,1.2724,0.6699,8.5283,12.5162,6.2162
2015-07-09,1.1041,121.45,1.5385,0.9497,0.743,1.2722,0.6716,8.4803,12.5118,6.2163
2015-07-10,1.1162,122.78,1.5517,0.9387,0.7446,1.2658,0.6726,8.4272,12.4503,6.2162
2015-07-13,1.1067,123.38,1.556,0.9473,0.743,1.2717,0.6703,8.4804,12.4976,6.2158
2015-07-14,1.1022,123.4,1.5573,0.9461,0.7432,1.2795,0.668,8.5314,12.4007,6.2152
2015-07-15,1.102,123.55,1.5633,0.9475,0.7455,1.2759,0.6688,8.5045,12.3566,6.2126
2015-07-16,1.0887,124.05,1.5613,0.9568,0.7397,1.2944,0.6521,8.5397,12.4338,6.2159
2015-07-17,1.083,124.09,1.56,0.9615,0.7371,1.2972,0.6527,8.6538,12.36,6.2131
2015-07-20,1.0839,124.25,1.5563,0.9625,0.7376,1.2987,0.658,8.6427,12.43,6.2142
2015-07-21,1.0859,124.39,1.5544,0.9606,0.737,1.2996,0.6609,8.6272,12.4151,6.2101
2015-07-22,1.0925,123.82,1.5606,0.9598,0.7409,1.298,0.6609,8.5939,12.3564,6.2114
2015-07-23,1.0996,123.78,1.5594,0.955,0.7409,1.2971,0.6681,8.5761,12.422,6.2141
2015-07-24,1.0984,123.81,1.5508,0.9629,0.7282,1.3049,0.6578,8.5855,12.6686,6.2274
2015-07-27,1.1067,123.32,1.5512,0.9573,0.7293,1.301,0.6607,8.5432,12.637,6.2258
2015-07-28,1.1031,123.78,1.559,0.9658,0.7314,1.3019,0.6659,8.5483,12.5545,6.2189
2015-07-29,1.1052,123.62,1.5641,0.9617,0.7308,1.294,0.6672,8.5699,12.5816,6.219
2015-07-30,1.0962,124.34,1.5619,0.9712,0.7281,1.2971,0.6611,8.645,12.6906,6.2213
2015-07-31,1.0984,123.89,1.5622,0.9663,0.7308,1.3091,0.6592,8.6252,12.6808,6.2211
2015-08-03,1.0964,124.22,1.56,0.9669,0.7278,1.3164,0.6592,8.6428,12.7341,6.2187
2015-08-04,1.0977,123.94,1.5595,0.9684,0.7395,1.3138,0.6608,8.6236,12.6563,6.2152
2015-08-05,1.0867,124.4,1.5592,0.979,0.7362,1.3189,0.6532,8.7196,12.7902,6.2178
2015-08-06,1.0906,124.83,1.5587,0.9822,0.7326,1.3174,0.6537,8.7401,12.7626,6.2191
2015-08-07,1.0967,124.24,1.5491,0.9839,0.7418,1.3131,0.6622,8.7662,12.6263,6.2164
2015-08-10,1.0932,124.74,1.5472,0.985,0.7357,1.316,0.6562,8.7872,12.7215,6.216
2015-08-11,1.1034,124.95,1.5576,0.9844,0.7318,1.3073,0.6546,8.6849,12.7294,6.3918
2015-08-12,1.1144,124.36,1.5587,0.9761,0.7336,1.3021,0.6586,8.5937,12.7814,6.5246
2015-08-13,1.1114,124.52,1.5626,0.9792,0.7337,1.2998,0.6575,8.5003,12.793,6.4687
2015-08-14,1.1109,124.31,1.5642,0.9757,0.7379,1.3088,0.6547,8.5077,12.8248,6.4493
2015-08-17,1.1086,124.55,1.5631,0.9773,0.7358,1.3135,0.6547,8.506,12.9172,6.4476
2015-08-18,1.1063,124.28,1.5703,0.9779,0.7346,1.3103,0.6584,8.5178,12.9037,6.4373
2015-08-19,1.1039,124.36,1.567,0.9736,0.7348,1.3066,0.658,8.5667,12.8913,6.4414
2015-08-20,1.1177,123.98,1.5649,0.9626,0.7305,1.3155,0.6599,8.4951,12.9775,6.4479
2015-08-21,1.1386,122.04,1.5694,0.9466,0.7316,1.3189,0.6686,8.353,12.9695,6.4544
2015-08-24,1.1491,120.12,1.5717,0.9397,0.7223,1.3247,0.657,8.2736,13.2299,6.5004
2015-08-25,1.1496,120.14,1.5792,0.9418,0.7227,1.3187,0.6537,8.3094,13.0596,6.4879
2015-08-26,1.1421,119.54,1.5625,0.9439,0.7141,1.3285,0.65,8.4413,13.1231,6.4879
2015-08-27,1.1286,120.21,1.5453,0.9535,0.7145,1.3207,0.6471,8.4862,13.0896,6.4783
2015-08-28,1.1185,121.71,1.5391,0.9637,0.7173,1.32,0.6464,8.4564,13.3016,6.4628
2015-08-31,1.121,121.24,1.5419,0.9644,0.7133,1.3243,0.6414,8.4663,13.3383,6.4457
2015-09-01,1.1271,120.12,1.5354,0.9625,0.7079,1.3171,0.6353,8.4339,13.3323,6.4243
2015-09-02,1.1267,119.98,1.5275,0.9649,0.7002,1.3275,0.633,8.4499,13.473,6.4549
2015-09-03,1.1224,120.28,1.5281,0.9701,0.7005,1.3261,0.6348,8.3592,13.5899,6.4489
2015-09-04,1.1149,118.99,1.517,0.9714,0.6908,1.3282,0.6285,8.4369,13.8542,6.4669
2015-09-07,1.115,119.39,1.5262,0.9742,0.6938,1.3289,0.6259,8.4528,13.9321,6.4818
2015-09-08,1.1156,120.0,1.5372,0.9782,0.6982,1.3246,0.6278,8.4412,13.8196,6.4558
2015-09-09,1.115,120.61,1.536,0.9763,0.7041,1.3236,0.6378,8.4487,13.6611,6.4671
2015-09-10,1.1191,121.25,1.5385,0.9777,0.7074,1.3223,0.6298,8.4121,13.8393,6.3936
2015-09-11,1.1338,120.59,1.5429,0.9692,0.7092,1.3264,0.6318,8.2364,13.5534,6.4108
2015-09-14,1.1321,120.3,1.5431,0.9701,0.7127,1.3242,0.6333,8.2399,13.5696,6.4006
