,EUR,JPY,GBP,CHF,AUD,CAD,NZD,SEK,ZAR,CNH
2012-01-02,1.2963,76.84,1.5526,0.9391,1.021,1.0215,0.7797,6.8956,8.0762,6.346
2012-01-03,1.2947,76.91,1.5501,0.9401,1.022,1.0194,0.7775,6.8924,8.088,6.3438
2012-01-04,1.3036,76.72,1.5585,0.9329,1.0334,1.0114,0.7872,6.8411,8.056,6.3159
2012-01-05,1.3014,76.66,1.5634,0.9364,1.034,1.0136,0.7885,6.8278,8.093,6.31
2012-01-06,1.2836,76.86,1.5546,0.949,1.0247,1.0193,0.7809,6.9032,8.218,6.3141
2012-01-09,1.2705,76.99,1.5403,0.9569,1.019,1.0278,0.7825,6.9546,8.1665,6.311
2012-01-10,1.2762,76.81,1.5442,0.9523,1.0218,1.0288,0.7845,6.9301,8.1519,6.314
2012-01-11,1.2797,76.85,1.5467,0.9479,1.0324,1.0188,0.7944,6.8984,8.1197,6.313
2012-01-12,1.2761,76.97,1.5436,0.9508,1.0309,1.0153,0.7955,6.8978,8.1052,6.3125
2012-01-13,1.2757,76.89,1.5342,0.9494,1.0344,1.0158,0.7965,6.9296,8.0579,6.3159
2012-01-16,1.2642,76.91,1.5299,0.9536,1.0303,1.0222,0.793,7.0119,8.1455,6.304
2012-01-17,1.2663,76.8,1.531,0.9548,1.0295,1.0209,0.792,7.003,8.1249,6.31
2012-01-18,1.2776,76.8,1.5382,0.9468,1.0419,1.0137,0.801,6.916,8.0346,6.2953
2012-01-19,1.2827,76.76,1.5365,0.9426,1.0418,1.0125,0.8062,6.8762,8.0101,6.2829
2012-01-20,1.2896,76.71,1.5447,0.9365,1.0408,1.0091,0.8014,6.7974,7.9362,6.2958
2012-01-23,1.2906,76.99,1.5549,0.9345,1.0472,1.0132,0.8052,6.8074,7.9457,6.3035
2012-01-24,1.2975,76.91,1.5564,0.9309,1.0535,1.0109,0.8112,6.7772,7.9537,6.3033
2012-01-25,1.2997,77.33,1.5547,0.928,1.0465,1.0113,0.8081,6.7673,8.0076,6.3038
2012-01-26,1.2967,78.2,1.558,0.9322,1.0459,1.0139,0.8052,6.8169,7.9857,6.3015
2012-01-27,1.3156,77.55,1.5696,0.9174,1.0665,1.0005,0.8219,6.7459,7.8238,6.293
2012-01-30,1.3226,76.7,1.573,0.9126,1.0655,1.002,0.8234,6.7383,7.7666,6.287
2012-01-31,1.3126,76.67,1.5676,0.9184,1.0544,1.0049,0.8184,6.7816,7.8462,6.313
2012-02-01,1.3202,76.37,1.5782,0.9129,1.067,0.9982,0.8288,6.7395,7.7658,6.2995
2012-02-02,1.3133,76.09,1.5758,0.9173,1.0667,0.9998,0.8292,6.7701,7.7499,6.2968
2012-02-03,1.3151,76.16,1.5827,0.9169,1.0705,0.9995,0.832,6.733,7.7077,6.2935
2012-02-06,1.3145,76.62,1.5819,0.9188,1.0774,0.9943,0.8345,6.6973,7.555,6.2928
2012-02-07,1.3044,76.64,1.5738,0.9253,1.0695,0.9978,0.8301,6.7533,7.643,6.2995
2012-02-08,1.3135,76.75,1.5813,0.9201,1.0787,0.9966,0.8358,6.7169,7.5711,6.2944
2012-02-09,1.3268,77.02,1.5878,0.9128,1.0825,0.9956,0.8386,6.6604,7.5503,6.2871
2012-02-10,1.3278,77.16,1.5841,0.9115,1.0808,0.9953,0.8363,6.6332,7.6272,6.2925
2012-02-13,1.3193,77.68,1.5758,0.9164,1.0669,1.0007,0.8272,6.6602,7.7089,6.295
2012-02-14,1.3267,77.67,1.5815,0.9115,1.0765,0.9979,0.8366,6.6374,7.6654,6.2965
2012-02-15,1.3203,77.96,1.5758,0.9151,1.0716,0.9987,0.8335,6.6474,7.7099,6.3013
2012-02-16,1.3156,78.53,1.5696,0.9176,1.0756,0.9949,0.8396,6.6692,7.6949,6.2935
2012-02-17,1.3002,78.8,1.5678,0.9282,1.0663,1.004,0.8257,6.7702,7.8458,6.304
2012-02-20,1.3163,79.42,1.5838,0.9173,1.0764,0.9938,0.8351,6.7013,7.7311,6.295
2012-02-21,1.3235,79.55,1.5847,0.9131,1.0782,0.9919,0.8409,6.6635,7.6552,6.2948
2012-02-22,1.3231,79.81,1.5811,0.9125,1.0667,0.9965,0.8345,6.6585,7.7146,6.2995
2012-02-23,1.3233,80.14,1.5723,0.9121,1.0647,0.9976,0.8327,6.6535,7.7186,6.297
2012-02-24,1.3309,80.09,1.5714,0.9059,1.0693,0.9982,0.8324,6.6304,7.6877,6.2978
2012-02-27,1.3458,81.13,1.5877,0.8959,1.07,0.999,0.8361,6.5575,7.6,6.2965
2012-02-28,1.3403,80.67,1.5863,0.8991,1.0656,1.0045,0.8329,6.5836,7.6397,6.3038
2012-02-29,1.3447,80.49,1.5851,0.8962,1.0764,0.9957,0.8377,6.5624,7.5264,6.2995
2012-03-01,1.3443,80.55,1.5939,0.8965,1.0846,0.9894,0.8451,6.563,7.4304,6.296
2012-03-02,1.3326,81.02,1.5942,0.9045,1.0764,0.9879,0.836,6.6157,7.4799,6.2965
2012-03-05,1.3184,81.81,1.5836,0.9148,1.0727,0.989,0.8298,6.6851,7.5131,6.2935
2012-03-06,1.3191,81.26,1.5808,0.9143,1.0682,0.9946,0.8226,6.7009,7.5638,6.3025
2012-03-07,1.3136,80.93,1.5772,0.9179,1.0593,1.0,0.8147,6.7649,7.6358,6.3121
2012-03-08,1.315,80.76,1.5739,0.9168,1.0573,1.0001,0.8182,6.7759,7.6467,6.3075
2012-03-09,1.3214,81.48,1.5797,0.9124,1.0653,0.9958,0.8265,6.7416,7.5346,6.3055
2012-03-12,1.3118,82.43,1.5675,0.9194,1.0562,0.9908,0.8205,6.7994,7.5815,6.3045
2012-03-13,1.3108,82.26,1.5621,0.92,1.0518,0.9909,0.8167,6.8087,7.5707,6.3156
2012-03-14,1.3117,82.67,1.5657,0.9195,1.0535,0.9902,0.8219,6.7973,7.5463,6.3378
2012-03-15,1.3073,83.45,1.5709,0.926,1.0482,0.9906,0.8135,6.788,7.559,6.3318
2012-03-16,1.3043,83.55,1.5658,0.9283,1.0482,0.9935,0.813,6.835,7.6713,6.3295
2012-03-19,1.3172,83.36,1.584,0.9165,1.0584,0.9916,0.8225,6.737,7.5706,6.3265
2012-03-20,1.3167,83.12,1.5853,0.9162,1.0588,0.992,0.8251,6.7467,7.5633,6.3199
2012-03-21,1.3203,83.77,1.5865,0.9136,1.0492,0.9918,0.8161,6.7486,7.6017,6.3293
2012-03-22,1.3255,83.96,1.5868,0.9098,1.0472,0.9895,0.817,6.7159,7.6212,6.3246
2012-03-23,1.3159,82.95,1.58,0.916,1.0374,0.9952,0.8086,6.7671,7.727,6.3158
2012-03-26,1.3271,82.45,1.5871,0.9083,1.0456,0.998,0.8173,6.7334,7.6925,6.311
2012-03-27,1.3237,82.89,1.5874,0.9106,1.0472,0.9972,0.8174,6.7432,7.6698,6.32
2012-03-28,1.3354,82.83,1.5953,0.9029,1.0529,0.9919,0.8243,6.6612,7.5572,6.312
2012-03-29,1.3347,83.0,1.5915,0.9036,1.0412,0.9965,0.8187,6.6513,7.6247,6.3149
2012-03-30,1.3277,82.16,1.5877,0.9079,1.0347,0.9999,0.815,6.6615,7.7344,6.3203
2012-04-02,1.3333,82.85,1.6042,0.9018,1.0414,0.9964,0.8223,6.5972,7.6483,6.313
2012-04-03,1.3338,82.69,1.604,0.9027,1.0385,0.9988,0.8199,6.6175,7.6551,6.31
2012-04-04,1.3339,82.01,1.6017,0.9023,1.0373,0.9921,0.8223,6.5901,7.6775,6.3075
2012-04-05,1.3162,82.24,1.5873,0.9144,1.026,0.9942,0.8144,6.6938,7.8238,6.3095
2012-04-06,1.3071,81.93,1.5823,0.9193,1.027,0.9987,0.8142,6.7286,7.8472,6.3164
2012-04-09,1.3077,81.5,1.5886,0.9179,1.0297,0.997,0.8229,6.7515,7.8637,6.3163
2012-04-10,1.3077,81.29,1.587,0.9188,1.0293,0.9981,0.8186,6.7741,7.9019,6.311
2012-04-11,1.3069,81.14,1.5821,0.9202,1.0281,0.9987,0.8166,6.7887,7.9421,6.311
2012-04-12,1.3144,80.89,1.5927,0.9139,1.0315,1.0013,0.82,6.7669,7.9857,6.3095
2012-04-13,1.314,80.96,1.5959,0.9151,1.0395,1.0,0.8213,6.7743,7.9475,6.3043
2012-04-16,1.3082,80.97,1.5873,0.9191,1.0365,0.9972,0.8234,6.7939,7.915,6.2995
2012-04-17,1.3023,80.73,1.5836,0.9231,1.0352,0.999,0.8187,6.8219,7.9757,6.3065
2012-04-18,1.3133,80.66,1.5953,0.915,1.037,0.9971,0.8194,6.763,7.8338,6.2989
2012-04-19,1.3077,81.39,1.5984,0.9194,1.0368,0.9902,0.819,6.7676,7.8379,6.304
2012-04-20,1.3116,81.66,1.6032,0.9163,1.0364,0.9897,0.818,6.7393,7.8252,6.3063
2012-04-23,1.3208,81.6,1.6129,0.9109,1.0363,0.9927,0.819,6.6876,7.8101,6.306
2012-04-24,1.3133,81.12,1.6085,0.915,1.0291,0.9971,0.811,6.7414,7.8682,6.306
2012-04-25,1.3163,81.24,1.615,0.9132,1.0283,0.9905,0.8125,6.7411,7.8364,6.3085
2012-04-26,1.3213,81.25,1.6097,0.9096,1.0335,0.9867,0.814,6.7349,7.7612,6.3058
2012-04-27,1.321,80.88,1.6184,0.9096,1.0371,0.9826,0.8164,6.7177,7.7523,6.3046
2012-04-30,1.3247,80.28,1.6258,0.9092,1.0457,0.9828,0.8227,6.7202,7.7708,6.306
2012-05-01,1.3219,80.17,1.626,0.9091,1.043,0.982,0.8202,6.7449,7.7368,6.3013
2012-05-02,1.3254,79.88,1.621,0.9064,1.0313,0.9876,0.8128,6.7234,7.7764,6.3008
2012-05-03,1.3135,80.29,1.6177,0.9148,1.0325,0.987,0.8126,6.7691,7.7431,6.3058
2012-05-04,1.3134,80.36,1.6182,0.9147,1.0295,0.9837,0.8035,6.7507,7.7346,6.3045
2012-05-07,1.3111,80.11,1.613,0.9202,1.0212,0.9951,0.7955,6.833,7.8089,6.3055
2012-05-08,1.3031,79.83,1.6166,0.9218,1.019,0.9955,0.7955,6.8429,7.8204,6.3083
2012-05-09,1.3022,79.72,1.6143,0.9223,1.0135,0.9979,0.79,6.8297,7.8719,6.3081
2012-05-10,1.2975,79.64,1.6126,0.9256,1.0065,1.0037,0.7852,6.8666,7.9999,6.3131
2012-05-11,1.2942,79.7,1.6116,0.9281,1.0107,1.0012,0.7874,6.9146,8.0232,6.313
2012-05-14,1.2902,79.89,1.6087,0.9296,1.0055,0.9988,0.7859,6.949,8.085,6.3145
2012-05-15,1.287,79.87,1.6062,0.9331,0.9977,1.0048,0.7769,7.0012,8.1903,6.319
2012-05-16,1.2851,79.92,1.6048,0.9346,0.9995,1.0015,0.7759,7.0392,8.1947,6.319
2012-05-17,1.2711,80.41,1.5913,0.9449,0.9918,1.0096,0.7655,7.1658,8.3389,6.3248
2012-05-18,1.2694,80.27,1.5856,0.9461,0.9918,1.014,0.7643,7.1967,8.3389,6.3255
2012-05-21,1.2767,79.07,1.581,0.9403,0.9831,1.022,0.756,7.1667,8.336,6.3265
2012-05-22,1.277,79.3,1.5814,0.9406,0.9847,1.0207,0.7576,7.1411,8.2969,6.3258
2012-05-23,1.2755,79.73,1.5769,0.9417,0.9879,1.0185,0.7609,7.1228,8.2527,6.3243
2012-05-24,1.2662,79.37,1.5726,0.9485,0.9756,1.0224,0.7503,7.1638,8.3971,6.3329
2012-05-25,1.2577,79.38,1.5674,0.9549,0.9785,1.0235,0.7543,7.1507,8.3493,6.3393
2012-05-28,1.2541,79.71,1.5671,0.9594,0.977,1.0289,0.7544,7.1551,8.386,6.3455
2012-05-29,1.2583,79.35,1.5698,0.9555,0.9876,1.0229,0.7633,7.1432,8.3052,6.3415
2012-05-30,1.2536,79.53,1.5682,0.9583,0.9847,1.0228,0.7607,7.1621,8.33,6.346
2012-05-31,1.2427,79.07,1.5579,0.9664,0.9757,1.029,0.7572,7.2198,8.4933,6.3558
2012-06-01,1.2403,78.84,1.5504,0.9686,0.9743,1.0279,0.7556,7.2396,8.5025,6.3665
2012-06-04,1.2375,77.9,1.536,0.9688,0.9675,1.0398,0.761,7.2654,8.574,6.3735
2012-06-05,1.2433,78.14,1.5379,0.966,0.9704,1.0392,0.7569,7.2441,8.532,6.3685
2012-06-06,1.2433,78.25,1.5346,0.966,0.9729,1.0413,0.7534,7.2134,8.5006,6.3685
2012-06-07,1.2496,79.16,1.5486,0.961,0.9861,1.0333,0.7633,7.2084,8.426,6.364
2012-06-08,1.2594,79.37,1.5498,0.9538,0.9967,1.0275,0.7723,7.1472,8.3032,6.361
2012-06-11,1.2515,79.65,1.5553,0.96,0.9995,1.0246,0.7683,7.053,8.318,6.372
2012-06-12,1.2563,79.4,1.5543,0.956,0.9957,1.0241,0.7743,7.0757,8.3292,6.3693
2012-06-13,1.2505,79.55,1.5527,0.9604,0.9913,1.0278,0.7756,7.0797,8.4135,6.3705
2012-06-14,1.2533,79.69,1.5563,0.9583,0.9968,1.0262,0.7785,7.0563,8.3992,6.3685
2012-06-15,1.2571,79.29,1.5528,0.9553,0.9951,1.0265,0.7778,7.0419,8.4332,6.3704
2012-06-18,1.2605,79.27,1.5729,0.9515,1.0063,1.0216,0.7882,6.975,8.35,6.3675
2012-06-19,1.2628,79.08,1.5647,0.9511,1.0091,1.0244,0.7916,7.0038,8.3271,6.3658
2012-06-20,1.2611,78.88,1.5664,0.9522,1.0147,1.0229,0.7945,7.0127,8.2843,6.3616
2012-06-21,1.2686,78.97,1.5728,0.9466,1.0194,1.0176,0.7971,6.9684,8.2183,6.36
2012-06-22,1.2672,79.92,1.5705,0.9478,1.0171,1.0205,0.7985,6.9706,8.2403,6.3655
2012-06-25,1.2541,80.16,1.5578,0.9553,1.0061,1.0244,0.789,6.9994,8.3231,6.373
2012-06-26,1.2485,79.82,1.5543,0.9619,0.9997,1.0287,0.7858,7.0583,8.4477,6.372
2012-06-27,1.2491,79.4,1.5638,0.9615,1.0048,1.026,0.7916,7.0582,8.4691,6.3666
2012-06-28,1.2494,79.62,1.562,0.9613,1.0072,1.0252,0.7899,7.0751,8.3818,6.3636
2012-06-29,1.2427,79.39,1.5543,0.9665,1.0059,1.027,0.7902,7.0765,8.4248,6.3635
2012-07-02,1.264,79.61,1.5686,0.9499,1.022,1.0176,0.8009,6.9166,8.1645,6.36
2012-07-03,1.2622,79.64,1.567,0.952,1.0253,1.017,0.8033,6.934,8.1498,6.3518
2012-07-04,1.2581,79.82,1.5677,0.9548,1.026,1.0155,0.8023,6.9358,8.1379,6.352
2012-07-05,1.256,79.85,1.5643,0.9563,1.0272,1.0131,0.8031,6.933,8.1395,6.3479
2012-07-06,1.2514,79.65,1.5587,0.9599,1.0316,1.0125,0.8051,6.9243,8.1546,6.3555
2012-07-09,1.2309,79.62,1.55,0.9782,1.021,1.0183,0.799,7.0208,8.2509,6.3655
2012-07-10,1.2303,79.54,1.549,0.9762,1.0182,1.0197,0.7949,7.024,8.2741,6.3703
2012-07-11,1.2308,79.45,1.5528,0.9758,1.0237,1.0171,0.798,6.9739,8.1786,6.3647
2012-07-12,1.2288,79.25,1.5563,0.9774,1.0274,1.018,0.7991,6.9597,8.1754,6.3653
2012-07-13,1.2189,79.32,1.5453,0.9852,1.0118,1.0237,0.7869,7.0395,8.3545,6.3733
2012-07-16,1.2251,79.24,1.5554,0.9816,1.0232,1.0155,0.7953,7.0342,8.2848,6.3765
2012-07-17,1.2186,79.0,1.5531,0.9856,1.021,1.0151,0.7947,7.0754,8.2654,6.3786
2012-07-18,1.228,79.08,1.5632,0.9781,1.0282,1.0152,0.7976,7.0127,8.2116,6.3763
2012-07-19,1.2234,78.96,1.5604,0.9817,1.0308,1.0133,0.7943,6.9309,8.1861,6.3715
2012-07-20,1.2303,78.61,1.5685,0.9762,1.0431,1.0074,0.8048,6.9139,8.1557,6.3705
2012-07-23,1.2159,78.48,1.5608,0.9875,1.0365,1.0132,0.7977,6.9553,8.2808,6.372
2012-07-24,1.2134,78.18,1.5544,0.9898,1.0295,1.0161,0.7923,6.9658,8.4048,6.3855
2012-07-25,1.2094,78.16,1.5509,0.993,1.0269,1.0194,0.7896,6.9698,8.5138,6.387
2012-07-26,1.2145,78.25,1.5501,0.9889,1.0283,1.0189,0.7873,6.9573,8.4291,6.389
2012-07-27,1.2223,78.23,1.5579,0.9826,1.0388,1.0096,0.7973,6.9191,8.3402,6.3858
2012-07-30,1.2322,78.38,1.5714,0.975,1.0468,1.0052,0.809,6.8617,8.1812,6.382
2012-07-31,1.2265,78.22,1.5708,0.9793,1.0497,1.0039,0.8093,6.8078,8.1974,6.3821
2012-08-01,1.2281,78.2,1.5686,0.9783,1.0524,1.0012,0.8101,6.8129,8.1889,6.3755
2012-08-02,1.2308,78.15,1.5629,0.9758,1.0526,1.0013,0.8126,6.7594,8.2584,6.3798
2012-08-03,1.2271,78.22,1.5548,0.9793,1.0513,1.0029,0.8121,6.7674,8.3102,6.3765
2012-08-06,1.237,78.52,1.5639,0.971,1.0553,1.0015,0.8152,6.7059,8.1429,6.3825
2012-08-07,1.2355,78.29,1.5551,0.9722,1.0548,1.0011,0.8177,6.7531,8.1968,6.378
2012-08-08,1.2416,78.37,1.5655,0.9678,1.0587,0.998,0.8205,6.7086,8.1649,6.3735
2012-08-09,1.2354,78.33,1.5652,0.9723,1.056,0.9971,0.8145,6.7106,8.2051,6.3705
2012-08-10,1.2315,78.36,1.5641,0.9753,1.0576,0.9942,0.8125,6.7063,8.1101,6.365
2012-08-13,1.2292,78.27,1.5685,0.977,1.0563,0.9914,0.8121,6.6655,8.0863,6.3675
2012-08-14,1.2338,78.27,1.5705,0.9734,1.0563,0.991,0.8121,6.6742,8.1046,6.3655
2012-08-15,1.2356,78.54,1.5696,0.972,1.0531,0.9928,0.8093,6.6794,8.1263,6.3641
2012-08-16,1.2286,78.95,1.5683,0.9777,1.0475,0.9924,0.8058,6.6927,8.1887,6.371
2012-08-17,1.2278,79.22,1.5695,0.9782,1.0488,0.9889,0.8078,6.6973,8.249,6.3705
2012-08-20,1.2327,79.5,1.57,0.9753,1.0422,0.989,0.8066,6.6728,8.3223,6.363
2012-08-21,1.2321,79.53,1.5693,0.9748,1.0457,0.9878,0.8093,6.6773,8.3114,6.3624
2012-08-22,1.2421,79.48,1.5757,0.9669,1.051,0.9854,0.8139,6.6461,8.2613,6.359
2012-08-23,1.2453,79.26,1.5788,0.9643,1.0438,0.9924,0.809,6.6799,8.3075,6.358
2012-08-24,1.2553,78.62,1.5877,0.9567,1.0477,0.9907,0.8169,6.6327,8.2891,6.3559
2012-08-27,1.25,78.66,1.5811,0.9602,1.0418,0.9917,0.8131,6.6013,8.3883,6.359
2012-08-28,1.2527,78.72,1.5814,0.9587,1.0399,0.99,0.8113,6.5749,8.3874,6.3615
2012-08-29,1.2542,78.65,1.5786,0.9578,1.0372,0.9889,0.8076,6.5682,8.4063,6.3598
2012-08-30,1.2557,78.58,1.5822,0.9564,1.0363,0.9892,0.8026,6.6566,8.4179,6.3565
2012-08-31,1.2543,78.61,1.5844,0.9574,1.0332,0.9915,0.801,6.6526,8.4712,6.355
2012-09-03,1.2586,78.3,1.5871,0.9556,1.0287,0.9861,0.8016,6.6378,8.4275,6.352
2012-09-04,1.2572,78.31,1.5896,0.9551,1.0246,0.9862,0.7984,6.6883,8.4057,6.3488
2012-09-05,1.2585,78.41,1.5874,0.9544,1.0239,0.9857,0.794,6.6986,8.3788,6.3475
2012-09-06,1.2548,78.39,1.59,0.9574,1.019,0.9882,0.7933,6.7327,8.4313,6.3525
2012-09-07,1.2615,78.45,1.591,0.9542,1.0249,0.9878,0.7978,6.7194,8.3623,6.348
2012-09-10,1.2811,78.21,1.6015,0.9449,1.0382,0.9782,0.8117,6.607,8.1873,6.3435
2012-09-11,1.2784,78.3,1.5994,0.9458,1.0349,0.9767,0.8105,6.6313,8.1783,6.343
2012-09-12,1.2796,78.03,1.6037,0.9429,1.038,0.9737,0.8134,6.6347,8.2031,6.3405
2012-09-13,1.2919,77.79,1.6114,0.9357,1.0487,0.9737,0.821,6.5664,8.2126,6.3305
2012-09-14,1.2905,77.71,1.6104,0.9387,1.0433,0.9761,0.8215,6.6053,8.4278,6.3345
2012-09-17,1.315,78.33,1.623,0.9278,1.0546,0.9704,0.8289,6.5562,8.225,6.3175
2012-09-18,1.3121,78.4,1.6237,0.9269,1.0525,0.9721,0.8288,6.5738,8.2406,6.3245
2012-09-19,1.3063,78.63,1.6256,0.9278,1.0424,0.9754,0.8258,6.5619,8.2583,6.329
2012-09-20,1.3005,78.92,1.6207,0.9295,1.0438,0.9748,0.827,6.5583,8.2446,6.321
2012-09-21,1.2952,78.22,1.6191,0.9333,1.0406,0.9784,0.8244,6.5574,8.3463,6.316
2012-09-24,1.2991,78.12,1.625,0.9304,1.0446,0.9751,0.8286,6.5648,8.2564,6.313
2012-09-25,1.2907,78.04,1.6202,0.937,1.0395,0.9813,0.8208,6.5941,8.2973,6.315
2012-09-26,1.2908,77.78,1.6218,0.9368,1.0413,0.9809,0.8236,6.5538,8.2142,6.313
2012-09-27,1.286,77.71,1.6191,0.9399,1.0368,0.9807,0.8215,6.6098,8.2252,6.306
2012-09-28,1.2863,77.68,1.6198,0.9395,1.0416,0.9832,0.8284,6.581,8.2094,6.313
2012-10-01,1.2857,77.94,1.6169,0.9396,1.0361,0.9829,0.8311,6.564,8.3155,6.301
2012-10-02,1.2898,77.96,1.6145,0.9374,1.0368,0.9832,0.8302,6.5705,8.3069,6.301
2012-10-03,1.2918,78.13,1.6148,0.9368,1.0307,0.9825,0.8314,6.6059,8.3415,6.301
2012-10-04,1.2906,78.23,1.6111,0.9379,1.0217,0.9869,0.8215,6.666,8.4451,6.306
2012-10-05,1.295,78.57,1.6108,0.9359,1.0219,0.9862,0.8201,6.6489,8.4833,6.3055
2012-10-08,1.3049,78.71,1.6123,0.929,1.0163,0.9784,0.8173,6.6009,8.795,6.3018
2012-10-09,1.295,78.19,1.605,0.9349,1.0181,0.9787,0.8175,6.6476,8.9349,6.2925
2012-10-10,1.2925,78.25,1.6015,0.9368,1.0212,0.977,0.8193,6.6693,8.7744,6.2915
2012-10-11,1.2864,78.31,1.6002,0.941,1.0234,0.9779,0.8186,6.6926,8.6871,6.2925
2012-10-12,1.2914,78.35,1.6032,0.936,1.0277,0.9792,0.8181,6.7021,8.6973,6.282
2012-10-15,1.2963,78.42,1.6077,0.9335,1.0262,0.9788,0.8182,6.6995,8.7819,6.272
2012-10-16,1.2962,78.72,1.6055,0.9329,1.0236,0.978,0.8153,6.6764,8.7436,6.2668
2012-10-17,1.3016,78.87,1.609,0.9287,1.0278,0.9824,0.815,6.6253,8.7413,6.2645
2012-10-18,1.3116,78.71,1.6162,0.9224,1.0336,0.9844,0.8187,6.5989,8.6881,6.254
2012-10-19,1.311,79.24,1.6149,0.9225,1.0388,0.9778,0.8214,6.5455,8.6413,6.254
2012-10-22,1.3017,79.36,1.6013,0.9287,1.0317,0.9937,0.8164,6.5864,8.6701,6.2565
2012-10-23,1.3071,79.84,1.6043,0.926,1.0324,0.9932,0.8183,6.575,8.6189,6.2535
2012-10-24,1.3006,79.89,1.5984,0.9301,1.0274,0.9966,0.8145,6.6241,8.7522,6.252
2012-10-25,1.2936,79.77,1.6006,0.9352,1.0327,0.9908,0.8145,6.6935,8.7948,6.2485
2012-10-26,1.2996,80.12,1.6138,0.9307,1.0386,0.9914,0.8232,6.6795,8.716,6.234
2012-10-29,1.2942,79.64,1.6107,0.9347,1.0367,0.9977,0.8226,6.705,8.64,6.2435
2012-10-30,1.291,79.56,1.6064,0.9366,1.0353,0.9995,0.8199,6.6767,8.7039,6.2475
2012-10-31,1.2953,79.42,1.6071,0.9331,1.038,1.0004,0.8227,6.6629,8.6589,6.244
2012-11-01,1.3005,79.84,1.6113,0.9286,1.0392,0.9971,0.8227,6.6162,8.6735,6.2415
2012-11-02,1.2945,80.0,1.6167,0.9328,1.0376,1.0003,0.8236,6.6591,8.659,6.2435
2012-11-05,1.2819,80.36,1.6016,0.9415,1.034,0.9958,0.8249,6.7128,8.7726,6.2425
2012-11-06,1.2799,80.3,1.5979,0.9428,1.0349,0.9958,0.8246,6.7039,8.7562,6.241
2012-11-07,1.2797,80.22,1.5975,0.9434,1.0438,0.9938,0.8272,6.6935,8.6901,6.24
2012-11-08,1.2843,80.33,1.6006,0.9402,1.0461,0.9886,0.8291,6.6657,8.6233,6.235
2012-11-09,1.2736,79.83,1.5943,0.9466,1.0413,0.9969,0.8169,6.7006,8.6931,6.2355
2012-11-12,1.271,79.5,1.5901,0.9485,1.0387,1.0007,0.8146,6.7401,8.715,6.2345
2012-11-13,1.2714,79.43,1.5896,0.9481,1.0429,0.9996,0.8166,6.753,8.7116,6.224
2012-11-14,1.2682,79.47,1.5897,0.9499,1.0414,1.0014,0.8175,6.7763,8.7964,6.2185
2012-11-15,1.2748,79.98,1.5871,0.9444,1.0443,1.0006,0.8168,6.7681,8.8208,6.213
2012-11-16,1.276,81.23,1.5852,0.9436,1.034,1.0009,0.8117,6.7769,8.914,6.2275
2012-11-19,1.2733,81.26,1.5884,0.9459,1.0339,1.0012,0.8125,6.7931,8.877,6.2425
2012-11-20,1.2769,81.17,1.5912,0.9433,1.0395,0.9987,0.8171,6.7641,8.8419,6.235
2012-11-21,1.2811,81.26,1.5925,0.9406,1.0402,0.9967,0.8175,6.7334,8.8761,6.233
2012-11-22,1.279,82.3,1.5906,0.9414,1.0365,0.997,0.8135,6.7586,8.8978,6.232
2012-11-23,1.2863,82.62,1.5949,0.9365,1.0366,0.9965,0.8143,6.6998,8.974,6.2305
2012-11-26,1.2973,82.37,1.6031,0.9295,1.0459,0.9929,0.8232,6.6278,8.8778,6.23
2012-11-27,1.2966,82.05,1.6021,0.9289,1.0452,0.9934,0.8236,6.6336,8.8707,6.2265
2012-11-28,1.2945,82.11,1.6026,0.9302,1.0474,0.9921,0.8223,6.669,8.8485,6.222
2012-11-29,1.2921,81.87,1.6006,0.9315,1.0448,0.9938,0.8216,6.6859,8.8679,6.2235
2012-11-30,1.2987,82.1,1.6018,0.9272,1.0462,0.9915,0.8263,6.6231,8.7607,6.209
2012-12-03,1.2986,82.29,1.6009,0.9278,1.0432,0.9931,0.8206,6.669,8.9008,6.2115
2012-12-04,1.3034,82.13,1.6059,0.9253,1.042,0.9925,0.8209,6.6539,8.8586,6.2155
2012-12-05,1.3074,82.0,1.6118,0.9265,1.0468,0.9943,0.8242,6.6111,8.8496,6.2085
2012-12-06,1.3087,82.2,1.6103,0.9285,1.0465,0.9923,0.825,6.6075,8.7783,6.2115
2012-12-07,1.3075,82.37,1.6115,0.9271,1.0484,0.9908,0.8306,6.599,8.7455,6.2105
2012-12-10,1.2905,82.41,1.6026,0.9365,1.0488,0.988,0.8313,6.6872,8.675,6.213
2012-12-11,1.2909,82.15,1.6043,0.9345,1.0482,0.9879,0.8332,6.6882,8.6817,6.2109
2012-12-12,1.2958,82.53,1.6079,0.9347,1.0491,0.9875,0.8382,6.6697,8.6866,6.2235
2012-12-13,1.3028,82.85,1.6142,0.9301,1.0539,0.9858,0.8413,6.6213,8.6698,6.2285
2012-12-14,1.3057,83.41,1.6124,0.9265,1.0544,0.9837,0.8441,6.6651,8.6541,6.2215
2012-12-17,1.3177,84.3,1.6165,0.9172,1.0567,0.9868,0.8458,6.6697,8.629,6.2215
2012-12-18,1.3156,83.71,1.6211,0.9181,1.0534,0.9881,0.844,6.6464,8.594,6.215
2012-12-19,1.3183,83.84,1.6214,0.9162,1.053,0.9845,0.8424,6.6165,8.5622,6.2083
2012-12-20,1.3273,84.43,1.6293,0.9105,1.0509,0.9859,0.8373,6.5468,8.4931,6.2053
