,EUR,JPY,GBP,CHF,AUD,CAD,NZD,SEK,ZAR,CNH
2015-03-17,1.0532,121.28,1.4783,1.0041,0.7643,1.2761,0.7363,8.6926,12.4313,6.276
2015-03-18,1.0615,121.25,1.4771,1.0023,0.7655,1.2767,0.7371,8.6371,12.3636,6.2471
2015-03-19,1.0624,121.15,1.4677,1.0021,0.7619,1.2793,0.7322,8.6479,12.3672,6.2372
2015-03-20,1.0694,120.61,1.49,0.9924,0.7689,1.2664,0.7424,8.6662,12.171,6.213
2015-03-23,1.0837,120.04,1.4956,0.9757,0.7775,1.2565,0.7565,8.6071,12.0672,6.2013
2015-03-24,1.0866,119.85,1.4914,0.9728,0.7801,1.2573,0.7595,8.5571,12.0427,6.2094
2015-03-25,1.0997,119.32,1.4924,0.957,0.7902,1.2475,0.7668,8.4656,11.843,6.2085
2015-03-26,1.0972,119.62,1.4876,0.9572,0.7877,1.2502,0.7659,8.4837,11.7934,6.2144
2015-03-27,1.1009,118.72,1.4923,0.9526,0.7863,1.2433,0.7641,8.467,11.9226,6.2117
2015-03-30,1.0891,119.2,1.4878,0.9615,0.7746,1.2609,0.7573,8.6027,12.0345,6.2113
2015-03-31,1.0831,119.78,1.4801,0.9647,0.7669,1.2642,0.7524,8.5993,12.0995,6.2102
2015-04-01,1.0739,119.91,1.4799,0.9728,0.7613,1.2746,0.7479,8.6457,12.2217,6.2049
2015-04-02,1.0757,120.1,1.4774,0.9687,0.76,1.2684,0.7424,8.6251,12.0732,6.2064
2015-04-03,1.0818,119.63,1.4784,0.961,0.7548,1.2632,0.7463,8.6362,12.02,6.2047
2015-04-06,1.0967,118.94,1.4915,0.9518,0.7617,1.2479,0.7584,8.5493,11.7903,6.1969
2015-04-07,1.0987,119.1,1.4941,0.9513,0.7629,1.2479,0.7594,8.5456,11.779,6.1963
2015-04-08,1.0858,119.9,1.4887,0.9616,0.7682,1.2476,0.754,8.6328,11.7989,6.1992
2015-04-09,1.0872,119.71,1.4942,0.9606,0.7722,1.2423,0.7592,8.6219,11.7897,6.2056
2015-04-10,1.0763,119.97,1.4823,0.9705,0.7734,1.2526,0.7599,8.6844,11.8221,6.2142
2015-04-13,1.0598,120.21,1.4643,0.9798,0.7681,1.2574,0.7533,8.8161,11.985,6.2148
2015-04-14,1.0526,120.68,1.4598,0.9861,0.7571,1.2644,0.7431,8.877,12.1684,6.2287
2015-04-15,1.0573,119.65,1.4649,0.9771,0.7576,1.2576,0.7448,8.8226,12.1072,6.2153
2015-04-16,1.0585,119.47,1.4738,0.976,0.7595,1.2526,0.7501,8.8018,12.1382,6.2071
2015-04-17,1.0713,118.99,1.4908,0.9639,0.7783,1.2273,0.7643,8.656,12.0325,6.1933
2015-04-20,1.0822,118.79,1.496,0.952,0.784,1.2251,0.7705,8.625,12.0525,6.1961
2015-04-21,1.0726,119.07,1.4917,0.9596,0.7779,1.2231,0.7687,8.6762,12.0625,6.1988
2015-04-22,1.0682,119.44,1.4879,0.9591,0.7725,1.224,0.7687,8.6929,12.1304,6.1997
2015-04-23,1.0768,119.43,1.5037,0.9546,0.7793,1.2238,0.7722,8.6377,12.087,6.1908
2015-04-24,1.074,119.94,1.5007,0.965,0.7723,1.2239,0.7557,8.7407,12.2664,6.196
2015-04-27,1.0866,118.94,1.5172,0.9547,0.7818,1.2192,0.7596,8.6311,12.1278,6.1941
2015-04-28,1.0846,119.31,1.5133,0.9554,0.7817,1.2155,0.7607,8.6266,12.1016,6.2168
2015-04-29,1.0942,118.87,1.5289,0.9558,0.7942,1.2059,0.7691,8.5758,11.9068,6.2054
2015-04-30,1.0995,119.32,1.5369,0.9549,0.7984,1.206,0.7686,8.4083,11.8758,6.2024
2015-05-01,1.1192,118.95,1.5425,0.9359,0.7917,1.2042,0.7618,8.2798,11.8339,6.2057
2015-05-04,1.12,120.11,1.5154,0.9328,0.7839,1.2164,0.7532,8.3998,12.0569,6.2088
2015-05-05,1.1135,120.22,1.5106,0.9354,0.7829,1.2124,0.753,8.3819,12.0387,6.2133
2015-05-06,1.1127,120.41,1.5132,0.9336,0.7871,1.2095,0.7504,8.3796,12.0313,6.2088
2015-05-07,1.123,119.79,1.5224,0.924,0.7988,1.2028,0.7494,8.2934,12.0483,6.2069
2015-05-08,1.1344,119.09,1.5218,0.9086,0.796,1.207,0.7474,8.1964,12.0512,6.2115
2015-05-11,1.1197,119.73,1.5447,0.9311,0.7947,1.2076,0.752,8.26,11.9109,6.21
2015-05-12,1.1154,119.87,1.5483,0.9318,0.7899,1.2127,0.7384,8.2931,11.997,6.2118
2015-05-13,1.1253,119.95,1.5672,0.9235,0.7976,1.2037,0.7383,8.2869,12.1193,6.2096
2015-05-14,1.1225,119.76,1.5683,0.9281,0.8039,1.1979,0.744,8.2962,11.9833,6.2042
2015-05-15,1.1434,119.22,1.5797,0.9085,0.8097,1.1948,0.7498,8.2075,11.862,6.2002
2015-05-18,1.1446,119.3,1.5734,0.9159,0.8026,1.2006,0.7439,8.1976,11.777,6.2043
2015-05-19,1.1417,119.68,1.5684,0.9173,0.8004,1.2053,0.7419,8.217,11.8386,6.2039
2015-05-20,1.1215,120.06,1.552,0.9302,0.7972,1.2174,0.7413,8.3043,11.8366,6.2059
2015-05-21,1.1093,121.0,1.5521,0.9401,0.7891,1.2235,0.7326,8.3863,11.957,6.2073
2015-05-22,1.1165,120.99,1.5687,0.9321,0.7894,1.2198,0.7321,8.2922,11.7732,6.1989
2015-05-25,1.1005,121.5,1.5482,0.9443,0.7823,1.2285,0.7319,8.3945,11.8618,6.2021
2015-05-26,1.0975,121.49,1.549,0.9432,0.7837,1.2284,0.7312,8.3987,11.9452,6.2019
2015-05-27,1.0907,122.61,1.5413,0.9485,0.7802,1.2369,0.7295,8.4282,11.9741,6.2056
2015-05-28,1.088,123.58,1.5383,0.9495,0.7716,1.245,0.723,8.5277,12.1098,6.2061
2015-05-29,1.0929,124.07,1.5292,0.9464,0.7654,1.2489,0.722,8.4743,12.0883,6.2048
2015-06-01,1.0985,124.08,1.5284,0.9404,0.7642,1.2434,0.7105,8.5249,12.1769,6.2052
2015-06-02,1.0923,124.06,1.5207,0.9453,0.7631,1.2484,0.7118,8.5618,12.2785,6.2049
2015-06-03,1.1019,124.79,1.5238,0.9404,0.7683,1.2523,0.7109,8.5207,12.3022,6.2029
2015-06-04,1.1121,124.46,1.5284,0.9364,0.7765,1.2452,0.7136,8.4572,12.2824,6.2006
2015-06-05,1.1358,124.07,1.5431,0.9296,0.7754,1.2442,0.7149,8.245,12.369,6.2048
2015-06-08,1.1112,125.56,1.5262,0.9429,0.762,1.2438,0.7038,8.3812,12.6445,6.211
2015-06-09,1.1131,125.33,1.5237,0.9401,0.7633,1.2445,0.707,8.4271,12.5961,6.2153
2015-06-10,1.1266,124.06,1.529,0.9275,0.7686,1.2382,0.7141,8.3182,12.4903,6.2129
2015-06-11,1.1295,123.18,1.5463,0.9288,0.7739,1.2252,0.7189,8.3051,12.3552,6.21
2015-06-12,1.1267,123.65,1.5467,0.9342,0.7731,1.2305,0.7008,8.2198,12.4279,6.2109
2015-06-15,1.1227,123.4,1.5564,0.9286,0.7734,1.2326,0.6982,8.2111,12.4078,6.2169
2015-06-16,1.1217,123.6,1.5498,0.9332,0.7731,1.2354,0.6977,8.1861,12.4264,6.2135
2015-06-17,1.1251,123.54,1.5583,0.9317,0.7737,1.2341,0.6975,8.1793,12.4431,6.2108
2015-06-18,1.1253,123.91,1.5742,0.929,0.7674,1.2314,0.6928,8.1893,12.426,6.2089
2015-06-19,1.1397,122.7,1.5902,0.9167,0.7819,1.2166,0.6937,8.0648,12.1852,6.2046
2015-06-22,1.1363,122.69,1.5868,0.9172,0.7758,1.2259,0.6899,8.1217,12.1598,6.2077
2015-06-23,1.1343,123.23,1.5819,0.9206,0.7759,1.2239,0.6877,8.1383,12.1519,6.2045
2015-06-24,1.122,123.69,1.5778,0.9326,0.7713,1.2343,0.6842,8.2102,12.1579,6.2022
2015-06-25,1.1202,123.92,1.5755,0.9319,0.7741,1.2302,0.6883,8.2221,12.1438,6.2036
2015-06-26,1.1198,123.66,1.5711,0.9398,0.7739,1.2386,0.6906,8.2271,12.105,6.2048
2015-06-29,1.1036,122.62,1.5684,0.9353,0.7629,1.2342,0.6806,8.3588,12.3102,6.2092
2015-06-30,1.1124,122.85,1.5693,0.9338,0.7661,1.2358,0.6834,8.314,12.2427,6.2092
2015-07-01,1.1185,122.41,1.5718,0.9295,0.7678,1.2381,0.6754,8.2401,12.237,6.2061
2015-07-02,1.111,122.92,1.5659,0.9418,0.7703,1.2519,0.6778,8.3158,12.1729,6.2043
2015-07-03,1.1071,123.48,1.5595,0.9491,0.7603,1.2623,0.6679,8.4423,12.3484,6.203
2015-07-06,1.1003,122.15,1.5518,0.9438,0.7489,1.2556,0.667,8.472,12.3618,6.2076
2015-07-07,1.1032,122.78,1.5558,0.9456,0.7489,1.263,0.6687,8.5024,12.4067,6.2154
2015-07-08,1.0986,122.51,1.546,0.948,0.7435,1.2708,0.6642,8.4924,12.4626,6.2204
2015-07-09,1.1011,121.55,1.5363,0.9475,0.7419,1.2724,0.6699,8.5283,12.5162,6.2162
2015-07-10,1.1041,121.45,1.5385,0.9497,0.743,1.2722,0.6716,8.4802,12.5117,6.2163
2015-07-13,1.1099,121.99,1.551,0.9406,0.7438,1.2671,0.6701,8.4576,12.4729,6.2149
2015-07-14,1.1067,123.38,1.556,0.9473,0.743,1.2717,0.6703,8.4804,12.4976,6.2158
2015-07-15,1.1022,123.4,1.5573,0.9461,0.7432,1.2795,0.668,8.5314,12.4007,6.2152
2015-07-16,1.102,123.55,1.5633,0.9475,0.7455,1.2759,0.6688,8.5045,12.3566,6.2126
2015-07-17,1.0887,124.05,1.5613,0.9568,0.7397,1.2944,0.6521,8.5397,12.4338,6.2159
2015-07-20,1.0835,124.08,1.5603,0.9616,0.7375,1.2983,0.6522,8.6391,12.3636,6.2121
2015-07-21,1.0839,124.25,1.5563,0.9625,0.7376,1.2987,0.658,8.6427,12.43,6.2142
2015-07-22,1.0859,124.39,1.5544,0.9606,0.737,1.2996,0.6609,8.6272,12.4151,6.2101
2015-07-23,1.0925,123.82,1.5606,0.9598,0.7409,1.298,0.6609,8.5939,12.3564,6.2114
2015-07-24,1.0996,123.78,1.5594,0.955,0.7409,1.2971,0.6681,8.5762,12.422,6.2141
2015-07-27,1.097,123.79,1.55,0.9625,0.7276,1.3047,0.6577,8.596,12.6316,6.2273
2015-07-28,1.1067,123.32,1.5512,0.9573,0.7293,1.301,0.6607,8.5432,12.637,6.2258
2015-07-29,1.1031,123.78,1.559,0.9658,0.7314,1.3019,0.6659,8.5483,12.5545,6.2189
2015-07-30,1.1052,123.62,1.5641,0.9617,0.7308,1.294,0.6672,8.5699,12.5816,6.219
2015-07-31,1.0962,124.34,1.5619,0.9712,0.7281,1.2971,0.6611,8.645,12.6906,6.2213
2015-08-03,1.0973,124.03,1.5629,0.967,0.7306,1.3096,0.6589,8.6415,12.6778,6.2191
2015-08-04,1.0964,124.22,1.56,0.9669,0.7278,1.3164,0.6592,8.6428,12.7341,6.2187
2015-08-05,1.0977,123.94,1.5595,0.9684,0.7395,1.3138,0.6608,8.6236,12.6563,6.2152
2015-08-06,1.0867,124.4,1.5592,0.979,0.7362,1.3189,0.6532,8.7196,12.7902,6.2178
2015-08-07,1.0906,124.83,1.5587,0.9822,0.7326,1.3174,0.6537,8.7401,12.7626,6.2191
2015-08-10,1.0972,124.16,1.5475,0.9813,0.7401,1.3128,0.6614,8.7537,12.6175,6.2229
2015-08-11,1.0932,124.74,1.5472,0.985,0.7357,1.316,0.6562,8.7872,12.7215,6.216
2015-08-12,1.1034,124.95,1.5576,0.9844,0.7319,1.3073,0.6546,8.6849,12.7294,6.3918
2015-08-13,1.1144,124.36,1.5587,0.9761,0.7336,1.3021,0.6586,8.5937,12.7814,6.5245
2015-08-14,1.1114,124.52,1.5626,0.9792,0.7337,1.2998,0.6575,8.5003,12.793,6.4687
2015-08-17,1.1108,124.28,1.5634,0.9767,0.7384,1.3089,0.6542,8.5084,12.824,6.4568
2015-08-18,1.1086,124.55,1.5631,0.9773,0.7358,1.3135,0.6547,8.506,12.9172,6.4476
2015-08-19,1.1063,124.28,1.5703,0.9779,0.7346,1.3103,0.6584,8.5178,12.9037,6.4373
2015-08-20,1.1039,124.36,1.567,0.9736,0.7348,1.3066,0.658,8.5667,12.8913,6.4414
2015-08-21,1.1177,123.98,1.5649,0.9626,0.7305,1.3155,0.6599,8.4953,12.9776,6.4479
2015-08-24,1.137,122.13,1.5701,0.9483,0.7311,1.3183,0.6682,8.3664,12.9683,6.4543
2015-08-25,1.1491,120.12,1.5717,0.9397,0.7223,1.3247,0.657,8.2735,13.2299,6.5004
2015-08-26,1.1496,120.14,1.5792,0.9419,0.7227,1.3187,0.6537,8.3094,13.0596,6.4879
2015-08-27,1.1421,119.53,1.5625,0.9439,0.7141,1.3285,0.65,8.4413,13.1231,6.4879
2015-08-28,1.1286,120.21,1.5453,0.9535,0.7145,1.3207,0.6471,8.4862,13.0896,6.4783
2015-08-31,1.1177,121.65,1.5396,0.9628,0.7158,1.3205,0.6465,8.4781,13.2997,6.4627
2015-09-01,1.121,121.24,1.5419,0.9644,0.7133,1.3243,0.6414,8.4662,13.3383,6.4457
2015-09-02,1.1271,120.12,1.5354,0.9625,0.7079,1.3171,0.6353,8.4338,13.3323,6.4243
2015-09-03,1.1267,119.98,1.5275,0.9649,0.7002,1.3275,0.633,8.4499,13.473,6.4549
2015-09-04,1.1224,120.28,1.5281,0.9701,0.7005,1.3261,0.6348,8.3591,13.5899,6.4489
2015-09-07,1.116,118.96,1.5181,0.9724,0.6919,1.3265,0.6291,8.4363,13.8388,6.4695
2015-09-08,1.115,119.39,1.5262,0.9742,0.6938,1.3289,0.6259,8.4528,13.9321,6.4818
2015-09-09,1.1156,120.0,1.5372,0.9782,0.6982,1.3246,0.6278,8.4412,13.8196,6.4558
2015-09-10,1.115,120.61,1.536,0.9763,0.7041,1.3236,0.6378,8.4487,13.6611,6.4671
2015-09-11,1.1191,121.25,1.5385,0.9777,0.7074,1.3223,0.6298,8.4121,13.839,6.3936
2015-09-14,1.1338,120.55,1.5428,0.9695,0.7086,1.3258,0.6304,8.2383,13.5646,6.414
2015-09-15,1.1321,120.3,1.5431,0.9701,0.7127,1.3242,0.6333,8.2399,13.5696,6.4006
2015-09-16,1.1304,119.7,1.5428,0.9699,0.713,1.3245,0.6335,8.2421,13.4191,6.4002
2015-09-17,1.1223,120.55,1.5429,0.9757,0.7154,1.3236,0.6342,8.308,13.378,6.4056
2015-09-18,1.1325,120.97,1.5531,0.9686,0.7163,1.3195,0.6338,8.248,13.3798,6.4103
2015-09-21,1.1301,119.75,1.5539,0.9682,0.7194,1.3213,0.6407,8.2724,13.2887,6.3878
2015-09-22,1.1282,120.33,1.5533,0.9669,0.7162,1.3191,0.6345,8.267,13.327,6.4055
2015-09-23,1.1159,119.93,1.544,0.9747,0.7101,1.325,0.6317,8.3634,13.625,6.4069
2015-09-24,1.1161,120.24,1.5313,0.9761,0.7049,1.3262,0.629,8.3962,13.6839,6.4324
2015-09-25,1.123,119.63,1.5269,0.9734,0.6949,1.3369,0.6278,8.3941,13.9775,6.4297
2015-09-28,1.1196,120.55,1.5189,0.9785,0.7014,1.333,0.637,8.4082,13.8538,6.4016
2015-09-29,1.1179,120.07,1.5201,0.9804,0.7007,1.3348,0.636,8.4581,13.9794,6.3797
2015-09-30,1.1235,119.92,1.5191,0.9726,0.6983,1.3407,0.6352,8.4102,13.9515,6.3426
2015-10-01,1.1215,120.24,1.5199,0.9733,0.7033,1.3397,0.6384,8.3835,13.8344,6.3591
2015-10-02,1.1147,120.03,1.5134,0.9783,0.7071,1.3267,0.6437,8.4002,13.8098,6.3673
2015-10-05,1.122,119.94,1.5164,0.9709,0.7044,1.3171,0.6429,8.3556,13.7428,6.36
2015-10-06,1.1245,120.23,1.5191,0.9719,0.7098,1.3093,0.6516,8.3184,13.5863,6.3476
2015-10-07,1.1216,120.36,1.5163,0.9745,0.7109,1.3095,0.6486,8.3058,13.6857,6.3557
2015-10-08,1.1255,120.06,1.5313,0.9672,0.7208,1.3022,0.6618,8.2493,13.4326,6.3398
2015-10-09,1.1294,119.83,1.5344,0.9678,0.7188,1.3039,0.6605,8.2283,13.4979,6.3531
2015-10-12,1.136,120.24,1.5325,0.9611,0.733,1.2955,0.6681,8.1985,13.3069,6.3427
2015-10-13,1.1369,120.13,1.5345,0.9614,0.7362,1.2939,0.6715,8.1769,13.2894,6.3172
2015-10-14,1.1381,119.74,1.5243,0.9595,0.7293,1.3058,0.6697,8.1302,13.4372,6.3447
2015-10-15,1.1406,119.5,1.536,0.9558,0.7243,1.3014,0.6729,8.1291,13.4345,6.3517
2015-10-16,1.1435,118.25,1.5487,0.9509,0.7347,1.2891,0.6877,8.1414,13.1075,6.346
2015-10-19,1.1353,119.5,1.5426,0.9536,0.7269,1.2915,0.6811,8.243,13.1125,6.3645
2015-10-20,1.1321,119.43,1.5494,0.9565,0.73,1.291,0.6816,8.2811,13.1081,6.3739
2015-10-21,1.1382,119.65,1.548,0.9506,0.7282,1.3005,0.6842,8.2827,13.2225,6.3719
2015-10-22,1.1359,120.0,1.5451,0.9581,0.7223,1.3012,0.6731,8.2956,13.4174,6.3689
2015-10-23,1.1314,119.73,1.5479,0.9621,0.7219,1.3116,0.6777,8.3282,13.535,6.3833
2015-10-26,1.1009,121.45,1.5312,0.9785,0.7216,1.3174,0.6751,8.5038,13.6569,6.394
2015-10-27,1.1034,121.07,1.534,0.9809,0.7248,1.3142,0.6766,8.483,13.6276,6.3906
2015-10-28,1.1056,120.42,1.5342,0.9844,0.7246,1.3192,0.6784,8.4898,13.6831,6.3916
2015-10-29,1.1065,120.31,1.5295,0.9832,0.7135,1.3234,0.6727,8.4638,13.628,6.4013
2015-10-30,1.097,120.83,1.527,0.9898,0.7104,1.3205,0.6708,8.5191,13.7587,6.3581
2015-11-02,1.1015,120.66,1.5457,0.9879,0.7132,1.3078,0.6775,8.5177,13.8043,6.3263
2015-11-03,1.1026,120.57,1.5472,0.9857,0.7139,1.3109,0.6749,8.5015,13.7976,6.347
2015-11-04,1.0973,120.85,1.5408,0.9888,0.7173,1.3114,0.6712,8.5506,13.8656,6.3511
2015-11-05,1.0924,121.2,1.5416,0.9904,0.7189,1.3066,0.6642,8.5591,13.7798,6.3505
2015-11-06,1.0861,121.89,1.538,0.9965,0.7137,1.3167,0.6613,8.6397,13.9644,6.371
2015-11-09,1.0735,123.13,1.5057,1.0058,0.7041,1.3301,0.6526,8.7271,14.1661,6.3922
2015-11-10,1.0777,123.44,1.5085,1.0031,0.7058,1.3277,0.6545,8.6817,14.2631,6.3919
2015-11-11,1.0735,123.15,1.5108,1.0041,0.7056,1.3275,0.6545,8.6895,14.3154,6.391
2015-11-12,1.0739,123.06,1.5161,1.0053,0.7056,1.327,0.655,8.6815,14.2115,6.3948
2015-11-13,1.0727,122.98,1.519,1.0043,0.7136,1.3272,0.655,8.6726,14.2108,6.3937
2015-11-16,1.0752,122.39,1.523,1.0058,0.7126,1.3325,0.6531,8.696,14.3934,6.4074
2015-11-17,1.0721,122.98,1.5205,1.0066,0.7108,1.3317,0.6484,8.6933,14.4156,6.3988
2015-11-18,1.0664,123.27,1.5199,1.0117,0.7115,1.331,0.6479,8.7271,14.2896,6.404
2015-11-19,1.0674,123.3,1.5229,1.0138,0.711,1.3308,0.6481,8.7069,14.2237,6.414
2015-11-20,1.0702,123.15,1.5269,1.0183,0.7171,1.3254,0.6519,8.6901,14.1447,6.4108
2015-11-23,1.0646,122.8,1.5199,1.0192,0.7234,1.3337,0.6571,8.7189,13.9693,6.4167
2015-11-24,1.0623,123.18,1.5151,1.0208,0.7178,1.3417,0.6503,8.712,14.0425,6.4307
2015-11-25,1.0651,122.58,1.5125,1.0171,0.7214,1.3357,0.6516,8.7006,14.0868,6.4314
2015-11-26,1.0595,122.6,1.5069,1.0214,0.7259,1.3311,0.6564,8.7404,14.0487,6.4228
2015-11-27,1.0614,122.56,1.508,1.0241,0.7221,1.3304,0.6572,8.7288,14.2067,6.4351
2015-11-30,1.0592,122.63,1.504,1.0294,0.7198,1.3368,0.6534,8.7381,14.3798,6.4533
2015-12-01,1.0576,123.02,1.5018,1.0304,0.7208,1.3375,0.6556,8.7107,14.3861,6.4327
2015-12-02,1.0594,123.14,1.5093,1.0282,0.7282,1.333,0.6646,8.6912,14.4181,6.4487
2015-12-03,1.0591,123.12,1.5045,1.0266,0.7329,1.3371,0.6665,8.6998,14.3513,6.4415
2015-12-04,1.0563,123.46,1.4941,1.0233,0.7326,1.3325,0.6655,8.7026,14.3405,6.4493
2015-12-07,1.0872,123.19,1.5108,0.9969,0.7344,1.3363,0.6741,8.4836,14.3477,6.4455
2015-12-08,1.0814,123.39,1.5081,1.0015,0.7304,1.3426,0.6672,8.5357,14.4703,6.4724
2015-12-09,1.0845,123.17,1.5008,0.998,0.7219,1.3538,0.6628,8.5405,14.5963,6.4944
2015-12-10,1.0931,122.66,1.5069,0.9907,0.719,1.3574,0.6609,8.46,14.6204,6.5202
2015-12-11,1.094,121.68,1.5176,0.9889,0.7297,1.3544,0.6739,8.4777,15.0661,6.5274
2015-12-14,1.0985,120.98,1.522,0.9828,0.7201,1.3741,0.6715,8.5031,15.8827,6.5323
2015-12-15,1.0952,121.19,1.5157,0.9849,0.721,1.3727,0.6735,8.5212,15.1304,6.5548
2015-12-16,1.1006,121.05,1.5137,0.9838,0.7263,1.3685,0.6798,8.416,14.8749,6.5312
2015-12-17,1.0921,121.99,1.5022,0.9904,0.7193,1.3763,0.675,8.5003,14.9897,6.5389
2015-12-18,1.085,122.43,1.4927,0.997,0.7197,1.3833,0.6755,8.5535,14.9691,6.5612
2015-12-21,1.0858,121.19,1.4899,0.9926,0.7176,1.3941,0.6738,8.5554,15.0958,6.554
2015-12-22,1.0866,121.32,1.4893,0.9956,0.7161,1.3947,0.6749,8.556,15.048,6.5568
2015-12-23,1.0931,121.06,1.4885,0.9911,0.7229,1.3941,0.6815,8.4749,15.1209,6.5338
2015-12-24,1.0921,120.97,1.4876,0.9897,0.7224,1.393,0.6797,8.4656,15.2555,6.5464
2015-12-25,1.0957,120.3,1.4893,0.9864,0.7276,1.3858,0.6825,8.3961,15.2001,6.5454
2015-12-28,1.0952,120.26,1.4915,0.988,0.7281,1.3835,0.6836,8.405,15.2126,6.5391
2015-12-29,1.0985,120.55,1.4914,0.9874,0.726,1.3884,0.6838,8.3696,15.2443,6.5591
2015-12-30,1.0967,120.42,1.4844,0.9887,0.7271,1.3916,0.6864,8.3533,15.2965,6.5747
2015-12-31,1.0922,120.45,1.4818,0.9904,0.7294,1.387,0.6852,8.392,15.3811,6.5694
2016-01-01,1.091,120.39,1.4814,0.9924,0.7314,1.3891,0.6854,8.4162,15.6326,6.5703
2016-01-04,1.0858,120.26,1.4747,1.0013,0.7287,1.3848,0.6835,8.4513,15.4735,6.5727
2016-01-05,1.0906,119.0,1.479,0.9985,0.7213,1.3906,0.677,8.4142,15.5553,6.6261
2016-01-06,1.0768,119.12,1.4665,1.0075,0.7171,1.3941,0.6702,8.5682,15.6606,6.6447
2016-01-07,1.0736,118.41,1.4656,1.0095,0.7067,1.4093,0.664,8.6084,15.7898,6.7128
2016-01-08,1.0838,117.62,1.4563,1.0022,0.7002,1.4127,0.6632,8.5667,16.07,6.6908
2016-01-11,1.0909,117.42,1.4532,0.9954,0.6968,1.4165,0.656,8.4967,16.3638,6.6824
2016-01-12,1.0901,117.61,1.4563,0.9958,0.7,1.4118,0.6555,8.508,16.5583,6.6133
2016-01-13,1.0848,117.81,1.4441,1.0011,0.699,1.4215,0.6546,8.536,16.6199,6.5839
2016-01-14,1.0813,118.3,1.4432,1.0081,0.703,1.4211,0.6564,8.5594,16.511,6.5742
2016-01-15,1.0923,117.72,1.437,1.0028,0.6923,1.438,0.6436,8.5062,16.6311,6.6173
2016-01-18,1.0919,116.89,1.4263,1.0016,0.6851,1.453,0.6443,8.5839,16.7554,6.6171
2016-01-19,1.089,117.44,1.4283,1.005,0.6892,1.4489,0.6468,8.5861,16.7477,6.5888
2016-01-20,1.0873,117.98,1.4314,1.0076,0.6938,1.4459,0.6497,8.5628,16.6483,6.5975
2016-01-21,1.0926,116.43,1.4168,1.0017,0.6852,1.4634,0.6363,8.5465,16.8141,6.6076
2016-01-22,1.0891,116.97,1.4148,1.0065,0.6909,1.4481,0.6424,8.5804,16.6804,6.6066
2016-01-25,1.08,118.74,1.4276,1.0159,0.6994,1.4128,0.6485,8.5834,16.5093,6.6204
2016-01-26,1.0815,118.4,1.4243,1.0149,0.6984,1.4187,0.6486,8.5778,16.4582,6.6174
2016-01-27,1.0827,118.38,1.42,1.0155,0.6975,1.4244,0.6453,8.5567,16.5522,6.6098
2016-01-28,1.087,118.28,1.4308,1.0157,0.7037,1.4127,0.6499,8.5249,16.4145,6.616
2016-01-29,1.0906,118.85,1.4328,1.0135,0.7076,1.4075,0.6463,8.5146,16.3418,6.6154
2016-02-01,1.0834,121.15,1.4251,1.0225,0.7083,1.3997,0.6488,8.574,15.8901,6.596
2016-02-02,1.086,121.27,1.4275,1.0222,0.7066,1.4038,0.6464,8.5528,16.0152,6.6055
2016-02-03,1.0912,120.78,1.4388,1.022,0.7052,1.4009,0.6489,8.5536,16.0539,6.622
2016-02-04,1.0931,119.26,1.4477,1.0161,0.7051,1.4015,0.6583,8.5504,16.22,6.6405
2016-02-05,1.1182,117.46,1.4655,1.0013,0.723,1.3663,0.6725,8.3777,15.8188,6.6036
2016-02-08,1.1158,116.97,1.4499,0.9913,0.7072,1.3903,0.6622,8.4534,15.8585,6.58
2016-02-09,1.1162,116.7,1.4453,0.9921,0.7089,1.3894,0.6629,8.4374,16.0932,6.5726
2016-02-10,1.1212,115.34,1.4467,0.9802,0.7044,1.3864,0.6614,8.4699,16.1239,6.5756
2016-02-11,1.126,115.02,1.4519,0.9745,0.71,1.3868,0.6657,8.4316,15.8923,6.5331
2016-02-12,1.1313,111.73,1.4459,0.97,0.7041,1.396,0.6654,8.3983,15.8806,6.5391
2016-02-15,1.1261,113.15,1.4501,0.9764,0.7109,1.3852,0.663,8.4133,15.8358,6.5085
2016-02-16,1.1199,113.94,1.4491,0.9833,0.7156,1.3824,0.6671,8.4688,15.8162,6.495
2016-02-17,1.1175,113.75,1.4463,0.9869,0.7158,1.3791,0.6601,8.4793,15.7523,6.5165
2016-02-18,1.1133,114.12,1.4314,0.9908,0.7131,1.3837,0.6597,8.5084,15.7172,6.5303
2016-02-19,1.1126,113.89,1.4337,0.9931,0.7162,1.3683,0.6631,8.4548,15.4013,6.5216
2016-02-22,1.1124,112.7,1.4331,0.9901,0.7152,1.3774,0.6638,8.4548,15.415,6.5245
2016-02-23,1.1063,113.15,1.4165,0.9948,0.719,1.377,0.6667,8.4793,15.3072,6.5243
2016-02-24,1.1012,112.01,1.4097,0.994,0.7249,1.3731,0.6711,8.4914,15.1419,6.5344
2016-02-25,1.0984,111.8,1.3901,0.9922,0.717,1.3821,0.6609,8.5296,15.2721,6.539
2016-02-26,1.1022,112.23,1.3925,0.9904,0.7174,1.3697,0.6666,8.4994,15.7332,6.5385
2016-02-29,1.0932,113.79,1.3872,0.9965,0.7132,1.3528,0.6648,8.556,16.025,6.5427
2016-03-01,1.0904,112.92,1.3856,1.0004,0.7146,1.3568,0.6608,8.5457,16.0707,6.5561
2016-03-02,1.0873,113.17,1.3998,0.9996,0.7147,1.3521,0.6614,8.5926,15.6975,6.549
2016-03-03,1.0856,114.32,1.3972,0.9985,0.7204,1.3462,0.6596,8.6106,15.7301,6.5545
