,EUR,JPY,GBP,CHF,AUD,CAD,NZD,SEK,INR,IDR,ZAR,CNH,KRW
2014-12-12,1.2453,118.7,1.5661,0.9648,0.8282,1.148,0.781,7.5056,62.4212,12399.0,11.4961,6.1954,1101.98
2014-12-15,1.2463,118.96,1.5717,0.9639,0.8246,1.1581,0.7763,7.5484,62.505,12550.0,11.6425,6.19,1104.23
2014-12-16,1.2419,118.65,1.5663,0.9672,0.8244,1.1582,0.7748,7.5449,63.245,12791.0,11.5808,6.1955,1097.99
2014-12-17,1.2492,116.81,1.5708,0.9613,0.8248,1.1641,0.7778,7.5979,63.73,12700.0,11.6129,6.1911,1081.01
2014-12-18,1.245,117.19,1.5707,0.9646,0.8173,1.1659,0.7728,7.644,63.355,12628.0,11.7283,6.1997,1100.14
2014-12-19,1.232,118.62,1.5643,0.9771,0.8176,1.1586,0.774,7.6371,63.0512,12528.0,11.5417,6.2239,1099.67
2014-12-22,1.2225,119.5,1.563,0.9837,0.8139,1.1607,0.7753,7.7379,63.305,12435.0,11.5767,6.2191,1100.5
2014-12-23,1.2261,119.82,1.5623,0.9814,0.8153,1.1588,0.776,7.7501,63.305,12458.0,11.5813,6.2188,1100.17
2014-12-24,1.2233,120.06,1.557,0.9833,0.8134,1.1618,0.7753,7.7747,63.435,12490.0,11.578,6.2276,1107.42
2014-12-25,1.2196,120.44,1.5548,0.9859,0.8115,1.1604,0.7734,7.7878,63.435,12396.0,11.6559,6.2228,1104.3
2014-12-26,1.2242,120.13,1.5565,0.9834,0.8122,1.1619,0.7737,7.7786,63.475,12440.0,11.6472,6.2064,1103.72
2014-12-29,1.2188,120.39,1.5562,0.9873,0.8118,1.1616,0.7762,7.8489,63.655,12420.0,11.6516,6.2155,1099.16
2014-12-30,1.2191,120.44,1.5553,0.9867,0.8153,1.1628,0.7787,7.8751,63.72,12435.0,11.6121,6.2337,1099.91
2014-12-31,1.2157,119.75,1.5525,0.9896,0.8165,1.1633,0.782,7.7958,63.31,12432.0,11.6363,6.219,1096.7
2015-01-01,1.2154,119.44,1.5587,0.9894,0.8198,1.1589,0.7837,7.714,63.185,12432.0,11.5704,6.2234,1096.55
2015-01-02,1.2102,119.73,1.558,0.9942,0.8172,1.1625,0.7819,7.8058,63.435,12434.0,11.5533,6.2168,1094.23
2015-01-05,1.2002,120.41,1.5335,1.0017,0.8078,1.1778,0.7692,7.9245,63.4638,12525.0,11.6828,6.2332,1105.15
2015-01-06,1.1921,120.36,1.5267,1.0081,0.8066,1.1801,0.7659,7.9546,63.365,12610.0,11.7258,6.2264,1109.9
2015-01-07,1.1898,118.97,1.5187,1.0098,0.813,1.1778,0.774,7.9323,63.5125,12645.0,11.7737,6.2176,1098.67
2015-01-08,1.185,119.16,1.5139,1.0134,0.8069,1.1825,0.7749,7.9435,63.205,12699.0,11.7075,6.2138,1099.07
2015-01-09,1.1769,119.84,1.5056,1.0204,0.81,1.181,0.7787,7.9971,62.4875,12651.0,11.6403,6.2191,1095.84
2015-01-12,1.1836,118.5,1.5182,1.0145,0.8205,1.1863,0.7834,8.0549,62.1275,12581.0,11.4853,6.2118,1085.6
2015-01-13,1.1795,119.18,1.512,1.0181,0.8167,1.1877,0.7771,8.0782,62.085,12567.0,11.5,6.2019,1082.86
2015-01-14,1.1802,118.45,1.5117,1.0175,0.8141,1.1984,0.7745,7.9935,62.1087,12585.0,11.5056,6.1994,1078.72
2015-01-15,1.1759,116.99,1.5178,1.0213,0.8142,1.1967,0.7733,8.0643,61.885,12602.0,11.5365,6.1982,1082.5
2015-01-16,1.1687,116.78,1.5201,0.8881,0.8183,1.197,0.7763,8.1171,62.0963,12542.0,11.5289,6.1988,1073.97
2015-01-19,1.1563,117.64,1.516,0.8552,0.8222,1.1971,0.7774,8.0976,61.62,12579.0,11.5582,6.2397,1080.95
2015-01-20,1.1601,117.29,1.5145,0.8649,0.8202,1.1965,0.7786,8.0931,61.79,12639.0,11.6283,6.224,1079.5
2015-01-21,1.1606,118.38,1.5149,0.8747,0.821,1.1975,0.7736,8.1269,61.705,12549.0,11.6014,6.2181,1088.1
2015-01-22,1.1572,117.7,1.5113,0.864,0.8206,1.2084,0.7658,8.1412,61.6075,12474.0,11.583,6.2162,1084.75
2015-01-23,1.1627,117.7,1.518,0.8575,0.8112,1.2328,0.7567,8.1219,61.445,12439.0,11.5195,6.2126,1085.99
2015-01-26,1.1189,117.78,1.4998,0.8792,0.7927,1.2434,0.7437,8.3439,61.445,12465.0,11.4408,6.2519,1078.7
2015-01-27,1.1229,118.18,1.5009,0.8894,0.7918,1.2456,0.745,8.3248,61.485,12493.0,11.4832,6.2597,1080.86
2015-01-28,1.1281,118.02,1.5072,0.8985,0.7949,1.249,0.7437,8.2627,61.49,12485.0,11.5702,6.2477,1077.57
2015-01-29,1.1362,117.72,1.5208,0.9,0.7958,1.2447,0.7467,8.1648,61.435,12512.0,11.5465,6.2507,1085.78
2015-01-30,1.1307,117.87,1.5143,0.9212,0.7801,1.2541,0.7285,8.2465,61.8375,12586.0,11.6159,6.2635,1100.56
2015-02-02,1.1285,117.45,1.5074,0.9224,0.7734,1.2722,0.7234,8.2729,62.0025,12725.0,11.632,6.2783,1102.23
2015-02-03,1.134,117.54,1.5014,0.9311,0.7798,1.2717,0.7263,8.257,61.635,12673.0,11.5925,6.2718,1099.4
2015-02-04,1.1351,117.48,1.5056,0.9253,0.7679,1.2548,0.7216,8.2926,61.635,12599.0,11.4572,6.2707,1092.22
2015-02-05,1.1443,117.41,1.5191,0.9259,0.7795,1.2464,0.7385,8.2261,61.885,12650.0,11.4179,6.258,1089.16
2015-02-06,1.1433,117.42,1.5244,0.9289,0.7816,1.2516,0.7392,8.2565,61.7125,12618.0,11.3928,6.2477,1087.9
2015-02-09,1.1316,119.12,1.5269,0.9273,0.7768,1.2535,0.7338,8.402,61.9987,12676.0,11.4905,6.2515,1098.4
2015-02-10,1.1319,118.56,1.5218,0.9251,0.7809,1.2507,0.7419,8.3919,62.15,12666.0,11.5429,6.2494,1095.37
2015-02-11,1.1282,118.97,1.5226,0.9264,0.7768,1.249,0.7396,8.373,62.265,12703.0,11.6299,6.2514,1097.87
2015-02-12,1.1308,119.84,1.5291,0.9263,0.7732,1.2635,0.7395,8.3586,62.4325,12841.0,11.8134,6.2482,1105.93
2015-02-13,1.1337,119.79,1.5323,0.9299,0.7693,1.2558,0.7375,8.4689,62.145,12742.0,11.7929,6.2475,1102.45
2015-02-16,1.1401,118.76,1.5404,0.9329,0.777,1.2448,0.7459,8.4282,62.16,12708.0,11.6476,6.2484,1098.54
2015-02-17,1.1416,118.62,1.5374,0.9302,0.7778,1.2461,0.7514,8.3944,62.16,12755.0,11.6221,6.2679,1101.33
2015-02-18,1.1406,118.84,1.539,0.931,0.7814,1.2378,0.7537,8.3612,62.205,12704.0,11.6143,6.2804,1108.86
2015-02-19,1.1388,119.29,1.5424,0.9389,0.7799,1.2425,0.752,8.3774,62.205,12855.0,11.7147,6.2826,1108.87
2015-02-20,1.1398,118.89,1.5441,0.9464,0.7769,1.2482,0.7517,8.4026,62.216,12865.0,11.5823,6.2748,1111.9
2015-02-23,1.1384,119.03,1.5394,0.9409,0.7846,1.2529,0.7526,8.3794,62.1625,12830.0,11.6365,6.2781,1110.67
2015-02-24,1.1299,119.13,1.5337,0.9509,0.7788,1.2596,0.7504,8.4659,62.255,12866.0,11.7319,6.2786,1108.97
2015-02-25,1.1306,119.5,1.545,0.9496,0.7756,1.2646,0.7452,8.4106,62.045,12879.0,11.6331,6.2775,1106.06
2015-02-26,1.1348,118.81,1.5508,0.9493,0.7884,1.2438,0.7551,8.3408,61.94,12849.0,11.458,6.2715,1101.08
2015-02-27,1.136,118.74,1.5522,0.9457,0.7902,1.2418,0.7603,8.2757,61.86,12868.0,11.4072,6.2659,1102.86
2015-03-02,1.1191,119.59,1.5435,0.9538,0.7844,1.248,0.758,8.3441,61.89,12976.0,11.66,6.2908,1101.27
2015-03-03,1.1216,119.83,1.5414,0.9564,0.7786,1.2491,0.753,8.3471,61.8575,12997.0,11.7116,6.2835,1103.06
2015-03-04,1.1172,119.84,1.5372,0.9612,0.7807,1.2526,0.7533,8.3147,61.6612,12976.0,11.7759,6.2854,1097.09
2015-03-05,1.1124,119.64,1.5334,0.9628,0.7834,1.2515,0.7587,8.2999,62.325,12999.0,11.7946,6.2824,1101.45
2015-03-06,1.1053,120.17,1.5254,0.9686,0.781,1.2414,0.7522,8.3398,62.325,13007.0,11.8079,6.2759,1101.88
2015-03-09,1.0832,120.78,1.5041,0.9863,0.7714,1.2617,0.7362,8.4729,62.635,12994.0,12.039,6.2851,1109.8
2015-03-10,1.088,120.89,1.5111,0.9843,0.7725,1.2592,0.7379,8.4656,62.8013,13051.0,12.0345,6.277,1114.63
2015-03-11,1.0759,121.66,1.5078,0.993,0.7634,1.2651,0.728,8.5404,62.835,13196.0,12.2308,6.2767,1126.91
2015-03-12,1.0574,121.54,1.5056,1.0059,0.7605,1.2693,0.7235,8.6184,62.775,13174.0,12.3554,6.2797,1131.33
2015-03-13,1.0619,121.06,1.5005,1.0018,0.7687,1.2666,0.7413,8.5492,62.495,13185.0,12.1776,6.2739,1125.15
2015-03-16,1.0489,121.4,1.4748,1.0064,0.7635,1.2789,0.7336,8.7237,62.955,13213.0,12.514,6.2848,1137.41
2015-03-17,1.0532,121.28,1.4783,1.0041,0.7643,1.2761,0.7363,8.6926,62.775,13212.0,12.4313,6.276,1131.33
2015-03-18,1.0615,121.25,1.4771,1.0023,0.7655,1.2767,0.7371,8.6371,62.6813,13182.0,12.3636,6.2471,1129.29
2015-03-19,1.0624,121.15,1.4677,1.0021,0.7619,1.2793,0.7322,8.6479,62.385,13064.0,12.3672,6.2372,1112.44
2015-03-20,1.0694,120.61,1.49,0.9924,0.7689,1.2664,0.7424,8.6662,62.52,13066.0,12.171,6.213,1121.24
2015-03-23,1.0837,120.04,1.4956,0.9757,0.7775,1.2565,0.7565,8.6071,62.3725,13054.0,12.0672,6.2013,1113.28
2015-03-24,1.0866,119.85,1.4914,0.9728,0.7801,1.2573,0.7595,8.5571,62.2025,12988.0,12.0427,6.2094,1105.8
2015-03-25,1.0997,119.32,1.4924,0.957,0.7902,1.2475,0.7668,8.4656,62.3225,12942.0,11.843,6.2085,1103.74
2015-03-26,1.0972,119.62,1.4876,0.9572,0.7877,1.2502,0.7659,8.4837,62.5569,12984.0,11.7934,6.2144,1101.34
2015-03-27,1.1009,118.72,1.4923,0.9526,0.7863,1.2433,0.7641,8.467,62.7825,13026.0,11.9226,6.2117,1105.26
2015-03-30,1.0891,119.2,1.4878,0.9615,0.7746,1.2609,0.7573,8.6027,62.5875,13065.0,12.0345,6.2113,1103.23
2015-03-31,1.0831,119.78,1.4801,0.9647,0.7669,1.2642,0.7524,8.5993,62.6012,13080.0,12.0995,6.2102,1107.98
2015-04-01,1.0739,119.91,1.4799,0.9728,0.7613,1.2746,0.7479,8.6457,62.6012,13071.0,12.2217,6.2049,1108.99
2015-04-02,1.0757,120.1,1.4774,0.9687,0.76,1.2684,0.7424,8.6251,62.6012,13001.0,12.0732,6.2064,1099.0
2015-04-03,1.0818,119.63,1.4784,0.961,0.7548,1.2632,0.7463,8.6362,62.6012,13014.0,12.02,6.2047,1091.63
2015-04-06,1.0967,118.94,1.4915,0.9518,0.7617,1.2479,0.7584,8.5493,62.105,12949.0,11.7903,6.1969,1085.4
2015-04-07,1.0987,119.1,1.4941,0.9513,0.7629,1.2479,0.7594,8.5456,62.2475,12970.0,11.779,6.1963,1086.2
2015-04-08,1.0858,119.9,1.4887,0.9616,0.7682,1.2476,0.754,8.6328,62.33,12993.0,11.7989,6.1992,1094.04
2015-04-09,1.0872,119.71,1.4942,0.9606,0.7722,1.2423,0.7592,8.6219,62.1575,12968.0,11.7897,6.2056,1092.03
2015-04-10,1.0763,119.97,1.4823,0.9705,0.7734,1.2526,0.7599,8.6844,62.3337,12942.0,11.8221,6.2142,1095.73
2015-04-13,1.0598,120.21,1.4643,0.9798,0.7681,1.2574,0.7533,8.8161,62.3325,12918.0,11.985,6.2148,1093.57
2015-04-14,1.0526,120.68,1.4598,0.9861,0.7571,1.2644,0.7431,8.877,62.3325,12993.0,12.1684,6.2287,1101.98
2015-04-15,1.0573,119.65,1.4649,0.9771,0.7576,1.2576,0.7448,8.8226,62.3888,12972.0,12.1072,6.2153,1092.19
2015-04-16,1.0585,119.47,1.4738,0.976,0.7595,1.2526,0.7501,8.8018,62.345,12961.0,12.1382,6.2071,1093.2
2015-04-17,1.0713,118.99,1.4908,0.9639,0.7783,1.2273,0.7643,8.656,62.335,12846.0,12.0325,6.1933,1084.3
2015-04-20,1.0822,118.79,1.496,0.952,0.784,1.2251,0.7705,8.625,62.5425,12858.0,12.0525,6.1961,1083.36
2015-04-21,1.0726,119.07,1.4917,0.9596,0.7779,1.2231,0.7687,8.6762,63.1292,12964.0,12.0625,6.1988,1082.85
2015-04-22,1.0682,119.44,1.4879,0.9591,0.7725,1.224,0.7687,8.6929,62.855,12954.0,12.1304,6.1997,1083.1
2015-04-23,1.0768,119.43,1.5037,0.9546,0.7793,1.2238,0.7722,8.6377,62.9587,12922.0,12.087,6.1908,1083.5
2015-04-24,1.074,119.94,1.5007,0.965,0.7723,1.2239,0.7557,8.7407,63.2356,12935.0,12.2664,6.196,1082.28
2015-04-27,1.0866,118.94,1.5172,0.9547,0.7818,1.2192,0.7596,8.6311,63.7,12938.0,12.1278,6.1941,1077.11
2015-04-28,1.0846,119.31,1.5133,0.9554,0.7817,1.2155,0.7607,8.6266,63.3632,12958.0,12.1016,6.2168,1069.46
2015-04-29,1.0942,118.87,1.5289,0.9558,0.7942,1.2059,0.7691,8.5758,63.2337,12950.0,11.9068,6.2054,1065.21
2015-04-30,1.0995,119.32,1.5369,0.9549,0.7984,1.206,0.7686,8.4083,63.4975,12934.0,11.8758,6.2024,1070.5
2015-05-01,1.1192,118.95,1.5425,0.9359,0.7917,1.2042,0.7618,8.2798,63.4975,12969.0,11.8339,6.2057,1075.32
2015-05-04,1.12,120.11,1.5154,0.9328,0.7839,1.2164,0.7532,8.3998,63.4975,12985.0,12.0569,6.2088,1081.6
2015-05-05,1.1135,120.22,1.5106,0.9354,0.7829,1.2124,0.753,8.3819,63.54,12998.0,12.0387,6.2133,1080.72
2015-05-06,1.1127,120.41,1.5132,0.9336,0.7871,1.2095,0.7504,8.3796,63.3288,13036.0,12.0313,6.2088,1081.22
2015-05-07,1.123,119.79,1.5224,0.924,0.7988,1.2028,0.7494,8.2934,63.7463,13038.0,12.0483,6.2069,1079.8
2015-05-08,1.1344,119.09,1.5218,0.9086,0.796,1.207,0.7474,8.1964,64.115,13120.0,12.0512,6.2115,1092.14
2015-05-11,1.1197,119.73,1.5447,0.9311,0.7947,1.2076,0.752,8.26,63.865,13083.0,11.9109,6.21,1089.1
2015-05-12,1.1154,119.87,1.5483,0.9318,0.7899,1.2127,0.7384,8.2931,64.115,13174.0,11.997,6.2118,1097.8
2015-05-13,1.1253,119.95,1.5672,0.9235,0.7976,1.2037,0.7383,8.2869,64.18,13171.0,12.1193,6.2096,1094.09
2015-05-14,1.1225,119.76,1.5683,0.9281,0.8039,1.1979,0.744,8.2962,63.975,13105.0,11.9833,6.2042,1093.38
2015-05-15,1.1434,119.22,1.5797,0.9085,0.8097,1.1948,0.7498,8.2075,63.4825,13045.0,11.862,6.2002,1090.35
2015-05-18,1.1446,119.3,1.5734,0.9159,0.8026,1.2006,0.7439,8.1976,63.4722,13076.0,11.777,6.2043,1083.92
2015-05-19,1.1417,119.68,1.5684,0.9173,0.8004,1.2053,0.7419,8.217,63.79,13170.0,11.8386,6.2039,1090.3
2015-05-20,1.1215,120.06,1.552,0.9302,0.7972,1.2174,0.7413,8.3043,63.775,13176.0,11.8366,6.2059,1095.66
2015-05-21,1.1093,121.0,1.5521,0.9401,0.7891,1.2235,0.7326,8.3863,63.735,13135.0,11.957,6.2073,1097.6
2015-05-22,1.1165,120.99,1.5687,0.9321,0.7894,1.2198,0.7321,8.2922,63.585,13126.0,11.7732,6.1989,1093.35
2015-05-25,1.1005,121.5,1.5482,0.9443,0.7823,1.2285,0.7319,8.3945,63.6172,13150.0,11.8618,6.2021,1098.32
2015-05-26,1.0975,121.49,1.549,0.9432,0.7837,1.2284,0.7312,8.3987,63.6263,13177.0,11.9452,6.2019,1097.58
2015-05-27,1.0907,122.61,1.5413,0.9485,0.7802,1.2369,0.7295,8.4282,64.09,13230.0,11.9741,6.2056,1107.57
2015-05-28,1.088,123.58,1.5383,0.9495,0.7716,1.245,0.723,8.5277,63.985,13191.0,12.1098,6.2061,1109.35
2015-05-29,1.0929,124.07,1.5292,0.9464,0.7654,1.2489,0.722,8.4743,63.7712,13203.0,12.0883,6.2048,1109.17
2015-06-01,1.0985,124.08,1.5284,0.9404,0.7642,1.2434,0.7105,8.5249,63.775,13212.0,12.1769,6.2052,1114.4
2015-06-02,1.0923,124.06,1.5207,0.9453,0.7631,1.2484,0.7118,8.5618,63.6825,13230.0,12.2785,6.2049,1116.6
2015-06-03,1.1019,124.79,1.5238,0.9404,0.7683,1.2523,0.7109,8.5207,63.7612,13200.0,12.3022,6.2029,1108.59
2015-06-04,1.1121,124.46,1.5284,0.9364,0.7765,1.2452,0.7136,8.4572,64.1125,13230.0,12.2824,6.2006,1107.58
2015-06-05,1.1358,124.07,1.5431,0.9296,0.7754,1.2442,0.7149,8.245,63.97,13293.0,12.369,6.2048,1111.81
2015-06-08,1.1112,125.56,1.5262,0.9429,0.762,1.2438,0.7038,8.3812,64.0425,13382.0,12.6445,6.211,1122.35
2015-06-09,1.1131,125.33,1.5237,0.9401,0.7633,1.2445,0.707,8.4271,63.975,13354.0,12.5961,6.2153,1118.99
2015-06-10,1.1266,124.06,1.529,0.9275,0.7686,1.2382,0.7141,8.3182,64.0323,13314.0,12.4903,6.2129,1121.7
2015-06-11,1.1295,123.18,1.5463,0.9288,0.7739,1.2252,0.7189,8.3051,63.81,13250.0,12.3552,6.21,1111.19
2015-06-12,1.1267,123.65,1.5467,0.9342,0.7731,1.2305,0.7008,8.2198,63.965,13294.0,12.4279,6.2109,1112.22
2015-06-15,1.1227,123.4,1.5564,0.9286,0.7734,1.2326,0.6982,8.2111,64.145,13330.0,12.4078,6.2169,1111.87
2015-06-16,1.1217,123.6,1.5498,0.9332,0.7731,1.2354,0.6977,8.1861,64.0775,13329.0,12.4264,6.2135,1116.73
2015-06-17,1.1251,123.54,1.5583,0.9317,0.7737,1.2341,0.6975,8.1793,64.2,13344.0,12.4431,6.2108,1118.97
2015-06-18,1.1253,123.91,1.5742,0.929,0.7674,1.2314,0.6928,8.1893,63.8998,13343.0,12.426,6.2089,1114.55
2015-06-19,1.1397,122.7,1.5902,0.9167,0.7819,1.2166,0.6937,8.0648,63.665,13313.0,12.1852,6.2046,1106.37
2015-06-22,1.1363,122.69,1.5868,0.9172,0.7758,1.2259,0.6899,8.1217,63.485,13319.0,12.1598,6.2077,1103.2
2015-06-23,1.1343,123.23,1.5819,0.9206,0.7759,1.2239,0.6877,8.1383,63.6005,13308.0,12.1519,6.2045,1100.59
2015-06-24,1.122,123.69,1.5778,0.9326,0.7713,1.2343,0.6842,8.2102,63.655,13253.0,12.1579,6.2022,1106.38
2015-06-25,1.1202,123.92,1.5755,0.9319,0.7741,1.2302,0.6883,8.2221,63.6075,13308.0,12.1438,6.2036,1110.44
2015-06-26,1.1198,123.66,1.5711,0.9398,0.7739,1.2386,0.6906,8.2271,63.6425,13325.0,12.105,6.2048,1112.0
2015-06-29,1.1036,122.62,1.5684,0.9353,0.7629,1.2342,0.6806,8.3588,63.8423,13301.0,12.3102,6.2092,1123.45
2015-06-30,1.1124,122.85,1.5693,0.9338,0.7661,1.2358,0.6834,8.314,63.7607,13334.0,12.2427,6.2092,1120.4
2015-07-01,1.1185,122.41,1.5718,0.9295,0.7678,1.2381,0.6754,8.2401,63.6675,13351.0,12.237,6.2061,1119.94
2015-07-02,1.111,122.92,1.5659,0.9418,0.7703,1.2519,0.6778,8.3158,63.6413,13341.0,12.1729,6.2043,1124.77
2015-07-03,1.1071,123.48,1.5595,0.9491,0.7603,1.2623,0.6679,8.4423,63.425,13300.0,12.3484,6.203,1122.38
2015-07-06,1.1003,122.15,1.5518,0.9438,0.7489,1.2556,0.667,8.472,63.6273,13341.0,12.3618,6.2076,1128.35
2015-07-07,1.1032,122.78,1.5558,0.9456,0.7489,1.263,0.6687,8.5024,63.305,13315.0,12.4067,6.2154,1126.88
2015-07-08,1.0986,122.51,1.546,0.948,0.7435,1.2708,0.6642,8.4924,63.545,13334.0,12.4626,6.2204,1135.39
2015-07-09,1.1011,121.55,1.5363,0.9475,0.7419,1.2724,0.6699,8.5283,63.555,13350.0,12.5162,6.2162,1136.3
2015-07-10,1.1041,121.45,1.5385,0.9497,0.743,1.2722,0.6716,8.4802,63.3275,13326.0,12.5117,6.2163,1133.24
2015-07-13,1.1099,121.99,1.551,0.9406,0.7438,1.2671,0.6701,8.4576,63.4532,13312.0,12.4729,6.2149,1131.25
2015-07-14,1.1067,123.38,1.556,0.9473,0.743,1.2717,0.6703,8.4804,63.565,13308.0,12.4976,6.2158,1137.84
2015-07-15,1.1022,123.4,1.5573,0.9461,0.7432,1.2795,0.668,8.5314,63.3625,13325.0,12.4007,6.2152,1143.81
2015-07-16,1.102,123.55,1.5633,0.9475,0.7455,1.2759,0.6688,8.5045,63.515,13360.0,12.3566,6.2126,1149.53
2015-07-17,1.0887,124.05,1.5613,0.9568,0.7397,1.2944,0.6521,8.5397,63.5106,13350.0,12.4338,6.2159,1148.1
2015-07-20,1.0835,124.08,1.5603,0.9616,0.7375,1.2983,0.6522,8.6391,63.5442,13335.0,12.3636,6.2121,1150.1
2015-07-21,1.0839,124.25,1.5563,0.9625,0.7376,1.2987,0.658,8.6427,63.695,13380.0,12.43,6.2142,1156.93
2015-07-22,1.0859,124.39,1.5544,0.9606,0.737,1.2996,0.6609,8.6272,63.5913,13367.0,12.4151,6.2101,1149.67
2015-07-23,1.0925,123.82,1.5606,0.9598,0.7409,1.298,0.6609,8.5939,63.665,13403.0,12.3564,6.2114,1157.99
2015-07-24,1.0996,123.78,1.5594,0.955,0.7409,1.2971,0.6681,8.5762,63.9713,13440.0,12.422,6.2141,1162.55
2015-07-27,1.097,123.79,1.55,0.9625,0.7276,1.3047,0.6577,8.596,64.0625,13461.0,12.6316,6.2273,1170.6
2015-07-28,1.1067,123.32,1.5512,0.9573,0.7293,1.301,0.6607,8.5432,64.09,13455.0,12.637,6.2258,1167.0
2015-07-29,1.1031,123.78,1.559,0.9658,0.7314,1.3019,0.6659,8.5483,63.861,13439.0,12.5545,6.2189,1160.51
2015-07-30,1.1052,123.62,1.5641,0.9617,0.7308,1.294,0.6672,8.5699,63.945,13460.0,12.5816,6.219,1162.62
2015-07-31,1.0962,124.34,1.5619,0.9712,0.7281,1.2971,0.6611,8.645,64.09,13476.0,12.6906,6.2213,1172.54
2015-08-03,1.0973,124.03,1.5629,0.967,0.7306,1.3096,0.6589,8.6415,63.9925,13510.0,12.6778,6.2191,1167.86
2015-08-04,1.0964,124.22,1.56,0.9669,0.7278,1.3164,0.6592,8.6428,64.085,13506.0,12.7341,6.2187,1171.28
2015-08-05,1.0977,123.94,1.5595,0.9684,0.7395,1.3138,0.6608,8.6236,63.8925,13501.0,12.6563,6.2152,1169.95
2015-08-06,1.0867,124.4,1.5592,0.979,0.7362,1.3189,0.6532,8.7196,63.7625,13534.0,12.7902,6.2178,1174.29
2015-08-07,1.0906,124.83,1.5587,0.9822,0.7326,1.3174,0.6537,8.7401,63.765,13535.0,12.7626,6.2191,1161.79
2015-08-10,1.0972,124.16,1.5475,0.9813,0.7401,1.3128,0.6614,8.7537,63.785,13535.0,12.6175,6.2229,1165.48
2015-08-11,1.0932,124.74,1.5472,0.985,0.7357,1.316,0.6562,8.7872,64.1563,13520.0,12.7215,6.216,1157.31
2015-08-12,1.1034,124.95,1.5576,0.9844,0.7319,1.3073,0.6546,8.6849,64.5605,13690.0,12.7294,6.3918,1173.44
2015-08-13,1.1144,124.36,1.5587,0.9761,0.7336,1.3021,0.6586,8.5937,64.725,13815.0,12.7814,6.5245,1176.84
2015-08-14,1.1114,124.52,1.5626,0.9792,0.7337,1.2998,0.6575,8.5003,65.1975,13766.0,12.793,6.4687,1177.72
2015-08-17,1.1108,124.28,1.5634,0.9767,0.7384,1.3089,0.6542,8.5084,65.155,13833.0,12.824,6.4568,1180.47
2015-08-18,1.1086,124.55,1.5631,0.9773,0.7358,1.3135,0.6547,8.506,65.155,13820.0,12.9172,6.4476,1186.26
2015-08-19,1.1063,124.28,1.5703,0.9779,0.7346,1.3103,0.6584,8.5178,65.3887,13833.0,12.9037,6.4373,1187.03
2015-08-20,1.1039,124.36,1.567,0.9736,0.7348,1.3066,0.658,8.5667,65.16,13820.0,12.8913,6.4414,1183.59
2015-08-21,1.1177,123.98,1.5649,0.9626,0.7305,1.3155,0.6599,8.4953,65.735,13893.0,12.9776,6.4479,1184.7
2015-08-24,1.137,122.13,1.5701,0.9483,0.7311,1.3183,0.6682,8.3664,66.3875,13977.0,12.9683,6.4543,1196.95
2015-08-25,1.1491,120.12,1.5717,0.9397,0.7223,1.3247,0.657,8.2735,66.4977,14056.0,13.2299,6.5004,1194.0
2015-08-26,1.1496,120.14,1.5792,0.9419,0.7227,1.3187,0.6537,8.3094,66.225,14083.0,13.0596,6.4879,1192.84
2015-08-27,1.1421,119.53,1.5625,0.9439,0.7141,1.3285,0.65,8.4413,65.925,14097.0,13.1231,6.4879,1181.56
2015-08-28,1.1286,120.21,1.5453,0.9535,0.7145,1.3207,0.6471,8.4862,66.045,13997.0,13.0896,6.4783,1176.31
2015-08-31,1.1177,121.65,1.5396,0.9628,0.7158,1.3205,0.6465,8.4781,66.265,13993.0,13.2997,6.4627,1178.6
2015-09-01,1.121,121.24,1.5419,0.9644,0.7133,1.3243,0.6414,8.4662,66.445,14062.0,13.3383,6.4457,1182.57
2015-09-02,1.1271,120.12,1.5354,0.9625,0.7079,1.3171,0.6353,8.4338,66.2775,14106.0,13.3323,6.4243,1178.92
2015-09-03,1.1267,119.98,1.5275,0.9649,0.7002,1.3275,0.633,8.4499,66.245,14139.0,13.473,6.4549,1183.28
2015-09-04,1.1224,120.28,1.5281,0.9701,0.7005,1.3261,0.6348,8.3591,66.1688,14176.0,13.5899,6.4489,1191.35
2015-09-07,1.116,118.96,1.5181,0.9724,0.6919,1.3265,0.6291,8.4363,66.58,14225.0,13.8388,6.4695,1201.18
2015-09-08,1.115,119.39,1.5262,0.9742,0.6938,1.3289,0.6259,8.4528,66.7475,14264.0,13.9321,6.4818,1204.41
2015-09-09,1.1156,120.0,1.5372,0.9782,0.6982,1.3246,0.6278,8.4412,66.3613,14249.0,13.8196,6.4558,1191.96
2015-09-10,1.115,120.61,1.536,0.9763,0.7041,1.3236,0.6378,8.4487,66.725,14280.0,13.6611,6.4671,1192.13
2015-09-11,1.1191,121.25,1.5385,0.9777,0.7074,1.3223,0.6298,8.4121,66.345,14298.0,13.839,6.3936,1182.73
2015-09-14,1.1338,120.55,1.5428,0.9695,0.7086,1.3258,0.6304,8.2383,66.4225,14326.0,13.5646,6.414,1182.28
2015-09-15,1.1321,120.3,1.5431,0.9701,0.7127,1.3242,0.6333,8.2399,66.355,14352.0,13.5696,6.4006,1182.0
2015-09-16,1.1304,119.7,1.5428,0.9699,0.713,1.3245,0.6335,8.2421,66.43,14406.0,13.4191,6.4002,1178.98
2015-09-17,1.1223,120.55,1.5429,0.9757,0.7154,1.3236,0.6342,8.308,66.43,14420.0,13.378,6.4056,1170.4
